Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,62.25,,0.029,,,,,,0.0,-0.53,0.001,0.0,4e-05,0.0,0.0
5.0,62.34,,0.0293,,,,,,0.0,-1.07,0.001,0.0,1e-05,0.0,0.0
10.0,62.37,,0.0291,,,,,,0.0,-1.07,0.001,0.0,4e-05,0.0,0.0
15.0,62.36,,0.0292,,,,,,105.5,-0.54,2.391,0.0,0.80977,0.00957,0.0
20.0,62.35,,0.029,,,,,,132.1,1.06,2.148,0.0,0.30644,0.00447,0.001
25.0,62.19,,0.0287,,,,,,889.8,3.68,1.906,0.008,0.28965,0.00706,0.0
30.0,61.96,,0.0282,,,,,,947.8,67.94,1.882,0.012,0.32643,0.00627,0.0
35.0,61.86,,0.0288,,,,,,934.2,80.97,2.646,0.052,0.59312,0.01112,0.0
40.0,61.82,,0.0288,,,,,,380.2,42.61,2.038,0.033,0.51928,0.01059,0.0
45.0,61.74,,0.0288,,,,,,270.5,26.33,1.695,0.032,0.40421,0.01045,0.0
50.0,61.54,,0.0282,,,,,,470.1,37.11,1.645,0.024,0.3367,0.00578,0.0006
55.0,61.31,,0.028,,,,,,668.3,70.0,1.718,0.036,0.38067,0.00461,0.0004
60.0,61.06,,0.028,,,,,,689.1,97.91,1.702,0.034,0.3515,0.00332,0.0004
65.0,60.81,,0.028,,,,,,732.6,113.74,1.68,0.047,0.36091,0.00266,0.0005
70.0,60.54,,0.0278,,,,,,817.6,116.44,1.691,0.049,0.40473,0.00262,0.0006
75.0,60.31,,0.0278,,,,,,792.9,115.39,1.735,0.057,0.41591,0.00275,0.0003
80.0,60.06,,0.0278,,,,,,775.6,109.9,1.842,0.057,0.44876,0.00237,0.0007
85.0,59.84,,0.0277,,,,,,849.1,108.72,1.88,0.059,0.46863,0.00232,0.0003
90.0,59.6,,0.0279,,,,,,764.2,114.32,1.879,0.061,0.48624,0.00231,0.0
95.0,59.4,,0.0279,,,,,,680.8,112.39,1.85,0.057,0.46843,0.00236,0.0
100.0,59.17,,0.0278,,,,,,659.2,107.6,1.955,0.062,0.52772,0.0025,0.0007
105.0,58.97,,0.0279,,,,,,708.2,103.81,2.043,0.063,0.52589,0.0029,0.0006
110.0,58.81,,0.0279,,,,,,612.6,98.12,1.9,0.059,0.50132,0.00287,0.0
115.0,58.58,,0.028,,,,,,495.6,95.35,1.947,0.07,0.50233,0.0038,0.0
120.0,58.41,,0.0279,,,,,,460.4,93.5,2.147,0.081,0.53787,0.00437,0.0
125.0,58.26,,0.028,,,,,,425.8,87.71,2.246,0.102,0.54676,0.00455,0.001
130.0,58.1,,0.0282,,,,,,496.3,81.73,2.38,0.11,0.60713,0.00514,0.0
135.0,57.98,,0.0281,,,,,,398.5,77.47,2.314,0.119,0.56374,0.0054,0.0
140.0,57.84,,0.028,,,,,,401.4,76.5,2.099,0.108,0.53621,0.00435,0.001
145.0,57.68,,0.0279,,,,,,381.7,78.84,2.136,0.11,0.52235,0.00343,0.0003
150.0,57.52,,0.0279,,,,,,430.8,81.85,2.106,0.106,0.54928,0.00355,0.0009
155.0,57.35,,0.0279,,,,,,444.1,86.4,2.125,0.104,0.5187,0.00304,0.0
160.0,57.18,,0.0279,,,,,,495.4,89.56,2.081,0.098,0.50104,0.00341,0.0
165.0,57.0,,0.0278,,,,,,453.1,95.4,1.943,0.089,0.45873,0.00299,0.0
170.0,56.79,,0.0277,,,,,,477.4,97.14,1.933,0.086,0.45995,0.00302,0.0003
175.0,56.58,,0.0275,,,,,,560.2,100.88,1.94,0.084,0.48472,0.0029,0.0006
180.0,56.38,,0.0277,,,,,,536.7,106.1,1.846,0.079,0.4613,0.00283,0.0006
185.0,56.13,,0.0278,,,,,,575.5,109.59,1.805,0.074,0.48248,0.00296,0.0
190.0,55.91,,0.0277,,,,,,577.6,112.87,1.73,0.07,0.46461,0.00238,0.0003
