Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,0.0,,,,,,,0.0,0.0,0.0
3.0,,0.004,,,,,,,0.0,0.0,0.0
6.0,,-0.011000000000000001,,,,,,,0.0,0.0,0.0
9.0,,-0.006999999999999999,,,,,,,0.0,0.0,0.0
12.0,,-0.02,,,,,,,0.0,0.0,0.0
15.0,,0.006999999999999999,,,,,,,0.115,0.16,0.002
18.0,,0.009000000000000001,,,,,,,0.111,0.17,0.005
21.0,,0.015,,,,,,,0.108,0.19,0.014
24.0,,0.035,,,,,,,0.105,0.24,0.035
30.0,,0.201,,,,,,,0.103,0.81,0.031
33.0,,1.07,,,,,,,0.101,2.46,0.004
36.0,,2.1580000000000004,,,,,,,0.099,3.46,-0.003
39.0,,2.951,,,,,,,0.097,4.01,-0.002
42.0,,3.392,,,,,,,0.096,4.23,0.002
45.0,,3.4450000000000003,,,,,,,0.094,4.0,0.005
48.0,,3.19,,,,,,,0.092,3.49,0.01
51.0,,2.761,,,,,,,0.091,3.01,0.016
54.0,,2.403,,,,,,,0.089,2.73,0.018
57.0,,2.1919999999999997,,,,,,,0.087,2.61,0.019
60.0,,2.156,,,,,,,0.086,2.59,0.019
63.0,,2.126,,,,,,,0.085,2.55,0.019
66.0,,2.0380000000000003,,,,,,,0.084,2.4,0.015
69.0,,1.857,,,,,,,0.083,2.22,0.011
72.0,,1.676,,,,,,,0.082,2.1,0.007
75.0,,1.5050000000000001,,,,,,,0.081,1.95,0.004
78.0,,1.369,,,,,,,0.08,1.84,0.0
81.0,,1.248,,,,,,,0.079,1.73,0.0
84.0,,1.139,,,,,,,0.076,1.71,-0.004
87.0,,1.0490000000000002,,,,,,,0.073,1.7,-0.006
90.0,,0.997,,,,,,,0.071,1.7,-0.008
93.0,,0.9890000000000001,,,,,,,0.069,1.74,-0.004
96.0,,0.9550000000000001,,,,,,,0.067,1.72,0.0
99.0,,0.9670000000000001,,,,,,,0.066,1.77,0.0
102.0,,0.965,,,,,,,0.065,1.8,0.0
105.0,,0.986,,,,,,,0.064,1.85,0.0
108.0,,0.9840000000000001,,,,,,,0.063,1.87,0.008
111.0,,0.9790000000000001,,,,,,,0.063,1.84,0.018
114.0,,0.941,,,,,,,0.062,1.8,0.023
117.0,,0.925,,,,,,,0.062,1.85,0.024
120.0,,0.929,,,,,,,0.062,1.85,0.025
123.0,,0.9420000000000001,,,,,,,0.061,1.85,0.025
126.0,,0.8959999999999999,,,,,,,0.061,1.78,0.026
129.0,,0.89,,,,,,,0.061,1.76,0.024
132.0,,0.868,,,,,,,0.061,1.77,0.021
135.0,,0.8640000000000001,,,,,,,0.061,1.76,0.022
138.0,,0.848,,,,,,,0.061,1.73,0.02
141.0,,0.8490000000000001,,,,,,,0.061,1.71,0.019
144.0,,0.788,,,,,,,0.061,1.6,0.021
147.0,,0.766,,,,,,,0.061,1.61,0.026
150.0,,0.75,,,,,,,0.062,1.57,0.028
153.0,,0.74,,,,,,,0.062,1.56,0.031
156.0,,0.743,,,,,,,0.063,1.5,0.034
159.0,,0.6970000000000001,,,,,,,0.063,1.43,0.039
162.0,,0.703,,,,,,,0.064,1.49,0.041
165.0,,0.7170000000000001,,,,,,,0.065,1.4,0.042
168.0,,0.6859999999999999,,,,,,,0.067,1.38,0.043
171.0,,0.698,,,,,,,0.068,1.35,0.045
174.0,,0.6859999999999999,,,,,,,0.069,1.33,0.046
177.0,,0.693,,,,,,,0.069,1.35,0.045
180.0,,0.7170000000000001,,,,,,,0.07,1.33,0.041
183.0,,0.7320000000000001,,,,,,,0.071,1.39,0.036
186.0,,0.765,,,,,,,0.072,1.39,0.031
189.0,,0.774,,,,,,,0.072,1.42,0.025
192.0,,0.812,,,,,,,0.073,1.48,0.02
195.0,,0.861,,,,,,,0.073,1.54,0.015
198.0,,0.914,,,,,,,0.074,1.62,0.011
201.0,,0.975,,,,,,,0.074,1.64,0.008
204.0,,1.022,,,,,,,0.074,1.73,0.005
207.0,,1.103,,,,,,,0.075,1.84,0.005
210.0,,1.183,,,,,,,0.076,1.94,0.008
213.0,,1.285,,,,,,,0.077,2.06,0.007
216.0,,1.361,,,,,,,0.077,2.1,0.0
219.0,,1.401,,,,,,,0.078,2.09,-0.004
222.0,,1.402,,,,,,,0.078,2.08,-0.004
225.0,,1.433,,,,,,,0.078,2.16,-0.004
228.0,,1.461,,,,,,,0.078,2.17,0.0
231.0,,1.4780000000000002,,,,,,,0.077,2.19,0.0
234.0,,1.49,,,,,,,0.076,2.2,0.0
237.0,,1.494,,,,,,,0.076,2.22,0.0
240.0,,1.49,,,,,,,0.075,2.23,0.0
243.0,,1.5250000000000001,,,,,,,0.075,2.26,0.0
246.0,,1.532,,,,,,,0.074,2.27,0.0
249.0,,1.537,,,,,,,0.074,2.29,0.003
252.0,,1.5530000000000002,,,,,,,0.073,2.31,0.003
255.0,,1.55,,,,,,,0.072,2.33,0.0
258.0,,1.507,,,,,,,0.071,2.26,0.0
261.0,,1.4680000000000002,,,,,,,0.069,2.28,-0.004
