Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,465.12,,0.0274,,,,,,0.0,0.0,0.009,0.0,0.00025,1e-05,0.0001
5.0,465.15,,0.0275,,,,,,0.0,0.0,4.312,0.0,0.38304,0.00255,0.0575
10.0,465.12,,0.0274,,,,,,0.0,0.0,2.116,0.0,0.1778,0.00126,0.0317
15.0,465.09,,0.0273,,,,,,0.0,0.0,3.51,0.0,0.69663,0.00189,0.0704
20.0,465.11,,0.0274,,,,,,0.0,1.0,5.87,0.0,0.91853,0.00342,0.1415
25.0,465.07,,0.0273,,,,,,0.0,0.0,8.007,0.0,0.82349,0.00533,0.2226
30.0,465.12,,0.0273,,,,,,0.0,2.5,11.884,0.0,0.23428,0.00686,0.3329
35.0,465.06,,0.0273,,,,,,0.0,2.99,18.059,0.0,1.10551,0.0,0.4942
40.0,465.12,,0.0274,,,,,,0.0,2.0,18.905,0.0,2.15363,0.0,0.5538
45.0,465.06,,0.0274,,,,,,0.0,2.0,14.04,0.0,2.8932,0.0014,0.4447
50.0,465.09,,0.0274,,,,,,0.0,0.5,5.3,0.0,0.4943,0.0,0.1658
55.0,465.05,,0.0274,,,,,,0.0,0.5,2.525,0.0,0.22519,0.00194,0.0799
60.0,465.03,,0.0273,,,,,,0.0,0.0,2.114,0.0,0.00631,0.00023,0.069
65.0,464.98,,0.0274,,,,,,0.0,0.0,2.486,0.0,0.05431,0.0,0.0871
70.0,464.99,,0.0274,,,,,,0.0,0.0,3.348,0.0,0.09835,0.00308,0.1182
75.0,464.99,,0.0273,,,,,,0.0,0.0,2.468,0.0,0.00811,0.00228,0.0899
80.0,464.99,,0.0273,,,,,,0.0,0.0,1.708,0.0,0.07148,0.0,0.0612
85.0,464.94,,0.0272,,,,,,0.0,0.0,2.343,0.0,0.04969,0.0,0.0913
90.0,464.91,,0.0274,,,,,,0.0,0.0,2.521,0.0,0.38827,0.0,0.0941
95.0,464.9,,0.0274,,,,,,0.0,0.0,2.387,0.0,0.37533,0.0,0.099
100.0,464.96,,0.0273,,,,,,0.0,-0.5,5.067,0.0,0.68479,0.0,0.1994
105.0,464.95,,0.0274,,,,,,0.0,-0.5,2.138,0.0,0.14175,0.00018,0.0807
110.0,464.92,,0.0273,,,,,,0.0,0.0,1.418,0.0,0.29739,9e-05,0.0553
115.0,464.87,,0.0274,,,,,,0.0,-0.5,1.582,0.0,0.09206,0.00134,0.0625
120.0,464.84,,0.0274,,,,,,0.0,-0.5,2.214,0.0,0.28296,0.0,0.1027
125.0,464.85,,0.0275,,,,,,0.0,0.0,1.373,0.0,0.13608,0.0,0.0687
130.0,464.81,,0.0274,,,,,,282.0,0.0,0.787,0.0,0.06253,4e-05,0.0467
135.0,464.73,,0.0274,,,,,,427.0,-0.5,0.929,0.0,0.10275,7e-05,0.0629
140.0,464.68,,0.0273,,,,,,0.0,0.0,1.355,0.0,0.3034,6e-05,0.101
145.0,464.65,,0.0274,,,,,,0.0,0.0,1.122,0.0,0.31787,8e-05,0.1067
150.0,464.6,,0.0273,,,,,,616.3,-1.0,0.851,0.0,0.19675,6e-05,0.0859
155.0,464.56,,0.0272,,,,,,434.1,-0.5,0.59,0.0,0.16216,5e-05,0.0685
160.0,464.46,,0.0274,,,,,,427.0,0.0,0.517,0.0,0.14494,2e-05,0.0631
165.0,464.38,,0.0274,,,,,,496.2,0.0,0.553,0.0,0.22279,5e-05,0.0766
170.0,464.27,,0.0274,,,,,,555.2,0.0,0.558,0.0,0.23023,3e-05,0.0881
175.0,464.23,,0.0273,,,,,,446.6,0.0,0.413,0.0,0.12811,0.00038,0.0715
180.0,464.1,,0.0273,,,,,,429.1,0.5,0.414,0.0,0.14907,0.00035,0.0679
185.0,464.0,,0.0273,,,,,,488.0,0.5,0.43,0.0,0.15235,0.0,0.0784
190.0,463.88,,0.0274,,,,,,580.5,0.0,0.536,0.0,0.17931,4e-05,0.0931
195.0,463.81,,0.0273,,,,,,563.8,0.0,0.527,0.013,0.1311,0.00039,0.0922
200.0,463.7,,0.0274,,,,,,543.7,0.5,0.454,0.012,0.13123,0.00032,0.0838
205.0,463.59,,0.0273,,,,,,526.5,1.0,0.527,0.012,0.16153,0.00029,0.0886
210.0,463.46,,0.0272,,,,,,549.6,1.49,0.603,0.012,0.17628,0.00028,0.0902
215.0,463.38,,0.0272,,,,,,512.9,1.49,0.517,0.011,0.19608,4e-05,0.0872
220.0,463.21,,0.0273,,,,,,605.0,1.99,0.623,0.012,0.18474,0.00018,0.0913
225.0,463.14,,0.0273,,,,,,478.2,1.99,0.594,0.019,0.12337,0.0,0.0861
230.0,462.98,,0.0273,,,,,,475.1,3.5,0.534,0.017,0.11432,0.00014,0.0765
235.0,462.83,,0.0271,,,,,,516.9,3.97,0.65,0.025,0.1119,2e-05,0.0779
240.0,462.67,,0.0271,,,,,,481.1,5.45,0.666,0.024,0.11247,9e-05,0.0784
245.0,462.51,,0.0272,,,,,,618.0,4.98,0.9,0.031,0.13593,1e-05,0.078
250.0,462.32,,0.0269,,,,,,447.7,7.88,0.982,0.025,0.15322,7e-05,0.0672
255.0,462.19,,0.027,,,,,,282.6,9.38,1.051,0.025,0.13362,2e-05,0.041
260.0,461.82,,0.0266,,,,,,294.2,11.67,0.888,0.016,0.13386,1e-05,0.0267
270.0,460.51,,0.026,,,,,,939.3,24.2,0.756,0.032,0.15304,1e-05,0.0782
275.0,459.71,,0.0259,,,,,,1112.2,30.74,0.788,0.063,0.16372,5e-05,0.0993
280.0,458.96,,0.026,,,,,,1116.5,71.51,0.77,0.062,0.17501,0.0,0.0945
285.0,458.14,,0.0259,,,,,,1186.4,109.77,0.797,0.089,0.19226,5e-05,0.0954
290.0,457.41,,0.0259,,,,,,1279.0,134.75,0.845,0.102,0.21579,6e-05,0.0236
295.0,456.73,,0.0256,,,,,,1323.4,137.29,0.879,0.128,0.23649,0.0,0.0228
300.0,456.21,,0.0259,,,,,,1236.4,146.54,0.854,0.139,0.26053,0.0,0.0213
305.0,455.66,,0.0259,,,,,,1087.0,145.75,0.783,0.135,0.24714,0.0,0.0193
310.0,455.16,,0.026,,,,,,1054.5,143.2,0.779,0.142,0.23808,0.0,0.0994
315.0,454.62,,0.0264,,,,,,1016.4,141.58,0.864,0.144,0.26197,0.0,0.1124
320.0,454.22,,0.0261,,,,,,980.5,126.96,0.902,0.149,0.2616,0.0,0.1125
325.0,453.76,,0.0262,,,,,,926.4,117.44,0.855,0.137,0.26417,0.0,0.0962
330.0,453.35,,0.0261,,,,,,888.4,101.33,0.863,0.139,0.25397,0.0,0.0938
335.0,452.9,,0.0263,,,,,,882.1,95.28,0.97,0.135,0.26582,0.0,0.0929
340.0,452.5,,0.0262,,,,,,976.7,93.68,1.121,0.152,0.29308,0.0001,0.0994
345.0,452.13,,0.0261,,,,,,970.1,94.08,1.104,0.148,0.29754,0.0,0.0907
350.0,451.84,,0.0259,,,,,,836.4,88.9,1.018,0.138,0.2764,0.00011,0.0772
355.0,451.44,,0.0261,,,,,,799.8,90.74,0.999,0.125,0.26423,0.0001,0.0722
360.0,451.08,,0.0261,,,,,,819.5,92.91,1.064,0.129,0.26654,0.0001,0.0767
365.0,450.68,,0.0261,,,,,,845.4,95.94,1.119,0.127,0.26663,0.00011,0.077
370.0,450.35,,0.0262,,,,,,857.1,92.1,1.146,0.131,0.28202,0.00011,0.0755
375.0,449.99,,0.0259,,,,,,831.3,89.81,1.112,0.125,0.27989,0.00011,0.0708
380.0,449.66,,0.0261,,,,,,796.9,90.45,1.108,0.126,0.26922,0.00011,0.071
385.0,449.29,,0.0259,,,,,,758.5,92.67,1.095,0.13,0.2815,0.00011,0.0721
390.0,448.96,,0.0258,,,,,,781.9,91.38,1.17,0.145,0.31293,0.00012,0.0742
395.0,448.68,,0.0261,,,,,,743.0,94.55,1.2,0.149,0.32984,0.00011,0.0801
400.0,448.41,,0.0262,,,,,,740.0,91.13,1.191,0.155,0.33234,0.00014,0.0768
405.0,448.16,,0.0262,,,,,,647.3,90.88,1.12,0.141,0.29207,9e-05,0.0735
410.0,447.9,,0.0263,,,,,,630.6,85.49,1.104,0.142,0.29642,0.00012,0.0742
415.0,447.6,,0.0262,,,,,,668.7,79.7,0.969,0.145,0.31225,0.00012,0.0771
420.0,447.39,,0.0263,,,,,,659.1,75.81,1.06,0.159,0.324,0.00015,0.0835
425.0,447.14,,0.0265,,,,,,829.5,72.92,1.235,0.155,0.30301,0.00013,0.0826
430.0,446.96,,0.0264,,,,,,605.4,70.36,1.187,0.153,0.2982,1e-05,0.1023
435.0,446.71,,0.0263,,,,,,475.4,67.76,1.156,0.132,0.27978,0.00012,0.075
440.0,446.53,,0.0264,,,,,,456.1,62.22,1.11,0.138,0.29154,0.00014,0.0713
445.0,446.27,,0.0265,,,,,,522.4,46.96,1.306,0.149,0.33239,0.0,0.0846
450.0,446.12,,0.0264,,,,,,567.4,59.72,1.355,0.16,0.33017,2e-05,0.0902
455.0,445.96,,0.0264,,,,,,439.1,58.43,1.144,0.136,0.26275,1e-05,0.0829
460.0,445.77,,0.0264,,,,,,438.8,57.92,1.008,0.12,0.22802,1e-05,0.0721
465.0,445.57,,0.0265,,,,,,453.2,54.13,1.1,0.117,0.21119,1e-05,0.0766
470.0,445.32,,0.0266,,,,,,570.9,50.98,1.473,0.16,0.29136,1e-05,0.1085
475.0,445.24,,0.0265,,,,,,507.7,50.27,1.477,0.151,0.27236,1e-05,0.1009
480.0,445.08,,0.0267,,,,,,431.2,48.27,1.099,0.13,0.20952,1e-05,0.0869
485.0,444.91,,0.0264,,,,,,429.3,43.96,0.499,0.125,0.2514,2e-05,0.0872
490.0,444.74,,0.0267,,,,,,1117.0,45.8,0.524,0.136,0.2568,2e-05,0.0902
495.0,444.61,,0.0271,,,,,,1050.1,45.97,0.703,0.114,0.20803,2e-05,0.1473
500.0,444.45,,0.0268,,,,,,1039.1,44.59,0.997,0.117,0.16824,1e-05,0.1518
505.0,444.31,,0.0267,,,,,,611.3,43.42,0.987,0.112,0.17853,1e-05,0.1637
510.0,444.18,,0.0267,,,,,,473.5,16.61,0.754,0.115,0.14563,1e-05,0.1229
515.0,444.08,,0.0267,,,,,,766.8,11.72,0.899,0.101,0.09516,2e-05,0.1131
520.0,443.93,,0.0269,,,,,,891.5,13.27,0.782,0.12,0.17171,4e-05,0.1569
525.0,443.84,,0.0267,,,,,,924.2,28.78,0.804,0.118,0.11402,3e-05,0.1583
535.0,443.64,,0.0268,,,,,,760.8,16.68,0.751,0.087,0.10498,0.0001,0.1419
535.0,443.64,,0.0268,,,,,,760.8,16.68,0.751,0.087,0.10498,0.0001,0.1419
540.0,443.52,,0.0269,,,,,,656.5,20.17,0.59,0.086,0.12644,2e-05,0.1261
540.0,443.52,,0.0269,,,,,,656.5,20.17,0.59,0.086,0.12644,2e-05,0.1261
545.0,443.39,,0.0268,,,,,,793.7,18.64,0.366,0.088,0.07831,0.00016,0.1411
545.0,443.39,,0.0268,,,,,,793.7,18.64,0.366,0.088,0.07831,0.00016,0.1411
550.0,443.29,,0.027,,,,,,994.8,10.85,1.092,0.105,0.07689,0.0002,0.1791
550.0,443.29,,0.027,,,,,,994.8,10.85,1.092,0.105,0.07689,0.0002,0.1791
555.0,443.21,,0.0269,,,,,,632.6,15.25,1.005,0.103,0.03472,2e-05,0.167
555.0,443.21,,0.0269,,,,,,632.6,15.25,1.005,0.103,0.03472,2e-05,0.167
560.0,443.13,,0.0271,,,,,,685.9,15.34,0.754,0.086,0.03122,0.0,0.127
560.0,443.13,,0.0271,,,,,,685.9,15.34,0.754,0.086,0.03122,0.0,0.127
565.0,443.02,,0.0268,,,,,,651.8,10.29,0.727,0.076,0.0,0.00025,0.1369
565.0,443.02,,0.0268,,,,,,651.8,10.29,0.727,0.076,0.0,0.00025,0.1369
570.0,442.89,,0.0268,,,,,,969.9,11.75,1.072,0.101,0.00406,6e-05,0.1812
570.0,442.89,,0.0268,,,,,,969.9,11.75,1.072,0.101,0.00406,6e-05,0.1812
575.0,442.84,,0.0268,,,,,,1106.3,15.21,1.118,0.107,0.0,0.0,0.2014
575.0,442.84,,0.0268,,,,,,1106.3,15.21,1.118,0.107,0.0,0.0,0.2014
580.0,442.76,,0.0269,,,,,,733.6,12.28,0.88,0.091,0.026,0.0,0.1616
580.0,442.76,,0.0269,,,,,,733.6,12.28,0.88,0.091,0.026,0.0,0.1616
585.0,442.69,,0.0268,,,,,,815.6,11.78,0.72,0.064,0.0215,0.0,0.14
585.0,442.69,,0.0268,,,,,,815.6,11.78,0.72,0.064,0.0215,0.0,0.14
590.0,442.57,,0.0269,,,,,,786.5,8.36,0.694,0.064,0.02512,0.0,0.1434
590.0,442.57,,0.0269,,,,,,786.5,8.36,0.694,0.064,0.02512,0.0,0.1434
595.0,442.47,,0.0269,,,,,,975.6,10.83,1.122,0.093,0.05261,0.0,0.2028
595.0,442.47,,0.0269,,,,,,975.6,10.83,1.122,0.093,0.05261,0.0,0.2028
600.0,442.38,,0.0268,,,,,,0.0,10.78,1.796,0.156,0.02342,0.0,0.3361
600.0,442.38,,0.0268,,,,,,0.0,10.78,1.796,0.156,0.02342,0.0,0.3361
605.0,442.38,,0.0269,,,,,,910.0,8.37,1.136,0.089,0.0,0.0,0.1831
605.0,442.38,,0.0269,,,,,,910.0,8.37,1.136,0.089,0.0,0.0,0.1831
610.0,442.3,,0.027,,,,,,422.8,7.9,0.62,0.061,0.0,0.0,0.1245
610.0,442.3,,0.027,,,,,,422.8,7.9,0.62,0.061,0.0,0.0,0.1245
615.0,442.16,,0.027,,,,,,635.7,8.4,0.729,0.073,0.0,0.0,0.1385
615.0,442.16,,0.027,,,,,,635.7,8.4,0.729,0.073,0.0,0.0,0.1385
620.0,442.09,,0.027,,,,,,985.1,8.38,0.922,0.094,0.01996,0.0,0.1889
620.0,442.09,,0.027,,,,,,985.1,8.38,0.922,0.094,0.01996,0.0,0.1889
625.0,442.01,,0.0271,,,,,,1102.0,8.42,1.052,0.08,0.00555,0.0,0.2053
625.0,442.01,,0.0271,,,,,,1102.0,8.42,1.052,0.08,0.00555,0.0,0.2053
630.0,441.96,,0.027,,,,,,875.4,12.32,0.845,0.067,0.0,0.0,0.1722
630.0,441.96,,0.027,,,,,,875.4,12.32,0.845,0.067,0.0,0.0,0.1722
635.0,441.88,,0.0269,,,,,,752.1,8.35,0.796,0.055,0.0,0.0,0.136
635.0,441.88,,0.0269,,,,,,752.1,8.35,0.796,0.055,0.0,0.0,0.136
640.0,441.78,,0.027,,,,,,652.8,7.9,0.764,0.06,0.0,0.0,0.1509
640.0,441.78,,0.027,,,,,,652.8,7.9,0.764,0.06,0.0,0.0,0.1509
645.0,441.69,,0.027,,,,,,1227.3,7.9,1.057,0.082,0.0,0.0,0.1966
645.0,441.69,,0.027,,,,,,1227.3,7.9,1.057,0.082,0.0,0.0,0.1966
650.0,441.64,,0.0268,,,,,,1224.2,8.35,1.087,0.089,0.01782,0.0,0.235
650.0,441.64,,0.0268,,,,,,1224.2,8.35,1.087,0.089,0.01782,0.0,0.235
655.0,441.58,,0.0269,,,,,,946.9,7.88,0.955,0.066,0.0,0.0,0.1682
655.0,441.58,,0.0269,,,,,,946.9,7.88,0.955,0.066,0.0,0.0,0.1682
660.0,441.51,,0.027,,,,,,780.6,9.88,0.878,0.055,0.0,0.0,0.1417
660.0,441.51,,0.027,,,,,,780.6,9.88,0.878,0.055,0.0,0.0,0.1417
665.0,441.39,,0.027,,,,,,620.7,6.9,0.892,0.064,0.0,0.0,0.1623
665.0,441.39,,0.027,,,,,,620.7,6.9,0.892,0.064,0.0,0.0,0.1623
670.0,441.32,,0.0269,,,,,,1064.6,6.39,1.045,0.076,0.0,0.0,0.1772
670.0,441.32,,0.0269,,,,,,1064.6,6.39,1.045,0.076,0.0,0.0,0.1772
675.0,441.26,,0.0271,,,,,,902.0,5.94,0.931,0.07,0.0,0.0,0.1895
675.0,441.26,,0.0271,,,,,,902.0,5.94,0.931,0.07,0.0,0.0,0.1895
680.0,441.19,,0.0268,,,,,,952.1,7.85,0.831,0.063,0.0,5e-05,0.167
680.0,441.19,,0.0268,,,,,,952.1,7.85,0.831,0.063,0.0,5e-05,0.167
685.0,441.1,,0.0272,,,,,,767.8,10.93,0.749,0.059,0.0,5e-05,0.1591
685.0,441.1,,0.0272,,,,,,767.8,10.93,0.749,0.059,0.0,5e-05,0.1591
690.0,441.02,,0.027,,,,,,991.4,8.38,0.845,0.066,0.01376,9e-05,0.1704
690.0,441.02,,0.027,,,,,,991.4,8.38,0.845,0.066,0.01376,9e-05,0.1704
695.0,440.92,,0.0269,,,,,,1334.4,6.38,1.113,0.089,0.01945,3e-05,0.2377
695.0,440.92,,0.0269,,,,,,1334.4,6.38,1.113,0.089,0.01945,3e-05,0.2377
700.0,440.89,,0.027,,,,,,1233.2,5.43,0.933,0.08,0.0,2e-05,0.2129
700.0,440.89,,0.027,,,,,,1233.2,5.43,0.933,0.08,0.0,2e-05,0.2129
705.0,440.82,,0.0271,,,,,,968.1,6.44,0.829,0.044,0.0,5e-05,0.1534
705.0,440.82,,0.0271,,,,,,968.1,6.44,0.829,0.044,0.0,5e-05,0.1534
710.0,440.73,,0.027,,,,,,656.6,4.93,0.669,0.043,0.0,5e-05,0.1539
710.0,440.73,,0.027,,,,,,656.6,4.93,0.669,0.043,0.0,5e-05,0.1539
