Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,46.9,,,,,,,,,,,,,
5.0,46.9,,,,,,,,,,,,,
10.0,47.0,,,,,,,,,,,,,
15.0,46.8,,,,,,,,,,,,,
20.0,47.2,,,,,,,,,,,,,
25.0,47.2,,,,,,,,,,,,,
30.0,47.3,,,,,,,,,,,,,
35.0,46.7,,,,,,,,,,,,,
40.0,46.5,,,,,,,,,,,,,
45.0,46.0,,,,,,,,,,,,,
50.0,45.7,0.13,,,,,,,709.0,0.99,0.0318,0.3544,,
55.0,44.2,0.986,,,,,,,765.0,0.72,0.0234,0.2169,,
60.0,43.5,2.267,,,,,,,821.0,0.53,0.0235,0.1946,,
65.0,42.0,2.182,,,,,,,876.0,0.51,0.0255,0.2241,,
70.0,41.4,1.713,,,,,,,932.0,0.57,0.0302,0.2526,,
75.0,40.5,1.489,,,,,,,987.0,0.59,0.0304,0.2613,,
80.0,40.0,1.472,,,,,,,1043.0,0.54,0.0287,0.2434,,
85.0,38.7,1.445,,,,,,,1068.0,0.53,0.0269,0.2431,,
90.0,38.0,1.465,,,,,,,1076.0,0.54,0.0287,0.2343,,
95.0,37.0,1.46,,,,,,,1081.0,0.63,0.0331,0.2793,,
100.0,36.5,1.45,,,,,,,1068.0,0.59,0.0302,0.2663,,
105.0,35.7,1.466,,,,,,,1065.0,0.62,0.0322,0.2614,,
110.0,34.7,1.445,,,,,,,1086.0,0.59,0.0304,0.2706,,
115.0,34.0,1.4540000000000002,,,,,,,1111.0,0.64,0.0326,0.2826,,
120.0,33.2,1.422,,,,,,,1162.0,0.73,0.0343,0.3098,,
125.0,32.5,1.495,,,,,,,1199.0,0.82,0.0374,0.3226,,
130.0,31.9,1.517,,,,,,,1280.0,0.87,0.0384,0.3315,,
135.0,31.3,1.5790000000000002,,,,,,,1345.0,0.91,0.0421,0.359,,
140.0,30.7,1.575,,,,,,,1370.0,0.94,0.0426,0.3697,,
145.0,30.2,1.5630000000000002,,,,,,,1336.0,0.94,0.0432,0.3421,,
150.0,29.7,1.507,,,,,,,1330.0,0.91,0.0433,0.3294,,
155.0,29.0,1.5080000000000002,,,,,,,1317.0,0.91,0.0446,0.3113,,
160.0,28.6,1.4340000000000002,,,,,,,1329.0,0.98,0.0507,0.3202,,
165.0,28.0,1.406,,,,,,,1344.0,1.13,0.0595,0.3228,,
170.0,27.7,1.369,,,,,,,1239.0,1.21,0.0708,0.3097,,
175.0,27.4,1.296,,,,,,,1148.0,1.4,0.0851,0.4516,,
180.0,27.0,1.202,,,,,,,1026.0,1.09,0.0698,0.3486,,
185.0,26.9,1.116,,,,,,,931.0,1.18,0.0909,0.3549,,
190.0,26.3,1.014,,,,,,,920.0,1.19,0.0966,0.3469,,
195.0,26.4,0.927,,,,,,,796.0,1.39,0.1294,0.3876,,
200.0,26.0,0.845,,,,,,,682.0,2.13,0.2195,0.5038,,
205.0,26.0,0.751,,,,,,,575.0,1.2,0.1413,0.3465,,
210.0,25.9,0.6809999999999999,,,,,,,496.0,1.15,0.1653,0.2321,,
215.0,25.6,0.601,,,,,,,527.0,0.76,0.1359,0.1689,,
220.0,25.5,0.53,,,,,,,555.0,0.73,0.1474,0.1462,,
225.0,25.3,0.447,,,,,,,,,,,,
230.0,25.2,0.383,,,,,,,,,,,,
235.0,25.3,0.3379999999999999,,,,,,,,,,,,
240.0,25.099999999999994,0.3229999999999999,,,,,,,,,,,,
245.0,25.0,0.298,,,,,,,,,,,,
250.0,25.099999999999994,0.283,,,,,,,,,,,,
255.0,25.099999999999994,0.277,,,,,,,350.0,0.72,0.2386,0.0354,,
260.0,24.7,0.264,,,,,,,,,,,,
265.0,24.7,0.262,,,,,,,183.0,0.3,0.1543,,,
270.0,24.8,0.265,,,,,,,159.0,0.37,0.1904,,,
275.0,24.2,0.227,,,,,,,,,,,,
280.0,24.3,0.206,,,,,,,,,,,,
285.0,24.5,0.203,,,,,,,,,,,,
290.0,24.4,0.1989999999999999,,,,,,,,,,,,
295.0,24.4,0.193,,,,,,,,,,,,
300.0,24.3,0.189,,,,,,,,,,,,
305.0,24.3,0.189,,,,,,,,,,,,
310.0,24.3,0.181,,,,,,,,,,,,
315.0,24.2,0.181,,,,,,,,,,,,
320.0,24.3,0.172,,,,,,,4.0,0.21,0.1637,,,
325.0,23.8,0.172,,,,,,,28.0,0.24,0.1553,,,
330.0,23.7,0.161,,,,,,,,,,,,
335.0,23.7,0.15,,,,,,,,,,,,
340.0,23.9,0.146,,,,,,,,,,,,
345.0,24.0,0.144,,,,,,,,,,,,
350.0,24.1,0.138,,,,,,,35.0,0.19,0.2365,,,
355.0,23.7,0.142,,,,,,,,,,,,
360.0,23.5,0.146,,,,,,,,,,,,
365.0,23.9,0.133,,,,,,,,,,,,
370.0,23.8,0.123,,,,,,,,,,,,
375.0,23.9,0.122,,,,,,,23.0,0.06,0.0622,,,
380.0,23.5,0.1169999999999999,,,,,,,,,,,,
