Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,-0.00528,,,,,,,0.0,0.0,0.0
6.0,,-0.0132,,,,,,,0.0,0.0,0.0
12.0,,0.0044,,,,,,,0.0,0.0,0.0
18.0,,0.01672,,,,,,,0.0,0.0,0.0
24.0,,-0.0017600000000000003,,,,,,,0.0,0.0,0.0
30.0,,0.02024,,,,,,,0.082,1.18,0.045
36.0,,1.2232,,,,,,,0.07,2.73,0.071
42.0,,2.15776,,,,,,,0.083,2.17,0.041
48.0,,1.60952,,,,,,,0.086,1.69,0.018
54.0,,0.9372,,,,,,,0.058,2.28,0.034
60.0,,1.06304,,,,,,,0.035,4.92,0.127
66.0,,1.8726400000000003,,,,,,,0.022,7.62,0.161
72.0,,1.4572800000000001,,,,,,,0.012,10.45,0.191
78.0,,0.7981600000000001,,,,,,,0.013,7.34,0.147
84.0,,0.48224,,,,,,,0.014,5.63,0.227
90.0,,0.3564,,,,,,,0.014,4.93,0.256
96.0,,0.31063999999999997,,,,,,,0.012,5.25,0.329
102.0,,0.28864,,,,,,,0.009,7.07,0.543
108.0,,0.27984000000000003,,,,,,,0.01,6.43,0.46
114.0,,0.28776,,,,,,,0.01,6.04,0.424
120.0,,0.25696,,,,,,,0.015,4.13,0.296
126.0,,0.27632,,,,,,,0.014,4.23,0.275
132.0,,0.26928,,,,,,,0.009,6.87,0.463
138.0,,0.28864,,,,,,,0.012,5.22,0.365
