Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg)
189.0,,,,,,,,,0.114,128.4,1.38,-1.0
192.0,,,,,,,,,0.114,127.7,1.37,-1.004
195.0,,,,,,,,,0.113,125.5,1.36,-1.006
198.0,,,,,,,,,0.113,124.2,1.36,-1.008
201.0,,,,,,,,,0.112,122.5,1.36,-1.006
204.0,,,,,,,,,0.111,121.3,1.36,-1.025
207.0,,,,,,,,,0.111,119.0,1.35,-1.022
210.0,,,,,,,,,0.11,119.2,1.33,-1.02
213.0,,,,,,,,,0.111,118.6,1.33,-1.027
216.0,,,,,,,,,0.11,119.1,1.32,-1.032
219.0,,,,,,,,,0.109,117.2,1.31,-1.039
222.0,,,,,,,,,0.108,114.4,1.32,-1.042
225.0,,,,,,,,,0.107,114.1,1.33,-1.044
228.0,,,,,,,,,0.107,113.6,1.34,-1.045
231.0,,,,,,,,,0.105,111.5,1.35,-1.073
234.0,,,,,,,,,0.104,111.0,1.34,-1.08
237.0,,,,,,,,,0.104,112.7,1.36,-1.083
240.0,,,,,,,,,0.103,110.4,1.36,-1.094
243.0,,,,,,,,,0.103,108.5,1.34,-1.098
246.0,,,,,,,,,0.103,108.7,1.34,-1.09
249.0,,,,,,,,,0.102,109.9,1.35,-1.107
252.0,,,,,,,,,0.102,107.2,1.34,-1.085
255.0,,,,,,,,,0.102,105.5,1.34,-1.09
258.0,,,,,,,,,0.101,105.9,1.38,-1.102
261.0,,,,,,,,,0.1,106.1,1.4,-1.116
264.0,,,,,,,,,0.1,102.1,1.39,-1.12
267.0,,,,,,,,,0.1,102.1,1.36,-1.127
271.0,,,,,,,,,0.1,103.2,1.36,-1.121
273.0,,,,,,,,,0.099,103.6,1.36,-1.13
276.0,,,,,,,,,0.098,102.0,1.37,-1.141
279.0,,,,,,,,,0.098,102.1,1.38,-1.156
282.0,,,,,,,,,0.099,100.8,1.37,-1.161
285.0,,,,,,,,,0.099,100.3,1.36,-1.148
288.0,,,,,,,,,0.099,99.0,1.37,-1.171
291.0,,,,,,,,,0.099,101.5,1.38,-1.168
294.0,,,,,,,,,0.099,98.8,1.37,-1.13
297.0,,,,,,,,,0.099,97.7,1.36,-1.132
300.0,,,,,,,,,0.099,99.4,1.36,-1.146
303.0,,,,,,,,,0.099,98.8,1.36,-1.17
306.0,,,,,,,,,0.099,98.4,1.34,-1.168
309.0,,,,,,,,,0.098,97.9,1.36,-1.189
312.0,,,,,,,,,0.099,97.2,1.35,-1.2
316.0,,,,,,,,,0.099,97.8,1.34,-1.156
319.0,,,,,,,,,0.099,97.0,1.35,-1.165
322.0,,,,,,,,,0.099,97.0,1.34,-1.136
325.0,,,,,,,,,0.099,96.7,1.33,-1.135
328.0,,,,,,,,,0.099,96.5,1.33,-1.151
331.0,,,,,,,,,0.1,97.8,1.32,-1.142
334.0,,,,,,,,,0.1,94.9,1.32,-1.144
337.0,,,,,,,,,0.1,95.3,1.31,-1.155
340.0,,,,,,,,,0.101,95.6,1.3,-1.161
343.0,,,,,,,,,0.101,94.0,1.31,-1.147
346.0,,,,,,,,,0.1,92.1,1.29,-1.233
349.0,,,,,,,,,0.1,94.3,1.29,-1.226
352.0,,,,,,,,,0.1,93.9,1.28,-1.225
355.0,,,,,,,,,0.1,94.5,1.28,-1.219
358.0,,,,,,,,,0.101,93.7,1.27,-1.209
361.0,,,,,,,,,0.101,92.1,1.25,-1.211
364.0,,,,,,,,,0.101,92.7,1.23,-1.22
367.0,,,,,,,,,0.102,92.2,1.22,-1.203
370.0,,,,,,,,,0.102,91.8,1.21,-1.191
373.0,,,,,,,,,0.102,93.2,1.23,-1.196
376.0,,,,,,,,,0.101,92.0,1.23,-1.193
379.0,,,,,,,,,0.101,93.1,1.24,-1.203
382.0,,,,,,,,,0.101,93.0,1.24,-1.196
385.0,,,,,,,,,0.101,91.0,1.24,-1.177
388.0,,,,,,,,,0.101,92.4,1.25,-1.15
391.0,,,,,,,,,0.101,92.9,1.24,-1.172
394.0,,,,,,,,,0.101,93.9,1.24,-1.162
397.0,,,,,,,,,0.101,93.0,1.24,-1.162
400.0,,,,,,,,,0.1,94.5,1.26,-1.152
403.0,,,,,,,,,0.1,92.8,1.26,-1.161
406.0,,,,,,,,,0.101,93.0,1.25,-1.16
409.0,,,,,,,,,0.101,92.9,1.25,-1.144
412.0,,,,,,,,,0.101,95.1,1.23,-1.119
414.0,,,,,,,,,0.102,94.5,1.23,-1.118
418.0,,,,,,,,,0.103,94.1,1.22,-1.096
421.0,,,,,,,,,0.104,93.1,1.23,-1.088
424.0,,,,,,,,,0.104,93.2,1.22,-1.088
427.0,,,,,,,,,0.104,94.0,1.24,-1.083
430.0,,,,,,,,,0.105,93.1,1.23,-1.096
433.0,,,,,,,,,0.105,92.4,1.23,-1.094
436.0,,,,,,,,,0.105,93.7,1.24,-1.084
439.0,,,,,,,,,0.106,92.1,1.23,-1.081
442.0,,,,,,,,,0.106,92.9,1.23,-1.055
445.0,,,,,,,,,0.105,92.2,1.25,-1.084
448.0,,,,,,,,,0.106,94.5,1.26,-1.069
451.0,,,,,,,,,0.106,93.9,1.25,-1.047
454.0,,,,,,,,,0.106,95.0,1.25,-1.066
457.0,,,,,,,,,0.107,96.4,1.24,-1.077
459.0,,,,,,,,,0.107,97.2,1.23,-1.066
462.0,,,,,,,,,0.107,95.9,1.24,-1.083
465.0,,,,,,,,,0.107,96.0,1.25,-1.069
468.0,,,,,,,,,0.108,93.4,1.24,-1.063
471.0,,,,,,,,,0.108,95.7,1.25,-1.068
474.0,,,,,,,,,0.108,95.4,1.24,-1.046
477.0,,,,,,,,,0.109,98.4,1.24,-1.042
480.0,,,,,,,,,0.109,98.5,1.23,-1.035
483.0,,,,,,,,,0.109,98.2,1.24,-1.045
486.0,,,,,,,,,0.109,98.4,1.26,-1.035
489.0,,,,,,,,,0.11,98.0,1.26,-1.035
492.0,,,,,,,,,0.11,98.3,1.26,-1.022
495.0,,,,,,,,,0.109,99.8,1.26,-1.033
498.0,,,,,,,,,0.109,101.2,1.27,-1.047
501.0,,,,,,,,,0.109,102.0,1.29,-1.064
504.0,,,,,,,,,0.109,102.2,1.31,-1.056
507.0,,,,,,,,,0.109,101.3,1.32,-1.039
510.0,,,,,,,,,0.109,101.8,1.32,-1.024
513.0,,,,,,,,,0.109,102.0,1.32,-1.05
516.0,,,,,,,,,0.108,102.0,1.32,-1.046
519.0,,,,,,,,,0.108,103.6,1.33,-1.046
522.0,,,,,,,,,0.108,103.9,1.33,-1.04
525.0,,,,,,,,,0.107,105.4,1.34,-1.045
528.0,,,,,,,,,0.107,103.7,1.34,-1.043
531.0,,,,,,,,,0.107,106.0,1.34,-1.052
534.0,,,,,,,,,0.107,103.8,1.34,-1.049
537.0,,,,,,,,,0.107,106.8,1.33,-1.048
540.0,,,,,,,,,0.108,105.1,1.32,-1.045
543.0,,,,,,,,,0.109,105.1,1.31,-1.027
546.0,,,,,,,,,0.11,105.5,1.32,-1.025
549.0,,,,,,,,,0.11,106.1,1.32,-1.018
552.0,,,,,,,,,0.111,107.7,1.33,-1.022
555.0,,,,,,,,,0.112,106.1,1.34,-1.031
558.0,,,,,,,,,0.112,108.2,1.33,-1.015
561.0,,,,,,,,,0.112,109.5,1.35,-1.015
565.0,,,,,,,,,0.113,105.7,1.33,-1.013
567.0,,,,,,,,,0.113,110.5,1.32,-0.992
570.0,,,,,,,,,0.114,107.2,1.31,-0.992
573.0,,,,,,,,,0.114,108.0,1.32,-0.988
576.0,,,,,,,,,0.114,109.1,1.33,-0.992
579.0,,,,,,,,,0.114,109.0,1.32,-0.981
582.0,,,,,,,,,0.115,109.2,1.3,-0.996
585.0,,,,,,,,,0.116,110.8,1.3,-0.984
588.0,,,,,,,,,0.117,111.3,1.28,-0.98
591.0,,,,,,,,,0.118,112.5,1.27,-0.955
594.0,,,,,,,,,0.118,111.9,1.27,-0.953
597.0,,,,,,,,,0.118,111.9,1.28,-0.953
600.0,,,,,,,,,0.118,111.2,1.28,-0.941
603.0,,,,,,,,,0.118,112.3,1.28,-0.96
606.0,,,,,,,,,0.118,112.1,1.3,-0.94
609.0,,,,,,,,,0.119,113.6,1.29,-0.934
612.0,,,,,,,,,0.12,114.1,1.28,-0.932
615.0,,,,,,,,,0.121,115.6,1.29,-0.926
618.0,,,,,,,,,0.121,113.9,1.29,-0.924
621.0,,,,,,,,,0.122,114.7,1.3,-0.909
624.0,,,,,,,,,0.122,114.8,1.31,-0.915
627.0,,,,,,,,,0.122,115.9,1.31,-0.907
630.0,,,,,,,,,0.122,116.4,1.32,-0.892
633.0,,,,,,,,,0.123,117.1,1.31,-0.896
636.0,,,,,,,,,0.123,118.8,1.32,-0.9
639.0,,,,,,,,,0.123,118.8,1.31,-0.9
642.0,,,,,,,,,0.123,117.9,1.31,-0.897
645.0,,,,,,,,,0.122,119.7,1.32,-0.895
648.0,,,,,,,,,0.122,119.8,1.32,-0.895
651.0,,,,,,,,,0.121,119.6,1.33,-0.904
654.0,,,,,,,,,0.121,122.5,1.34,-0.924
657.0,,,,,,,,,0.121,121.1,1.34,-0.901
660.0,,,,,,,,,0.12,120.1,1.36,-0.903
663.0,,,,,,,,,0.122,122.7,1.34,-0.886
666.0,,,,,,,,,0.122,122.6,1.34,-0.876
669.0,,,,,,,,,0.123,123.2,1.36,-0.866
672.0,,,,,,,,,0.123,123.9,1.36,-0.89
675.0,,,,,,,,,0.123,122.7,1.36,-0.873
678.0,,,,,,,,,0.124,122.8,1.35,-0.875
681.0,,,,,,,,,0.124,125.0,1.35,-0.873
684.0,,,,,,,,,0.124,126.4,1.36,-0.857
687.0,,,,,,,,,0.125,125.7,1.35,-0.866
690.0,,,,,,,,,0.126,126.6,1.34,-0.855
693.0,,,,,,,,,0.127,127.7,1.32,-0.851
696.0,,,,,,,,,0.127,127.5,1.31,-0.836
699.0,,,,,,,,,0.127,128.0,1.3,-0.842
702.0,,,,,,,,,0.128,127.6,1.31,-0.843
705.0,,,,,,,,,0.127,127.6,1.32,-0.847
708.0,,,,,,,,,0.128,128.8,1.31,-0.831
712.0,,,,,,,,,0.129,128.7,1.31,-0.836
714.0,,,,,,,,,0.13,129.9,1.31,-0.832
717.0,,,,,,,,,0.13,129.9,1.32,-0.825
720.0,,,,,,,,,0.13,129.4,1.33,-0.815
723.0,,,,,,,,,0.13,129.3,1.33,-0.826
726.0,,,,,,,,,0.13,131.4,1.34,-0.818
729.0,,,,,,,,,0.13,132.3,1.34,-0.83
732.0,,,,,,,,,0.131,131.2,1.33,-0.817
735.0,,,,,,,,,0.132,130.4,1.32,-0.808
738.0,,,,,,,,,0.133,132.1,1.32,-0.801
741.0,,,,,,,,,0.133,134.1,1.33,-0.795
744.0,,,,,,,,,0.134,132.7,1.32,-0.794
747.0,,,,,,,,,0.134,133.8,1.33,-0.792
750.0,,,,,,,,,0.135,134.2,1.34,-0.796
753.0,,,,,,,,,0.135,136.4,1.33,-0.792
756.0,,,,,,,,,0.135,132.7,1.32,-0.786
759.0,,,,,,,,,0.135,136.9,1.33,-0.791
762.0,,,,,,,,,0.136,137.5,1.33,-0.785
765.0,,,,,,,,,0.137,136.1,1.34,-0.783
768.0,,,,,,,,,0.136,135.9,1.35,-0.785
771.0,,,,,,,,,0.136,136.1,1.36,-0.775
774.0,,,,,,,,,0.136,138.3,1.37,-0.772
777.0,,,,,,,,,0.136,138.4,1.38,-0.775
780.0,,,,,,,,,0.137,137.5,1.38,-0.785
783.0,,,,,,,,,0.138,139.2,1.38,-0.776
786.0,,,,,,,,,0.138,140.7,1.37,-0.788
789.0,,,,,,,,,0.139,142.0,1.36,-0.768
792.0,,,,,,,,,0.139,140.1,1.37,-0.774
795.0,,,,,,,,,0.139,143.2,1.38,-0.78
798.0,,,,,,,,,0.139,143.9,1.37,-0.779
801.0,,,,,,,,,0.14,144.6,1.37,-0.762
804.0,,,,,,,,,0.141,145.8,1.36,-0.76
807.0,,,,,,,,,0.142,146.5,1.35,-0.763
810.0,,,,,,,,,0.142,147.7,1.36,-0.748
813.0,,,,,,,,,0.143,148.2,1.36,-0.747
816.0,,,,,,,,,0.144,148.8,1.35,-0.744
819.0,,,,,,,,,0.145,148.2,1.34,-0.736
822.0,,,,,,,,,0.146,147.6,1.33,-0.724
825.0,,,,,,,,,0.147,149.4,1.35,-0.739
828.0,,,,,,,,,0.147,150.5,1.35,-0.723
831.0,,,,,,,,,0.147,149.2,1.34,-0.71
834.0,,,,,,,,,0.147,152.3,1.35,-0.708
837.0,,,,,,,,,0.148,151.5,1.35,-0.713
840.0,,,,,,,,,0.149,154.6,1.35,-0.712
843.0,,,,,,,,,0.149,154.8,1.34,-0.707
846.0,,,,,,,,,0.149,155.6,1.34,-0.711
849.0,,,,,,,,,0.149,158.3,1.36,-0.71
852.0,,,,,,,,,0.149,156.4,1.35,-0.718
855.0,,,,,,,,,0.15,158.8,1.33,-0.704
858.0,,,,,,,,,0.151,159.6,1.34,-0.706
861.0,,,,,,,,,0.151,159.5,1.35,-0.696
864.0,,,,,,,,,0.151,161.7,1.35,-0.703
867.0,,,,,,,,,0.151,162.4,1.36,-0.693
870.0,,,,,,,,,0.151,163.7,1.37,-0.692
873.0,,,,,,,,,0.151,162.1,1.37,-0.696
876.0,,,,,,,,,0.152,164.3,1.38,-0.699
879.0,,,,,,,,,0.152,167.5,1.39,-0.688
882.0,,,,,,,,,0.152,166.1,1.39,-0.693
885.0,,,,,,,,,0.153,167.3,1.38,-0.707
888.0,,,,,,,,,0.153,167.2,1.39,-0.705
891.0,,,,,,,,,0.152,165.8,1.42,-0.706
894.0,,,,,,,,,0.152,166.0,1.42,-0.694
897.0,,,,,,,,,0.152,167.6,1.43,-0.71
900.0,,,,,,,,,0.152,170.3,1.43,-0.703
903.0,,,,,,,,,0.152,170.8,1.45,-0.707
906.0,,,,,,,,,0.152,171.2,1.45,-0.7
909.0,,,,,,,,,0.151,172.1,1.45,-0.707
912.0,,,,,,,,,0.151,173.2,1.47,-0.724
915.0,,,,,,,,,0.15,174.5,1.5,-0.72
918.0,,,,,,,,,0.15,175.4,1.49,-0.717
921.0,,,,,,,,,0.15,173.5,1.49,-0.714
924.0,,,,,,,,,0.15,175.5,1.49,-0.716
927.0,,,,,,,,,0.15,178.2,1.51,-0.715
930.0,,,,,,,,,0.149,176.8,1.53,-0.723
933.0,,,,,,,,,0.149,176.5,1.54,-0.723
936.0,,,,,,,,,0.148,178.0,1.54,-0.713
939.0,,,,,,,,,0.149,178.5,1.53,-0.714
942.0,,,,,,,,,0.149,177.6,1.53,-0.715
945.0,,,,,,,,,0.148,178.3,1.53,-0.708
948.0,,,,,,,,,0.147,179.8,1.54,-0.726
951.0,,,,,,,,,0.146,178.4,1.54,-0.742
954.0,,,,,,,,,0.145,177.8,1.55,-0.767
957.0,,,,,,,,,0.144,177.5,1.56,-0.764
960.0,,,,,,,,,0.144,178.6,1.56,-0.753
963.0,,,,,,,,,0.143,180.6,1.56,-0.759
966.0,,,,,,,,,0.142,178.0,1.56,-0.753
969.0,,,,,,,,,0.141,176.3,1.57,-0.771
972.0,,,,,,,,,0.139,175.8,1.57,-0.757
975.0,,,,,,,,,0.137,178.2,1.6,-0.77
978.0,,,,,,,,,0.136,177.7,1.62,-0.796
981.0,,,,,,,,,0.135,177.2,1.62,-0.797
984.0,,,,,,,,,0.134,175.4,1.62,-0.81
987.0,,,,,,,,,0.133,176.2,1.64,-0.831
990.0,,,,,,,,,0.131,174.4,1.64,-0.84
993.0,,,,,,,,,0.129,174.4,1.65,-0.855
996.0,,,,,,,,,0.127,175.5,1.68,-0.872
999.0,,,,,,,,,0.126,173.2,1.68,-0.885
1002.0,,,,,,,,,0.125,172.8,1.69,-0.886
1005.0,,,,,,,,,0.123,173.5,1.7,-0.885
1008.0,,,,,,,,,0.121,174.5,1.72,-0.889
1011.0,,,,,,,,,0.12,173.9,1.73,-0.903
1014.0,,,,,,,,,0.118,173.4,1.74,-0.919
1017.0,,,,,,,,,0.116,169.7,1.73,-0.914
1020.0,,,,,,,,,0.115,171.0,1.75,-0.944
1023.0,,,,,,,,,0.113,166.7,1.75,-0.953
1026.0,,,,,,,,,0.111,167.2,1.78,-0.962
1029.0,,,,,,,,,0.109,164.5,1.79,-1.025
1032.0,,,,,,,,,0.107,163.9,1.8,-1.036
1035.0,,,,,,,,,0.106,162.5,1.83,-1.07
1038.0,,,,,,,,,0.104,159.2,1.82,-1.051
1041.0,,,,,,,,,0.103,157.6,1.85,-1.093
1044.0,,,,,,,,,0.101,156.5,1.86,-1.097
1047.0,,,,,,,,,0.1,155.3,1.87,-1.103
1050.0,,,,,,,,,0.098,154.7,1.89,-1.127
1053.0,,,,,,,,,0.095,156.3,1.93,-1.158
1056.0,,,,,,,,,0.093,152.8,1.95,-1.149
1059.0,,,,,,,,,0.091,151.0,1.95,-1.207
1062.0,,,,,,,,,0.09,149.5,1.95,-1.234
1065.0,,,,,,,,,0.089,148.3,1.98,-1.278
1068.0,,,,,,,,,0.086,147.5,2.0,-1.284
1071.0,,,,,,,,,0.084,143.7,2.02,-1.332
1074.0,,,,,,,,,0.081,143.4,2.04,-1.423
1077.0,,,,,,,,,0.079,141.8,2.09,-1.431
1080.0,,,,,,,,,0.077,140.3,2.09,-1.46
1083.0,,,,,,,,,0.075,137.1,2.13,-1.494
1086.0,,,,,,,,,0.073,134.6,2.19,-1.557
1089.0,,,,,,,,,0.07,130.5,2.23,-1.592
1092.0,,,,,,,,,0.068,131.1,2.25,-1.657
1095.0,,,,,,,,,0.066,130.6,2.26,-1.689
1098.0,,,,,,,,,0.065,126.6,2.25,-1.773
1101.0,,,,,,,,,0.063,124.4,2.28,-1.795
1104.0,,,,,,,,,0.061,120.7,2.31,-1.904
1107.0,,,,,,,,,0.059,119.6,2.33,-1.996
1110.0,,,,,,,,,0.056,115.7,2.35,-2.017
1113.0,,,,,,,,,0.054,113.2,2.38,-2.09
1116.0,,,,,,,,,0.052,110.1,2.38,-2.157
1119.0,,,,,,,,,0.05,106.4,2.41,-2.263
1122.0,,,,,,,,,0.048,101.6,2.43,-2.383
1125.0,,,,,,,,,0.045,99.6,2.5,-2.561
1128.0,,,,,,,,,0.043,96.4,2.55,-2.641
1131.0,,,,,,,,,0.041,92.4,2.58,-2.767
1134.0,,,,,,,,,0.039,88.8,2.65,-2.881
1137.0,,,,,,,,,0.038,87.0,2.76,-3.049
1140.0,,,,,,,,,0.036,86.5,2.81,-3.147
1143.0,,,,,,,,,0.035,85.7,2.85,-3.27
1146.0,,,,,,,,,0.034,82.9,2.86,-3.402
1149.0,,,,,,,,,0.032,83.1,2.96,-3.632
1152.0,,,,,,,,,0.03,81.5,3.11,-3.904
1155.0,,,,,,,,,0.029,81.6,3.07,-3.985
1158.0,,,,,,,,,0.029,78.0,2.95,-4.039
1161.0,,,,,,,,,0.029,78.2,2.79,-4.03
1164.0,,,,,,,,,0.028,74.0,2.8,-4.173
1167.0,,,,,,,,,0.027,74.5,2.81,-4.322
1170.0,,,,,,,,,0.026,68.6,2.8,-4.452
1173.0,,,,,,,,,0.025,61.5,2.91,-4.584
1176.0,,,,,,,,,0.025,60.6,2.91,-4.691
1179.0,,,,,,,,,0.025,59.0,2.88,-4.6
1182.0,,,,,,,,,0.025,58.1,2.85,-4.643
1185.0,,,,,,,,,0.024,56.4,2.89,-4.819
1188.0,,,,,,,,,0.024,57.3,2.92,-4.951
1191.0,,,,,,,,,0.024,57.1,2.95,-5.002
1194.0,,,,,,,,,0.023,57.5,3.02,-5.091
1197.0,,,,,,,,,0.023,56.3,3.06,-5.153
1200.0,,,,,,,,,0.023,56.0,3.06,-5.127
1203.0,,,,,,,,,0.023,56.0,3.03,-5.181
1206.0,,,,,,,,,0.023,54.4,3.08,-5.196
1209.0,,,,,,,,,0.022,54.6,3.09,-5.361
1212.0,,,,,,,,,0.022,55.2,3.16,-5.336
1215.0,,,,,,,,,0.022,53.2,3.16,-5.336
1218.0,,,,,,,,,0.022,50.7,3.14,-5.318
1221.0,,,,,,,,,0.023,52.9,3.0,-5.245
