Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg)
0.0,,,,,,,,,0.0,1.2,0.0,0.0
3.0,,,,,,,,,0.0,-0.2,0.0,0.0
6.0,,,,,,,,,0.0,0.0,0.0,0.0
9.0,,,,,,,,,0.0,-0.9,0.0,0.0
12.0,,,,,,,,,0.0,0.0,0.0,0.0
15.0,,,,,,,,,0.0,1.2,0.0,0.0
18.0,,,,,,,,,0.0,0.2,0.0,0.0
21.0,,,,,,,,,0.0,1.9,0.0,0.0
24.0,,,,,,,,,0.0,2.6,0.0,0.0
27.0,,,,,,,,,0.0,1.1,0.0,0.0
30.0,,,,,,,,,0.0,0.9,0.0,0.0
33.0,,,,,,,,,0.0,0.2,0.0,0.0
36.0,,,,,,,,,0.0,-0.2,0.0,0.0
39.0,,,,,,,,,0.158,0.8,0.06,-0.547
42.0,,,,,,,,,0.155,1.1,0.2,-0.555
45.0,,,,,,,,,0.153,0.8,0.66,-0.573
48.0,,,,,,,,,0.152,1.9,1.06,-0.568
51.0,,,,,,,,,0.15,2.9,1.29,-0.579
54.0,,,,,,,,,0.148,30.5,1.43,-0.586
57.0,,,,,,,,,0.148,105.2,1.51,-0.583
60.0,,,,,,,,,0.149,177.8,1.52,-0.583
63.0,,,,,,,,,0.15,212.7,1.57,-0.568
66.0,,,,,,,,,0.149,225.6,1.57,-0.569
69.0,,,,,,,,,0.148,231.4,1.58,-0.574
72.0,,,,,,,,,0.147,225.5,1.56,-0.578
75.0,,,,,,,,,0.146,228.4,1.58,-0.582
78.0,,,,,,,,,0.147,224.3,1.56,-0.578
81.0,,,,,,,,,0.147,217.3,1.53,-0.577
84.0,,,,,,,,,0.147,212.1,1.53,-0.57
87.0,,,,,,,,,0.146,209.1,1.53,-0.589
90.0,,,,,,,,,0.145,207.0,1.51,-0.574
93.0,,,,,,,,,0.144,204.0,1.48,-0.583
96.0,,,,,,,,,0.143,201.1,1.46,-0.59
99.0,,,,,,,,,0.143,200.2,1.44,-0.589
102.0,,,,,,,,,0.142,197.1,1.44,-0.603
105.0,,,,,,,,,0.14,191.2,1.45,-0.603
108.0,,,,,,,,,0.138,185.5,1.44,-0.609
111.0,,,,,,,,,0.137,180.9,1.43,-0.615
114.0,,,,,,,,,0.136,180.1,1.44,-0.615
117.0,,,,,,,,,0.136,177.5,1.43,-0.616
120.0,,,,,,,,,0.134,175.3,1.42,-0.63
123.0,,,,,,,,,0.133,172.7,1.41,-0.638
126.0,,,,,,,,,0.132,172.5,1.4,-0.642
129.0,,,,,,,,,0.132,170.5,1.38,-0.633
132.0,,,,,,,,,0.132,166.3,1.38,-0.641
135.0,,,,,,,,,0.13,161.3,1.39,-0.641
138.0,,,,,,,,,0.128,160.2,1.4,-0.663
141.0,,,,,,,,,0.128,157.6,1.38,-0.669
144.0,,,,,,,,,0.128,157.5,1.34,-0.668
147.0,,,,,,,,,0.128,155.4,1.33,-0.666
150.0,,,,,,,,,0.127,154.3,1.31,-0.667
153.0,,,,,,,,,0.126,149.7,1.31,-0.677
156.0,,,,,,,,,0.124,147.0,1.31,-0.706
159.0,,,,,,,,,0.123,145.4,1.32,-0.694
162.0,,,,,,,,,0.122,141.1,1.31,-0.691
165.0,,,,,,,,,0.122,141.1,1.31,-0.701
168.0,,,,,,,,,0.12,139.9,1.32,-0.718
171.0,,,,,,,,,0.119,139.8,1.32,-0.735
174.0,,,,,,,,,0.118,137.2,1.32,-0.748
177.0,,,,,,,,,0.116,135.3,1.33,-0.746
180.0,,,,,,,,,0.116,135.5,1.33,-0.75
183.0,,,,,,,,,0.116,134.5,1.33,-0.743
186.0,,,,,,,,,0.116,131.9,1.32,-0.748
189.0,,,,,,,,,0.115,132.3,1.33,-0.762
192.0,,,,,,,,,0.114,131.5,1.34,-0.762
195.0,,,,,,,,,0.112,131.4,1.34,-0.77
198.0,,,,,,,,,0.111,129.7,1.35,-0.786
201.0,,,,,,,,,0.111,127.3,1.34,-0.792
204.0,,,,,,,,,0.111,126.4,1.33,-0.777
207.0,,,,,,,,,0.111,124.6,1.32,-0.781
210.0,,,,,,,,,0.111,125.3,1.31,-0.783
213.0,,,,,,,,,0.11,123.3,1.31,-0.79
216.0,,,,,,,,,0.109,125.0,1.31,-0.792
219.0,,,,,,,,,0.108,121.3,1.31,-0.797
222.0,,,,,,,,,0.107,119.8,1.31,-0.814
225.0,,,,,,,,,0.106,120.4,1.33,-0.824
228.0,,,,,,,,,0.105,119.7,1.35,-0.847
231.0,,,,,,,,,0.104,119.2,1.34,-0.836
234.0,,,,,,,,,0.106,119.4,1.32,-0.823
237.0,,,,,,,,,0.106,118.8,1.31,-0.819
240.0,,,,,,,,,0.105,118.1,1.31,-0.824
243.0,,,,,,,,,0.104,117.2,1.32,-0.826
246.0,,,,,,,,,0.103,115.8,1.33,-0.845
249.0,,,,,,,,,0.103,115.0,1.33,-0.844
252.0,,,,,,,,,0.103,114.4,1.32,-0.832
255.0,,,,,,,,,0.103,114.7,1.3,-0.834
258.0,,,,,,,,,0.102,113.7,1.3,-0.842
261.0,,,,,,,,,0.102,112.5,1.29,-0.844
264.0,,,,,,,,,0.102,110.9,1.28,-0.842
267.0,,,,,,,,,0.102,112.0,1.27,-0.85
270.0,,,,,,,,,0.103,111.2,1.26,-0.853
273.0,,,,,,,,,0.103,110.6,1.27,-0.847
276.0,,,,,,,,,0.102,110.5,1.27,-0.867
279.0,,,,,,,,,0.101,112.0,1.28,-0.866
282.0,,,,,,,,,0.101,111.3,1.27,-0.865
285.0,,,,,,,,,0.102,112.1,1.26,-0.858
288.0,,,,,,,,,0.103,111.0,1.25,-0.857
291.0,,,,,,,,,0.103,110.6,1.25,-0.86
294.0,,,,,,,,,0.103,109.5,1.24,-0.86
297.0,,,,,,,,,0.103,109.6,1.24,-0.857
300.0,,,,,,,,,0.104,109.7,1.24,-0.851
303.0,,,,,,,,,0.105,109.4,1.23,-0.848
306.0,,,,,,,,,0.105,106.9,1.24,-0.851
309.0,,,,,,,,,0.105,107.2,1.22,-0.853
312.0,,,,,,,,,0.105,107.6,1.22,-0.857
315.0,,,,,,,,,0.105,106.7,1.23,-0.851
318.0,,,,,,,,,0.105,107.8,1.23,-0.851
321.0,,,,,,,,,0.105,107.1,1.22,-0.856
324.0,,,,,,,,,0.105,108.8,1.21,-0.839
327.0,,,,,,,,,0.106,109.3,1.21,-0.844
330.0,,,,,,,,,0.107,108.8,1.19,-0.826
333.0,,,,,,,,,0.107,107.1,1.19,-0.849
336.0,,,,,,,,,0.107,107.8,1.17,-0.837
339.0,,,,,,,,,0.107,109.0,1.17,-0.835
342.0,,,,,,,,,0.107,107.0,1.16,-0.853
345.0,,,,,,,,,0.108,106.7,1.15,-0.834
348.0,,,,,,,,,0.108,107.7,1.15,-0.836
351.0,,,,,,,,,0.107,106.9,1.15,-0.846
354.0,,,,,,,,,0.107,106.0,1.17,-0.845
357.0,,,,,,,,,0.107,106.8,1.16,-0.848
360.0,,,,,,,,,0.108,106.8,1.14,-0.829
363.0,,,,,,,,,0.108,106.1,1.14,-0.831
366.0,,,,,,,,,0.108,106.3,1.15,-0.819
369.0,,,,,,,,,0.107,107.8,1.16,-0.87
372.0,,,,,,,,,0.106,106.5,1.16,-0.849
375.0,,,,,,,,,0.106,107.1,1.16,-0.825
378.0,,,,,,,,,0.106,106.6,1.16,-0.818
