Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLR (g/s),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,,0.0,,,,,,,0.0,0.0,18.38,0.0352,0.0,0.1304,0.0114
5.0,,0.0,,,,,,,0.0,0.0,18.92,0.0348,0.0,0.128,0.0
10.0,,0.0,,,,,,,0.0,0.0,18.46,0.0351,0.0,0.1338,0.0
15.0,,0.0,,,,,,,0.0,0.0,17.21,0.0348,0.0,0.1612,0.012
20.0,,0.0,,,,,,,0.0,0.0,16.08,0.035,0.0,0.1697,0.0057
25.0,,0.0,,,,,,,0.0,0.0,16.86,0.035,0.0,0.1789,0.0053
30.0,,0.0,,,,,,,0.0,0.0,16.35,0.035,0.0,0.1783,0.0069
35.0,,0.0,,,,,,,0.0,0.0,17.0,0.0349,0.0,0.1935,0.0007
40.0,,0.0,,,,,,,0.0,0.0,18.77,0.0348,0.0,0.1924,0.004
45.0,,0.0,,,,,,,0.0,0.0,19.35,0.0351,0.0,0.2199,0.0
50.0,,0.0,,,,,,,0.0,0.0,19.3,0.035,0.0,0.2304,0.0041
55.0,,0.0,,,,,,,0.0,0.0,20.16,0.035,0.0,0.2614,0.004
60.0,,0.0,,,,,,,0.0,0.0,20.37,0.0352,0.0,0.3529,0.0055
65.0,,0.0,,,,,,,0.0,0.0,19.76,0.0349,0.0,0.6145,0.0023
70.0,,0.0,,,,,,,0.0,0.0,21.96,0.0,8.0258,1.7797,0.0061
75.0,,0.006999999999999999,,,,,,,0.0,0.0,42.09,0.0,27.7986,4.632,0.0061
80.0,,0.17600000000000002,,,,,,,345.07,0.0922,0.79,0.0025,0.551,0.1143,0.0001
85.0,,0.731,,,,,,,1140.84,0.1369,0.72,0.002,0.4656,0.1155,0.0001
90.0,,1.2990000000000002,,,,,,,1421.21,0.1691,0.72,0.0163,0.4359,0.105,0.0001
95.0,,1.889,,,,,,,1766.27,0.1936,0.75,0.0153,0.3842,0.0903,0.0001
100.0,,2.359,,,,,,,1665.16,0.21739999999999998,0.6,0.0418,0.3284,0.0791,0.0001
105.0,,2.551,,,,,,,1869.69,0.23829999999999998,0.53,0.0394,0.3039,0.072,0.0001
110.0,,2.431,,,,,,,1887.59,0.256,0.49,0.0642,0.294,0.0665,0.0
115.0,,2.463,,,,,,,2008.67,0.2731,0.46,0.0608,0.2821,0.0618,0.0001
120.0,,2.436,,,,,,,2191.5,0.2861,0.46,0.0662,0.2902,0.0599,0.0001
125.0,,2.507,,,,,,,2233.08,0.2994,0.49,0.0624,0.294,0.0567,0.0
130.0,,2.6350000000000002,,,,,,,2127.68,0.3068,0.56,0.0587,0.3046,0.0542,0.0
