Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,-0.009000000000000001,,,,,,,0.0,0.0,0.0
3.0,,-0.006999999999999999,,,,,,,0.0,0.0,0.0
6.0,,0.0,,,,,,,0.0,0.0,0.0
9.0,,0.0,,,,,,,0.0,0.0,0.0
12.0,,-0.009000000000000001,,,,,,,0.0,0.0,0.0
15.0,,0.0,,,,,,,0.0,0.0,0.0
18.0,,0.009000000000000001,,,,,,,0.0,0.0,0.0
21.0,,0.013999999999999999,,,,,,,0.0,0.0,0.0
24.0,,-0.002,,,,,,,0.0,0.0,0.0
27.0,,0.006999999999999999,,,,,,,0.0,0.0,0.0
30.0,,-0.002,,,,,,,0.0,0.0,0.0
33.0,,-0.002,,,,,,,0.0,0.0,0.0
36.0,,0.017,,,,,,,0.099,0.16,0.011
39.0,,0.079,,,,,,,0.096,0.22,0.033
42.0,,0.5770000000000001,,,,,,,0.093,0.89,0.015
45.0,,1.364,,,,,,,0.091,1.83,0.003
48.0,,1.9469999999999998,,,,,,,0.091,2.43,0.0
51.0,,2.375,,,,,,,0.089,2.93,0.003
54.0,,2.6010000000000004,,,,,,,0.088,3.23,0.006
57.0,,2.5780000000000003,,,,,,,0.087,3.17,0.01
60.0,,2.376,,,,,,,0.086,2.95,0.013
63.0,,2.1380000000000003,,,,,,,0.085,2.73,0.018
66.0,,1.919,,,,,,,0.084,2.51,0.02
69.0,,1.745,,,,,,,0.084,2.29,0.022
72.0,,1.657,,,,,,,0.083,2.15,0.022
75.0,,1.651,,,,,,,0.082,2.09,0.023
78.0,,1.696,,,,,,,0.081,2.11,0.022
81.0,,1.742,,,,,,,0.081,2.13,0.021
84.0,,1.749,,,,,,,0.08,2.11,0.018
87.0,,1.7040000000000002,,,,,,,0.08,2.04,0.016
90.0,,1.624,,,,,,,0.079,1.94,0.014
93.0,,1.51,,,,,,,0.079,1.86,0.012
96.0,,1.412,,,,,,,0.079,1.78,0.009
99.0,,1.31,,,,,,,0.078,1.67,0.008
102.0,,1.192,,,,,,,0.077,1.59,0.008
105.0,,1.1,,,,,,,0.075,1.53,0.013
108.0,,1.065,,,,,,,0.074,1.51,0.016
111.0,,1.004,,,,,,,0.072,1.48,0.024
114.0,,0.9500000000000001,,,,,,,0.071,1.45,0.032
117.0,,0.902,,,,,,,0.07,1.42,0.041
120.0,,0.858,,,,,,,0.069,1.39,0.046
123.0,,0.81,,,,,,,0.068,1.36,0.051
126.0,,0.787,,,,,,,0.068,1.33,0.054
129.0,,0.777,,,,,,,0.067,1.34,0.053
132.0,,0.787,,,,,,,0.067,1.37,0.053
135.0,,0.79,,,,,,,0.066,1.36,0.051
138.0,,0.79,,,,,,,0.066,1.35,0.048
141.0,,0.8200000000000001,,,,,,,0.067,1.38,0.046
144.0,,0.8290000000000001,,,,,,,0.067,1.37,0.042
147.0,,0.8490000000000001,,,,,,,0.068,1.39,0.041
150.0,,0.85,,,,,,,0.068,1.41,0.042
153.0,,0.8240000000000001,,,,,,,0.069,1.35,0.041
156.0,,0.802,,,,,,,0.07,1.28,0.042
159.0,,0.788,,,,,,,0.071,1.27,0.043
162.0,,0.782,,,,,,,0.072,1.25,0.044
165.0,,0.802,,,,,,,0.072,1.29,0.045
168.0,,0.8170000000000001,,,,,,,0.073,1.28,0.044
171.0,,0.805,,,,,,,0.074,1.24,0.039
174.0,,0.788,,,,,,,0.075,1.23,0.037
177.0,,0.785,,,,,,,0.076,1.2,0.034
180.0,,0.767,,,,,,,0.077,1.15,0.033
183.0,,0.7540000000000001,,,,,,,0.078,1.11,0.03
186.0,,0.752,,,,,,,0.079,1.09,0.028
189.0,,0.755,,,,,,,0.079,1.09,0.027
192.0,,0.765,,,,,,,0.081,1.09,0.026
195.0,,0.7959999999999999,,,,,,,0.081,1.11,0.025
198.0,,0.8390000000000001,,,,,,,0.082,1.15,0.026
201.0,,0.868,,,,,,,0.082,1.17,0.025
204.0,,0.914,,,,,,,0.083,1.22,0.027
207.0,,0.9540000000000001,,,,,,,0.083,1.28,0.027
210.0,,1.0170000000000001,,,,,,,0.084,1.3,0.028
213.0,,1.05,,,,,,,0.085,1.35,0.031
216.0,,1.1440000000000001,,,,,,,0.086,1.44,0.033
219.0,,1.21,,,,,,,0.086,1.5,0.032
222.0,,1.245,,,,,,,0.086,1.53,0.033
225.0,,1.3,,,,,,,0.086,1.6,0.03
228.0,,1.4069999999999998,,,,,,,0.086,1.72,0.032
231.0,,1.4569999999999999,,,,,,,0.086,1.76,0.032
234.0,,1.449,,,,,,,0.085,1.74,0.029
237.0,,1.419,,,,,,,0.084,1.74,0.027
240.0,,1.392,,,,,,,0.084,1.73,0.02
243.0,,1.354,,,,,,,0.084,1.69,0.017
246.0,,1.344,,,,,,,0.083,1.67,0.018
249.0,,1.334,,,,,,,0.083,1.64,0.019
