Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,-0.01,,,,,,,0.0,0.0,0.0
3.0,,-0.005,,,,,,,0.0,0.0,0.0
6.0,,-0.006999999999999999,,,,,,,0.0,0.0,0.0
9.0,,-0.005,,,,,,,0.0,0.0,0.0
12.0,,0.006999999999999999,,,,,,,0.0,0.0,0.0
15.0,,0.002,,,,,,,0.0,0.0,0.0
18.0,,-0.006999999999999999,,,,,,,0.0,0.0,0.0
21.0,,-0.005,,,,,,,0.0,0.0,0.0
24.0,,0.017,,,,,,,0.094,0.14,0.014
27.0,,0.019,,,,,,,0.093,0.14,0.02
30.0,,0.22100000000000003,,,,,,,0.093,0.19,0.024
33.0,,0.9940000000000001,,,,,,,0.092,0.5,0.011
36.0,,1.771,,,,,,,0.093,0.96,0.004
39.0,,2.306,,,,,,,0.092,1.45,0.004
42.0,,2.6069999999999998,,,,,,,0.092,1.9,0.005
45.0,,2.694,,,,,,,0.09,2.27,0.005
48.0,,2.541,,,,,,,0.09,2.46,0.008
51.0,,2.279,,,,,,,0.089,2.52,0.012
54.0,,1.9680000000000002,,,,,,,0.088,2.45,0.016
57.0,,1.7040000000000002,,,,,,,0.088,2.34,0.015
60.0,,1.493,,,,,,,0.087,2.22,0.012
63.0,,1.324,,,,,,,0.086,2.09,0.01
66.0,,1.186,,,,,,,0.085,1.98,0.008
69.0,,1.0959999999999999,,,,,,,0.084,1.87,0.008
72.0,,1.0370000000000001,,,,,,,0.083,1.78,0.01
75.0,,0.9740000000000001,,,,,,,0.083,1.69,0.012
78.0,,0.938,,,,,,,0.082,1.61,0.015
81.0,,0.913,,,,,,,0.082,1.55,0.017
84.0,,0.895,,,,,,,0.081,1.5,0.02
87.0,,0.8570000000000001,,,,,,,0.081,1.45,0.023
90.0,,0.846,,,,,,,0.079,1.42,0.025
93.0,,0.8250000000000001,,,,,,,0.078,1.41,0.024
96.0,,0.845,,,,,,,0.077,1.41,0.021
99.0,,0.881,,,,,,,0.076,1.41,0.023
102.0,,0.87,,,,,,,0.075,1.4,0.025
105.0,,0.8590000000000001,,,,,,,0.075,1.39,0.025
108.0,,0.851,,,,,,,0.074,1.4,0.022
111.0,,0.8620000000000001,,,,,,,0.074,1.41,0.018
114.0,,0.863,,,,,,,0.073,1.41,0.021
117.0,,0.843,,,,,,,0.073,1.42,0.022
120.0,,0.838,,,,,,,0.072,1.43,0.024
123.0,,0.865,,,,,,,0.071,1.46,0.028
126.0,,0.876,,,,,,,0.071,1.47,0.028
129.0,,0.8690000000000001,,,,,,,0.07,1.48,0.027
132.0,,0.8440000000000001,,,,,,,0.07,1.49,0.031
135.0,,0.8200000000000001,,,,,,,0.069,1.49,0.035
138.0,,0.792,,,,,,,0.068,1.48,0.036
141.0,,0.741,,,,,,,0.066,1.47,0.038
144.0,,0.735,,,,,,,0.065,1.48,0.038
147.0,,0.753,,,,,,,0.064,1.5,0.039
150.0,,0.77,,,,,,,0.063,1.51,0.038
153.0,,0.761,,,,,,,0.063,1.5,0.037
156.0,,0.7640000000000001,,,,,,,0.062,1.49,0.037
159.0,,0.747,,,,,,,0.063,1.47,0.038
162.0,,0.767,,,,,,,0.062,1.47,0.036
