Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,211.5,,,,,,,,,,,,,0.023
5.0,211.5,,,,,,,,,,,,,
10.0,211.5,0.0,,,,,,,359.0,0.99,0.0494,0.6544,0.0063,
15.0,210.8,0.306,,,,,,,472.0,0.94,0.0296,0.4023,,
20.0,209.6,1.38,,,,,,,585.0,0.74,0.0206,0.2884,,
25.0,208.3,2.0980000000000003,,,,,,,698.0,0.67,0.0188,0.2406,,
30.0,207.1,2.227,,,,,,,812.0,0.66,0.0183,0.2183,,
35.0,205.7,2.251,,,,,,,925.0,0.65,0.0191,0.2007,,
40.0,204.5,2.194,,,,,,,1038.0,0.62,0.0199,0.1879,,
45.0,203.5,2.124,,,,,,,1059.0,0.62,0.023,0.214,,
50.0,202.5,1.885,,,,,,,1063.0,0.64,0.0262,0.2314,,
55.0,201.7,1.641,,,,,,,1055.0,0.67,0.029,0.246,,
60.0,201.0,1.497,,,,,,,1028.0,0.73,0.0327,0.2746,,
65.0,200.3,1.425,,,,,,,983.0,0.7,0.0328,0.2689,,
70.0,199.6,1.41,,,,,,,936.0,0.72,0.0349,0.2473,,
75.0,198.8,1.3430000000000002,,,,,,,897.0,0.69,0.0323,0.2555,,
80.0,198.2,1.32,,,,,,,866.0,0.66,0.0318,0.2345,,
85.0,197.3,1.331,,,,,,,847.0,0.67,0.0344,0.2502,,
90.0,196.7,1.31,,,,,,,828.0,0.68,0.034,0.2609,,
95.0,196.0,1.288,,,,,,,819.0,0.69,0.0363,0.2707,,
100.0,195.4,1.284,,,,,,,828.0,0.7,0.0359,0.2529,0.0952,
105.0,194.6,1.258,,,,,,,851.0,0.72,0.0376,0.2547,0.0939,
110.0,194.1,1.253,,,,,,,860.0,0.73,0.0387,0.2788,0.0944,
115.0,193.4,1.261,,,,,,,858.0,0.85,0.0444,0.313,0.1049,
120.0,192.9,1.228,,,,,,,838.0,0.78,0.0414,0.2765,0.0882,
125.0,192.5,1.232,,,,,,,822.0,0.73,0.0398,0.2342,0.083,
130.0,191.5,1.216,,,,,,,826.0,0.75,0.0412,0.2431,0.0852,
135.0,191.1,1.178,,,,,,,783.0,0.76,0.043,0.2609,0.0905,
140.0,190.7,1.145,,,,,,,745.0,0.84,0.0515,0.2927,0.0982,
145.0,190.1,1.114,,,,,,,730.0,0.81,0.0476,0.2882,0.0817,
150.0,189.6,1.092,,,,,,,732.0,0.82,0.0509,0.3061,0.0785,
155.0,189.1,1.064,,,,,,,717.0,0.9,0.0538,0.3267,0.0856,
160.0,188.7,1.065,,,,,,,700.0,0.93,0.0571,0.3406,0.0801,
165.0,188.3,1.074,,,,,,,694.0,0.86,0.0509,0.3241,0.0798,
170.0,187.8,1.0890000000000002,,,,,,,681.0,0.8,0.0487,0.2443,0.0744,
175.0,187.2,1.092,,,,,,,684.0,0.8,0.0469,0.2776,0.0674,
180.0,186.8,1.118,,,,,,,680.0,0.81,0.0506,0.2806,0.0673,
185.0,186.3,1.088,,,,,,,675.0,0.85,0.0516,0.2795,0.0716,
190.0,185.8,1.066,,,,,,,670.0,0.91,0.0553,0.3185,0.0656,
195.0,185.4,1.051,,,,,,,657.0,0.86,0.0542,0.3176,0.0598,
200.0,185.0,1.093,,,,,,,637.0,0.97,0.0629,0.3359,0.0685,
205.0,184.5,1.053,,,,,,,614.0,0.87,0.056,0.3189,0.0608,
210.0,184.3,1.019,,,,,,,600.0,0.9,0.0602,0.295,0.0669,
215.0,183.6,1.008,,,,,,,593.0,0.95,0.0568,0.3244,0.0597,
220.0,183.4,1.032,,,,,,,578.0,0.88,0.0574,0.2677,0.0649,
225.0,182.9,1.045,,,,,,,587.0,0.92,0.0595,0.3379,0.0716,
230.0,182.5,1.033,,,,,,,594.0,0.87,0.0531,0.2936,0.0605,
235.0,182.0,1.02,,,,,,,597.0,0.9,0.0522,0.3354,0.0542,
240.0,181.5,1.065,,,,,,,606.0,0.9,0.051,0.3434,0.0515,
245.0,181.1,1.0890000000000002,,,,,,,630.0,0.87,0.0515,0.3416,0.0464,
250.0,180.6,1.102,,,,,,,669.0,0.85,0.0508,0.3158,0.0506,
255.0,180.1,1.106,,,,,,,697.0,0.94,0.0536,0.3692,0.0528,
260.0,179.6,1.132,,,,,,,714.0,1.05,0.0617,0.3804,0.0556,
265.0,179.4,1.147,,,,,,,708.0,1.03,0.0588,0.3637,0.0537,
270.0,179.0,1.131,,,,,,,716.0,1.0,0.0604,0.3659,0.0533,
275.0,178.4,1.135,,,,,,,709.0,0.91,0.0517,0.3102,0.0522,
280.0,178.1,1.117,,,,,,,678.0,0.96,0.0592,0.328,0.0591,
285.0,177.5,1.109,,,,,,,635.0,0.89,0.0548,0.3014,0.0524,
290.0,177.3,1.088,,,,,,,599.0,0.81,0.0505,0.2811,0.0431,
295.0,176.6,1.048,,,,,,,580.0,0.75,0.0484,0.3154,0.0428,
300.0,176.1,1.054,,,,,,,590.0,0.77,0.0516,0.2667,0.0463,
305.0,175.7,1.043,,,,,,,599.0,0.85,0.0544,0.2913,0.0483,
310.0,175.4,1.039,,,,,,,609.0,0.93,0.061,0.346,0.0514,
315.0,174.7,1.048,,,,,,,629.0,0.97,0.0584,0.3619,0.0565,
320.0,174.5,1.06,,,,,,,647.0,0.95,0.0592,0.3694,0.0486,
325.0,174.1,1.073,,,,,,,644.0,1.08,0.0633,0.3717,0.047,
330.0,173.6,1.098,,,,,,,625.0,0.94,0.0571,0.3597,0.0509,
335.0,173.2,1.142,,,,,,,617.0,0.88,0.0521,0.3332,0.043,
340.0,172.8,1.135,,,,,,,618.0,0.79,0.0471,0.3018,0.0385,
345.0,172.2,1.145,,,,,,,625.0,0.8,0.0461,0.3398,0.0432,
350.0,171.6,1.157,,,,,,,657.0,0.82,0.0486,0.3094,0.0484,
355.0,171.2,1.138,,,,,,,672.0,0.91,0.0513,0.3728,0.054,
360.0,170.7,1.146,,,,,,,693.0,0.95,0.053,0.3427,0.049,
365.0,170.2,1.185,,,,,,,689.0,0.95,0.0516,0.3643,0.0431,
370.0,169.8,1.1940000000000002,,,,,,,685.0,1.02,0.0551,0.3943,0.052,
375.0,169.3,1.209,,,,,,,666.0,0.84,0.0478,0.3367,0.0396,
380.0,169.0,1.231,,,,,,,670.0,0.78,0.0434,0.3223,0.0394,
385.0,168.1,1.227,,,,,,,690.0,0.81,0.0435,0.2927,0.0437,
390.0,167.7,1.196,,,,,,,701.0,0.8,0.0445,0.3247,0.045,
395.0,167.2,1.232,,,,,,,719.0,0.85,0.0483,0.4022,0.0518,
400.0,166.7,1.221,,,,,,,733.0,0.85,0.0458,0.3517,0.0437,
405.0,166.1,1.215,,,,,,,746.0,0.89,0.048,0.3808,0.0518,
410.0,165.6,1.237,,,,,,,752.0,0.9,0.0485,0.3937,0.0436,
415.0,165.3,1.255,,,,,,,742.0,0.91,0.0495,0.3944,0.0421,
420.0,164.6,1.25,,,,,,,720.0,0.81,0.0426,0.334,0.041,
425.0,164.2,1.265,,,,,,,720.0,0.76,0.0396,0.3261,0.0406,
430.0,163.5,1.242,,,,,,,744.0,0.78,0.0406,0.2954,0.0446,
435.0,162.9,1.248,,,,,,,774.0,0.82,0.0435,0.328,0.0446,
440.0,162.4,1.254,,,,,,,770.0,0.97,0.0507,0.3888,0.0538,
445.0,161.9,1.22,,,,,,,760.0,0.93,0.0494,0.3201,0.0517,
450.0,161.6,1.242,,,,,,,733.0,0.81,0.0444,0.3032,0.0466,
455.0,161.0,1.231,,,,,,,737.0,0.77,0.0429,0.321,0.0446,
460.0,160.2,1.232,,,,,,,768.0,0.72,0.0393,0.2985,0.0423,
465.0,159.9,1.227,,,,,,,781.0,0.84,0.0443,0.3668,0.044,
470.0,159.1,1.247,,,,,,,784.0,0.97,0.0525,0.4062,0.0569,
475.0,158.8,1.255,,,,,,,779.0,0.96,0.0502,0.3691,0.0557,
480.0,158.4,1.246,,,,,,,770.0,0.86,0.0464,0.3546,0.0448,
485.0,157.8,1.281,,,,,,,748.0,0.82,0.0438,0.3441,0.0484,
490.0,157.0,1.241,,,,,,,724.0,0.76,0.0408,0.3332,0.0447,
495.0,156.7,1.263,,,,,,,689.0,0.76,0.0403,0.322,0.0405,
500.0,156.0,1.261,,,,,,,696.0,0.8,0.0405,0.3204,0.0426,
505.0,155.3,1.296,,,,,,,715.0,0.74,0.0379,0.3002,0.0367,
510.0,154.7,1.327,,,,,,,721.0,0.85,0.0432,0.3364,0.0442,
515.0,154.1,1.289,,,,,,,731.0,0.9,0.0457,0.3275,0.0476,
520.0,153.7,1.28,,,,,,,733.0,0.8,0.041,0.3118,0.0431,
525.0,153.1,1.308,,,,,,,730.0,0.79,0.0399,0.3458,0.0426,
530.0,152.3,1.2919999999999998,,,,,,,760.0,0.75,0.0377,0.2992,0.0423,
535.0,151.8,1.317,,,,,,,798.0,0.84,0.0409,0.3394,0.047,
540.0,151.2,1.311,,,,,,,813.0,0.9,0.0436,0.3139,0.0506,
545.0,150.7,1.335,,,,,,,792.0,0.95,0.047,0.3667,0.0522,
550.0,150.2,1.3290000000000002,,,,,,,775.0,0.9,0.0432,0.3616,0.0498,
555.0,149.8,1.3119999999999998,,,,,,,770.0,0.75,0.037,0.2866,0.0403,
560.0,149.0,1.351,,,,,,,799.0,0.71,0.0347,0.2683,0.0407,
565.0,148.2,1.331,,,,,,,824.0,0.74,0.0372,0.2916,0.0443,
570.0,147.6,1.315,,,,,,,826.0,0.89,0.0448,0.3495,0.0542,
575.0,147.3,1.295,,,,,,,799.0,0.93,0.0457,0.345,0.0571,
580.0,146.7,1.289,,,,,,,777.0,0.81,0.0409,0.3294,0.0502,
585.0,146.0,1.331,,,,,,,794.0,0.73,0.0362,0.294,0.0395,
