Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,-0.01,,,,,,,0.0,0.0,0.0
3.0,,-0.013999999999999999,,,,,,,0.0,0.0,0.0
6.0,,0.01,,,,,,,0.0,0.0,0.0
9.0,,0.0,,,,,,,0.0,0.0,0.0
12.0,,-0.005,,,,,,,0.0,0.0,0.0
15.0,,0.013999999999999999,,,,,,,0.133,0.1,0.003
18.0,,0.027000000000000003,,,,,,,0.132,0.09,0.004
21.0,,0.295,,,,,,,0.133,0.14,0.006
24.0,,1.317,,,,,,,0.134,0.52,0.016
27.0,,2.6439999999999997,,,,,,,0.134,1.16,0.037
30.0,,3.48,,,,,,,0.134,1.63,0.049
33.0,,3.54,,,,,,,0.134,1.76,0.047
36.0,,3.387,,,,,,,0.133,1.76,0.044
39.0,,3.412,,,,,,,0.134,1.8,0.044
42.0,,3.455,,,,,,,0.135,1.85,0.04
45.0,,3.264,,,,,,,0.136,1.76,0.033
48.0,,3.2089999999999996,,,,,,,0.136,1.73,0.031
51.0,,3.392,,,,,,,0.136,1.82,0.038
54.0,,3.471,,,,,,,0.137,1.87,0.039
57.0,,3.4589999999999996,,,,,,,0.137,1.9,0.038
60.0,,3.38,,,,,,,0.137,1.82,0.036
63.0,,3.5010000000000003,,,,,,,0.137,1.91,0.039
66.0,,3.335,,,,,,,0.137,1.83,0.034
69.0,,3.363,,,,,,,0.137,1.82,0.034
72.0,,3.52,,,,,,,0.137,1.91,0.036
75.0,,3.653,,,,,,,0.136,1.98,0.035
78.0,,3.5980000000000003,,,,,,,0.136,1.96,0.036
81.0,,3.535,,,,,,,0.136,1.94,0.033
84.0,,3.54,,,,,,,0.136,1.94,0.032
87.0,,3.5869999999999997,,,,,,,0.135,1.96,0.034
90.0,,3.665,,,,,,,0.134,2.01,0.036
93.0,,3.75,,,,,,,0.132,2.04,0.037
96.0,,3.9010000000000002,,,,,,,0.131,2.12,0.039
99.0,,4.064,,,,,,,0.129,2.2,0.042
102.0,,4.311,,,,,,,0.127,2.37,0.046
105.0,,4.374,,,,,,,0.125,2.42,0.047
108.0,,4.317,,,,,,,0.123,2.44,0.049
111.0,,4.317,,,,,,,0.12,2.5,0.051
114.0,,4.376,,,,,,,0.118,2.57,0.053
117.0,,4.425,,,,,,,0.115,2.67,0.055
120.0,,4.439,,,,,,,0.112,2.76,0.057
123.0,,4.402,,,,,,,0.108,2.85,0.057
126.0,,4.275,,,,,,,0.104,2.89,0.059
129.0,,4.277,,,,,,,0.1,3.0,0.063
132.0,,4.212,,,,,,,0.096,3.08,0.067
135.0,,4.202,,,,,,,0.092,3.22,0.071
138.0,,4.268,,,,,,,0.087,3.44,0.079
141.0,,4.221,,,,,,,0.082,3.62,0.078
144.0,,4.078,,,,,,,0.078,3.71,0.028
147.0,,3.7680000000000002,,,,,,,0.074,3.66,0.077
150.0,,3.531,,,,,,,0.07,3.67,0.077
153.0,,3.567,,,,,,,0.065,3.88,0.084
156.0,,3.832,,,,,,,0.06,4.41,0.095
159.0,,4.041,,,,,,,0.055,4.99,0.105
162.0,,4.015,,,,,,,0.051,5.47,0.113
165.0,,3.6239999999999997,,,,,,,0.047,5.52,0.104
168.0,,3.2010000000000005,,,,,,,0.043,5.43,0.092
171.0,,2.7310000000000003,,,,,,,0.04,5.36,0.077
174.0,,2.201,,,,,,,0.035,5.15,0.062
177.0,,1.7790000000000001,,,,,,,0.032,4.85,0.049
180.0,,1.522,,,,,,,0.029,4.77,0.046
183.0,,1.3559999999999999,,,,,,,0.026,4.82,0.053
186.0,,1.226,,,,,,,0.023,5.14,0.065
189.0,,1.102,,,,,,,0.02,5.41,0.08
192.0,,1.0150000000000001,,,,,,,0.017,5.86,0.093
195.0,,0.983,,,,,,,0.015,6.42,0.117
198.0,,0.91,,,,,,,0.013,7.03,0.14
201.0,,0.823,,,,,,,0.011,7.74,0.159
204.0,,0.736,,,,,,,0.009,8.4,0.181
207.0,,0.637,,,,,,,0.008,8.88,0.199
210.0,,0.5770000000000001,,,,,,,0.007,9.4,0.224
213.0,,0.502,,,,,,,0.006,9.82,0.22
216.0,,0.433,,,,,,,0.005,10.34,0.239
219.0,,0.36100000000000004,,,,,,,0.005,0.0,0.0
222.0,,0.29100000000000004,,,,,,,0.004,0.0,0.0
225.0,,0.23500000000000001,,,,,,,0.004,0.0,0.0
228.0,,0.217,,,,,,,0.004,0.0,0.0
231.0,,0.165,,,,,,,0.003,0.0,0.0
234.0,,0.13699999999999998,,,,,,,0.002,0.0,0.0
237.0,,0.12,,,,,,,0.002,0.0,0.0
240.0,,0.102,,,,,,,0.002,0.0,0.0
243.0,,0.085,,,,,,,0.003,0.0,0.0
246.0,,0.083,,,,,,,0.002,0.0,0.0
249.0,,0.068,,,,,,,0.001,0.0,0.0
252.0,,0.064,,,,,,,0.001,0.0,0.0
255.0,,0.048,,,,,,,0.002,0.0,0.0
258.0,,0.042,,,,,,,0.002,0.0,0.0
261.0,,0.04,,,,,,,0.002,0.0,0.0
264.0,,0.042,,,,,,,0.002,0.0,0.0
267.0,,0.028999999999999998,,,,,,,0.002,0.0,0.0
270.0,,0.033,,,,,,,0.002,0.0,0.0
273.0,,0.033,,,,,,,0.002,0.0,0.0
276.0,,0.0,,,,,,,0.002,0.0,0.0
279.0,,0.02,,,,,,,0.002,0.0,0.0
282.0,,0.027000000000000003,,,,,,,0.003,0.0,0.0
285.0,,0.033,,,,,,,0.003,0.0,0.0
288.0,,0.011000000000000001,,,,,,,0.003,0.0,0.0
291.0,,0.018000000000000002,,,,,,,0.003,0.0,0.0
