Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,0.0044,,,,,,,0.0,0.0,0.0
6.0,,0.0008800000000000001,,,,,,,0.0,0.0,0.0
12.0,,0.0,,,,,,,0.0,0.0,0.0
18.0,,0.0008800000000000001,,,,,,,0.0,0.0,0.0
24.0,,0.009680000000000001,,,,,,,0.0,0.0,0.0
30.0,,-0.00264,,,,,,,0.0,0.0,0.0
36.0,,0.014960000000000001,,,,,,,0.085,0.85,0.135
42.0,,0.88088,,,,,,,0.129,1.18,0.143
48.0,,1.6852,,,,,,,0.168,0.86,0.062
54.0,,1.26456,,,,,,,0.153,1.04,0.07
60.0,,1.4845599999999999,,,,,,,0.106,1.75,0.189
66.0,,1.9624000000000001,,,,,,,0.064,3.1,0.405
72.0,,2.03016,,,,,,,0.031,5.34,0.619
78.0,,1.60776,,,,,,,0.015,10.03,0.753
84.0,,1.19504,,,,,,,0.013,9.34,0.43
90.0,,0.7691200000000001,,,,,,,0.011,8.24,0.414
96.0,,0.38456000000000007,,,,,,,0.009,6.86,0.418
102.0,,0.19976,,,,,,,0.007,7.29,0.513
108.0,,0.1628,,,,,,,0.009,5.87,0.38
114.0,,0.20064,,,,,,,0.012,4.32,0.266
120.0,,0.19712,,,,,,,0.01,5.24,0.354
126.0,,0.2376,,,,,,,0.008,6.23,0.347
132.0,,0.20504000000000003,,,,,,,0.012,4.27,0.27
138.0,,0.21472,,,,,,,0.013,3.87,0.244
