Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLR (g/s),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,,0.0,,,,,,,0.0,0.0,15.81,0.012,0.1009,0.0259,0.0
5.0,,0.0,,,,,,,0.0,0.0,16.66,0.0133,0.0,0.0267,0.0025
10.0,,0.001,,,,,,,0.0,0.0,15.46,0.0134,0.0,0.0276,0.0
15.0,,0.003,,,,,,,15.57,0.0033000000000000004,4.61,0.0028,0.3112,0.0094,0.0009
20.0,,0.0,,,,,,,238.05,0.0038,4.14,0.0028,0.2218,0.0091,0.0
25.0,,0.002,,,,,,,126.84,0.0058,2.42,0.0023,0.0,0.0069,0.0003
30.0,,0.0,,,,,,,854.02,0.0026000000000000003,5.85,0.0052,0.0,0.0171,0.0005
35.0,,0.0,,,,,,,692.36,0.0029,5.15,0.0047,0.0,0.0192,0.0007
40.0,,0.0,,,,,,,481.91,0.0049,3.2,0.0021,0.2399,0.015,0.0
45.0,,0.0,,,,,,,599.79,0.0101,1.59,0.001,0.2314,0.0185,0.0001
50.0,,0.0,,,,,,,691.33,0.0115,1.34,0.0008,0.3456,0.0362,0.0
55.0,,0.004,,,,,,,870.74,0.013000000000000001,1.22,0.0008,0.24,0.0516,0.0
60.0,,0.01,,,,,,,613.24,0.0201,0.88,0.0005,0.1998,0.047,0.0003
65.0,,0.0,,,,,,,672.64,0.02,0.85,0.0006,0.1269,0.054,0.0003
70.0,,0.004,,,,,,,863.62,0.013200000000000002,1.3,0.0009,0.1427,0.1066,0.0001
75.0,,0.002,,,,,,,852.07,0.013500000000000002,1.33,0.0007,0.331,0.1062,0.0003
80.0,,0.0,,,,,,,522.26,0.0195,0.94,0.0006,0.0957,0.0793,0.0003
85.0,,0.013000000000000001,,,,,,,496.2,0.0215,0.88,0.0005,0.1314,0.0786,0.0002
90.0,,0.006,,,,,,,456.76,0.0212,0.92,0.0005,0.1489,0.0889,0.0
95.0,,0.008,,,,,,,433.63,0.0225,0.87,0.0055,0.1596,0.0886,0.0
100.0,,0.0,,,,,,,435.52,0.022799999999999997,0.86,0.0049,0.2685,0.0921,0.0
105.0,,0.0,,,,,,,492.74,0.0188,1.06,0.0068,0.1711,0.1037,0.0
110.0,,0.0,,,,,,,594.1,0.015300000000000001,1.14,0.0063,0.3671,0.1348,0.0003
115.0,,0.005,,,,,,,402.54,0.0202,0.83,0.0073,0.0485,0.1101,0.0001
120.0,,0.016,,,,,,,308.14,0.024,0.69,0.0055,0.1412,0.093,0.0
125.0,,0.017,,,,,,,293.07,0.020800000000000003,0.76,0.007,0.0466,0.1066,0.0
130.0,,0.001,,,,,,,387.42,0.0187,0.81,0.0072,0.1181,0.1229,0.0002
135.0,,0.01,,,,,,,321.48,0.0175,0.89,0.0052,0.4082,0.1306,0.0001
140.0,,0.006999999999999999,,,,,,,390.75,0.0179,0.79,0.0067,0.2185,0.1438,0.0001
145.0,,0.009000000000000001,,,,,,,364.6,0.0203,0.7,0.0058,0.2408,0.1299,0.0003
150.0,,0.01,,,,,,,382.03,0.020499999999999997,0.66,0.0056,0.2516,0.1252,0.0
155.0,,0.018000000000000002,,,,,,,302.47,0.0252,0.55,0.0052,0.1488,0.1035,0.0
160.0,,0.019,,,,,,,400.16,0.023700000000000002,0.62,0.0052,0.2352,0.1131,0.0
165.0,,0.019,,,,,,,521.86,0.0163,0.89,0.0065,0.306,0.1482,0.0
170.0,,0.013999999999999999,,,,,,,386.07,0.0211,0.68,0.0065,0.108,0.1161,0.0
175.0,,0.013000000000000001,,,,,,,441.6,0.018000000000000002,0.87,0.0074,0.1351,0.1265,0.0
180.0,,0.013999999999999999,,,,,,,549.4,0.0122,1.27,0.0075,0.402,0.1928,0.0
185.0,,0.012,,,,,,,417.54,0.0173,0.95,0.0071,0.2076,0.1346,0.0002
190.0,,0.011000000000000001,,,,,,,384.91,0.0195,0.9,0.0074,0.0672,0.1109,0.0
195.0,,0.015,,,,,,,501.01,0.0154,1.25,0.0066,0.3438,0.1451,0.0
200.0,,0.009000000000000001,,,,,,,456.05,0.015700000000000002,1.19,0.0063,0.3607,0.1461,0.0
205.0,,0.01,,,,,,,400.33,0.0181,1.07,0.0075,0.1162,0.1262,0.0
210.0,,0.013000000000000001,,,,,,,515.37,0.0163,1.21,0.0079,0.158,0.1312,0.0
215.0,,0.009000000000000001,,,,,,,461.54,0.0141,1.47,0.01,0.0846,0.1556,0.0
220.0,,0.013000000000000001,,,,,,,405.88,0.0172,1.15,0.0083,0.0664,0.1306,0.0001
225.0,,0.006,,,,,,,413.71,0.0194,1.07,0.007,0.1203,0.1126,0.0
230.0,,0.001,,,,,,,486.5,0.016399999999999998,1.25,0.0082,0.1259,0.1301,0.0
235.0,,0.006999999999999999,,,,,,,515.82,0.014199999999999999,1.55,0.0095,0.1238,0.1509,0.0001
240.0,,0.026000000000000002,,,,,,,472.11,0.0163,1.3,0.0076,0.1934,0.1265,0.0
245.0,,0.006999999999999999,,,,,,,488.98,0.015700000000000002,1.42,0.0077,0.2227,0.138,0.0
250.0,,0.003,,,,,,,565.72,0.0151,1.45,0.0091,0.1124,0.1513,0.0
255.0,,0.012,,,,,,,421.61,0.0192,1.17,0.0073,0.0959,0.12,0.0
260.0,,0.006999999999999999,,,,,,,532.9,0.0152,1.59,0.0096,0.0553,0.1525,0.0
265.0,,0.006,,,,,,,596.55,0.013600000000000001,1.69,0.0092,0.1916,0.1663,0.0
270.0,,0.01,,,,,,,499.81,0.0195,1.11,0.0073,0.0829,0.1225,0.0
275.0,,0.0,,,,,,,456.19,0.0197,1.07,0.0068,0.1238,0.1195,0.0
280.0,,0.008,,,,,,,498.98,0.018500000000000003,1.07,0.007,0.1586,0.1263,0.0
285.0,,0.016,,,,,,,537.36,0.0191,0.97,0.0066,0.1792,0.1291,0.0
290.0,,0.013999999999999999,,,,,,,615.59,0.018600000000000002,0.95,0.0064,0.2255,0.1416,0.0
295.0,,0.006999999999999999,,,,,,,677.54,0.0165,1.05,0.0137,0.1551,0.1548,0.0003
300.0,,0.018000000000000002,,,,,,,836.36,0.0143,1.19,0.0158,0.1539,0.1883,0.0
305.0,,0.021,,,,,,,785.5,0.015600000000000001,1.06,0.0093,0.4603,0.1808,0.0
310.0,,0.009000000000000001,,,,,,,754.53,0.0167,1.07,0.0119,0.2515,0.1698,0.0003
315.0,,0.013999999999999999,,,,,,,918.44,0.016,1.1,0.0144,0.1475,0.1742,0.0003
320.0,,0.027999999999999997,,,,,,,953.29,0.015,1.24,0.0164,0.0867,0.1898,0.0
325.0,,0.018000000000000002,,,,,,,791.82,0.0195,0.97,0.0121,0.1206,0.1508,0.0
