Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,-0.006999999999999999,,,,,,,0.0,0.0,0.0
3.0,,0.012,,,,,,,0.147,0.08,0.003
6.0,,0.006999999999999999,,,,,,,0.146,0.09,0.003
9.0,,0.016,,,,,,,0.147,0.09,0.0
12.0,,0.012,,,,,,,0.148,0.08,0.002
15.0,,0.012,,,,,,,0.148,0.09,0.0
18.0,,0.022000000000000002,,,,,,,0.147,0.08,0.002
21.0,,0.21100000000000002,,,,,,,0.147,0.17,0.005
24.0,,1.057,,,,,,,0.146,0.69,0.015
27.0,,2.366,,,,,,,0.146,1.37,0.033
30.0,,3.325,,,,,,,0.145,1.75,0.042
33.0,,3.591,,,,,,,0.145,1.84,0.042
36.0,,3.505,,,,,,,0.144,1.83,0.042
39.0,,3.48,,,,,,,0.144,1.87,0.042
42.0,,3.383,,,,,,,0.145,1.83,0.038
45.0,,3.495,,,,,,,0.144,1.89,0.043
48.0,,3.785,,,,,,,0.144,2.1,0.054
51.0,,3.764,,,,,,,0.145,2.0,0.051
54.0,,3.65,,,,,,,0.145,1.93,0.049
57.0,,3.648,,,,,,,0.146,1.96,0.05
60.0,,3.6950000000000003,,,,,,,0.145,1.96,0.047
63.0,,3.623,,,,,,,0.146,1.91,0.044
66.0,,3.542,,,,,,,0.146,1.86,0.04
69.0,,3.741,,,,,,,0.145,1.99,0.04
72.0,,3.983,,,,,,,0.144,2.15,0.042
75.0,,3.995,,,,,,,0.144,2.1,0.038
78.0,,3.924,,,,,,,0.143,2.11,0.036
81.0,,4.081,,,,,,,0.142,2.2,0.037
84.0,,4.5089999999999995,,,,,,,0.141,2.46,0.043
87.0,,4.79,,,,,,,0.14,2.62,0.044
90.0,,4.62,,,,,,,0.139,2.46,0.041
93.0,,4.26,,,,,,,0.137,2.36,0.038
96.0,,4.002,,,,,,,0.135,2.27,0.04
99.0,,3.877,,,,,,,0.133,2.26,0.043
102.0,,3.8510000000000004,,,,,,,0.131,2.27,0.045
105.0,,4.182,,,,,,,0.127,2.49,0.048
108.0,,4.506,,,,,,,0.123,2.77,0.055
111.0,,4.5280000000000005,,,,,,,0.12,2.73,0.058
114.0,,4.522,,,,,,,0.116,2.82,0.064
117.0,,4.542,,,,,,,0.112,2.97,0.061
120.0,,4.283,,,,,,,0.108,2.84,0.057
123.0,,4.316000000000001,,,,,,,0.103,3.05,0.065
126.0,,4.431,,,,,,,0.099,3.28,0.067
129.0,,4.196000000000001,,,,,,,0.094,3.18,0.069
132.0,,4.45,,,,,,,0.089,3.59,0.077
135.0,,4.93,,,,,,,0.085,4.17,0.09
