Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,0.002,,,,,,,0.0,0.0,0.0
3.0,,-0.002,,,,,,,0.0,0.0,0.0
6.0,,-0.008,,,,,,,0.0,0.0,0.0
9.0,,0.006,,,,,,,0.105,0.13,0.0
12.0,,0.013999999999999999,,,,,,,0.104,0.12,0.0
15.0,,0.363,,,,,,,0.103,0.19,0.0
18.0,,1.306,,,,,,,0.1,0.57,0.0
21.0,,2.438,,,,,,,0.097,1.19,0.0
24.0,,3.63,,,,,,,0.094,2.07,0.0
27.0,,4.305,,,,,,,0.092,2.87,0.0
30.0,,4.053,,,,,,,0.091,3.21,0.0
33.0,,3.5260000000000002,,,,,,,0.089,3.26,0.0
36.0,,3.117,,,,,,,0.088,3.2,0.0
39.0,,2.9560000000000004,,,,,,,0.086,3.15,0.0
42.0,,2.935,,,,,,,0.085,3.17,0.0
45.0,,2.838,,,,,,,0.084,3.19,0.0
48.0,,2.548,,,,,,,0.084,3.07,0.0
51.0,,2.2190000000000003,,,,,,,0.083,2.95,0.0
54.0,,1.899,,,,,,,0.083,2.78,0.0
57.0,,1.6280000000000001,,,,,,,0.082,2.62,0.0
60.0,,1.392,,,,,,,0.082,2.44,0.0
63.0,,1.237,,,,,,,0.081,2.29,0.0
66.0,,1.1520000000000001,,,,,,,0.081,2.15,0.0
69.0,,1.133,,,,,,,0.082,2.03,0.0
72.0,,1.137,,,,,,,0.082,1.93,0.0
75.0,,1.18,,,,,,,0.081,1.91,0.0
78.0,,1.195,,,,,,,0.08,1.89,0.0
81.0,,1.225,,,,,,,0.079,1.87,0.0
84.0,,1.242,,,,,,,0.079,1.85,0.0
87.0,,1.26,,,,,,,0.079,1.84,0.0
90.0,,1.2830000000000001,,,,,,,0.079,1.83,0.0
93.0,,1.308,,,,,,,0.08,1.82,0.0
96.0,,1.3130000000000002,,,,,,,0.08,1.83,0.0
99.0,,1.296,,,,,,,0.08,1.82,0.0
102.0,,1.26,,,,,,,0.08,1.8,0.0
105.0,,1.235,,,,,,,0.081,1.74,0.0
108.0,,1.1840000000000002,,,,,,,0.083,1.69,0.0
111.0,,1.147,,,,,,,0.084,1.63,0.0
114.0,,1.146,,,,,,,0.086,1.58,0.0
117.0,,1.139,,,,,,,0.088,1.52,0.0
120.0,,1.11,,,,,,,0.09,1.46,0.0
123.0,,1.0690000000000002,,,,,,,0.092,1.4,0.0
126.0,,1.07,,,,,,,0.095,1.33,0.0
129.0,,1.072,,,,,,,0.098,1.28,0.0
132.0,,1.098,,,,,,,0.099,1.25,0.0
135.0,,1.158,,,,,,,0.102,1.23,0.0
138.0,,1.213,,,,,,,0.104,1.22,0.0
141.0,,1.3130000000000002,,,,,,,0.105,1.23,0.0
144.0,,1.3940000000000001,,,,,,,0.106,1.27,0.0
147.0,,1.4980000000000002,,,,,,,0.107,1.3,0.0
150.0,,1.636,,,,,,,0.108,1.35,0.0
153.0,,1.7880000000000003,,,,,,,0.108,1.41,0.0
156.0,,1.902,,,,,,,0.109,1.48,0.0
159.0,,2.021,,,,,,,0.108,1.56,0.0
162.0,,2.156,,,,,,,0.108,1.66,0.0
164.0,,2.2640000000000002,,,,,,,0.107,1.75,0.0
167.0,,2.3640000000000003,,,,,,,0.105,1.86,0.0
171.0,,2.4280000000000004,,,,,,,0.104,1.93,0.0
174.0,,2.465,,,,,,,0.103,2.02,0.0
177.0,,2.452,,,,,,,0.101,2.09,0.0
180.0,,2.4530000000000003,,,,,,,0.1,2.17,0.0
182.0,,2.441,,,,,,,0.098,2.22,0.0
185.0,,2.441,,,,,,,0.096,2.28,0.0
188.0,,2.476,,,,,,,0.093,2.35,0.0
191.0,,2.499,,,,,,,0.092,2.41,0.0
194.0,,2.5500000000000003,,,,,,,0.089,2.49,0.0
197.0,,2.547,,,,,,,0.087,2.59,0.0
200.0,,2.519,,,,,,,0.084,2.66,0.0
203.0,,2.487,,,,,,,0.081,2.75,0.0
206.0,,2.397,,,,,,,0.078,2.82,0.0
209.0,,2.287,,,,,,,0.075,2.89,0.0
