Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg)
0.0,,,,,,,,,0.0,0.7,0.0,0.0
6.0,,,,,,,,,0.0,0.3,0.0,0.0
12.0,,,,,,,,,0.0,1.4,0.0,0.0
18.0,,,,,,,,,,,,
24.0,,,,,,,,,0.0,86.6,0.0,0.0
30.0,,,,,,,,,0.0,290.3,0.0,0.0
36.0,,,,,,,,,0.0,220.6,0.0,0.0
42.0,,,,,,,,,0.0,117.6,0.0,0.0
48.0,,,,,,,,,0.0,131.9,0.0,0.0
54.0,,,,,,,,,0.0,119.7,0.0,0.0
60.0,,,,,,,,,0.0,101.0,0.0,0.0
66.0,,,,,,,,,0.0,100.9,0.0,0.0
72.0,,,,,,,,,0.021,94.6,5.16,0.239
78.0,,,,,,,,,0.041,89.4,2.45,0.096
84.0,,,,,,,,,0.042,77.2,2.13,0.071
90.0,,,,,,,,,0.036,62.2,2.35,0.095
96.0,,,,,,,,,0.031,54.7,2.48,0.107
102.0,,,,,,,,,0.023,48.8,3.15,0.156
108.0,,,,,,,,,0.02,46.1,3.44,0.188
114.0,,,,,,,,,0.02,40.8,3.27,0.198
120.0,,,,,,,,,0.02,39.3,3.08,0.236
126.0,,,,,,,,,0.02,36.9,3.14,0.229
132.0,,,,,,,,,0.017,35.9,3.48,0.257
138.0,,,,,,,,,0.017,35.9,3.69,0.292
144.0,,,,,,,,,0.016,33.1,3.68,0.25
150.0,,,,,,,,,0.014,32.9,4.31,0.296
156.0,,,,,,,,,0.016,31.9,3.6,0.271
162.0,,,,,,,,,0.017,29.2,3.26,0.232
168.0,,,,,,,,,0.014,29.0,4.05,0.315
174.0,,,,,,,,,0.012,28.4,4.5,0.313
180.0,,,,,,,,,0.012,26.9,4.65,0.329
186.0,,,,,,,,,0.012,25.2,4.62,0.329
192.0,,,,,,,,,0.012,25.0,4.41,0.336
198.0,,,,,,,,,0.014,25.0,3.73,0.271
204.0,,,,,,,,,0.013,24.6,4.11,0.326
210.0,,,,,,,,,0.008,25.6,6.52,0.466
216.0,,,,,,,,,0.01,26.0,5.0,0.308
222.0,,,,,,,,,0.015,23.8,3.59,0.26
228.0,,,,,,,,,0.014,23.7,3.7,0.239
