Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,55.11,,0.0249,,,,,,0.0,-0.91,0.0,0.0,0.00032,0.0,0.0
5.0,55.13,,0.0248,,,,,,51.6,0.0,0.0,0.0,0.0838,0.0,0.0
10.0,55.06,,0.0247,,,,,,42.0,0.0,0.265,0.0,0.0,0.0,0.0
15.0,54.89,,0.0247,,,,,,80.6,1.36,0.746,0.001,0.00234,0.0,0.0
20.0,54.44,,0.0241,,,,,,254.4,45.26,0.691,0.0,0.0,0.0,0.0001
25.0,53.26,,0.0233,,,,,,872.9,163.36,0.636,0.004,0.0,0.0,0.0
30.0,51.75,,0.023,,,,,,1287.3,240.05,0.599,0.004,0.0,0.0,0.0
35.0,50.25,,0.0226,,,,,,1471.4,270.85,0.55,0.008,0.0,0.0,0.0
40.0,48.83,,0.0227,,,,,,1567.2,257.5,0.545,0.009,0.0,0.0,0.0
45.0,47.57,,0.0228,,,,,,1587.2,227.04,0.549,0.013,0.0,0.0,0.0
50.0,46.42,,0.0229,,,,,,1491.1,212.71,0.525,0.013,0.0,0.0,0.0
55.0,45.17,,0.0229,,,,,,1413.6,200.16,0.529,0.015,0.0,0.0,0.0
60.0,43.99,,0.0229,,,,,,1428.2,199.27,0.533,0.014,0.00161,0.0,0.0
65.0,42.77,,0.0227,,,,,,1431.4,197.48,0.524,0.014,0.00343,0.0,0.0
70.0,41.47,,0.0229,,,,,,1439.0,204.31,0.542,0.014,0.0016,0.0,0.0
75.0,40.25,,0.0228,,,,,,1495.9,205.74,0.549,0.014,0.00075,0.0,0.0
80.0,39.03,,0.0229,,,,,,1578.1,206.6,0.557,0.015,0.00434,0.0,0.0
85.0,37.82,,0.0228,,,,,,1630.7,203.92,0.592,0.016,0.00735,0.0,0.0
90.0,36.73,,0.0228,,,,,,1717.8,199.26,0.65,0.017,0.00236,0.0,0.0
95.0,35.7,,0.0229,,,,,,1695.0,202.48,0.704,0.017,0.00141,0.0,0.0
100.0,34.73,,0.0228,,,,,,1593.2,200.71,0.735,0.017,0.00699,0.0,0.0
105.0,33.8,,0.0228,,,,,,1611.0,198.53,0.808,0.015,0.0076,0.0,0.0
110.0,32.84,,0.0227,,,,,,1591.6,201.98,0.9,0.016,0.00408,0.0,0.0
115.0,31.96,,0.0229,,,,,,1683.0,215.78,0.984,0.013,0.00396,0.0,0.0
120.0,31.11,,0.0227,,,,,,1645.6,226.21,1.038,0.013,0.00896,0.0,0.0
125.0,30.22,,0.0226,,,,,,1704.6,233.58,1.124,0.011,0.00645,0.0,0.0
130.0,29.47,,0.0225,,,,,,1736.9,236.7,1.19,0.012,0.01122,0.0,0.0
