Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,465.4,,,,,,,,,,,,,
5.0,465.4,,,,,,,,,,,,,
10.0,465.136,0.0,,,,,,,60.0,0.05,,,0.001,
15.0,464.256,0.0,,,,,,,111.0,0.06,,,0.0061,
20.0,464.608,0.00792,,,,,,,163.0,0.08,,0.1661,0.0037,
25.0,463.904,0.00792,,,,,,,215.0,0.04,,0.3647,0.0012,
30.0,463.024,0.00352,,,,,,,266.0,0.14,0.0001,0.4784,0.001,
35.0,461.704,0.05808,,,,,,,318.0,0.45,0.0001,0.5111,0.0013,
40.0,461.792,0.9715200000000002,,,,,,,370.0,0.81,0.0011,0.758,0.0024,
45.0,460.12,1.72568,,,,,,,379.0,1.16,0.0014,0.9997,0.0035,
50.0,460.296,1.98792,,,,,,,392.0,1.11,0.0032,0.9146,0.0027,
55.0,459.68,2.2686400000000004,,,,,,,418.0,1.05,0.0028,0.8169,0.0029,
60.0,458.624,2.4692800000000004,,,,,,,434.0,1.24,0.0065,0.8418,0.0031,
65.0,457.04,2.72624,,,,,,,417.0,1.67,0.0087,1.0732,0.005,
70.0,458.096,2.7508800000000004,,,,,,,386.0,1.84,0.0153,1.065,0.0048,
75.0,457.304,2.66992,,,,,,,480.0,1.58,0.0145,0.9048,0.0036,
80.0,456.16,2.46576,,,,,,,372.0,1.5,0.0196,0.8374,0.0037,
85.0,455.544,2.15512,,,,,,,2019.0,4.36,0.0635,2.3753,0.0086,
90.0,456.6,1.86472,,,,,,,,,,,,
95.0,456.336,1.63064,,,,,,,,,,,,
100.0,456.072,1.4388,,,,,,,1140.0,1.1,0.0209,0.6773,0.0013,
105.0,455.72,1.2848000000000002,,,,,,,864.0,0.85,0.0169,0.4632,0.0008,
110.0,454.928,1.14664,,,,,,,597.0,0.61,0.0104,0.3513,0.0006,
115.0,454.488,1.03576,,,,,,,335.0,0.52,0.0101,0.3181,0.0005,
120.0,453.608,0.9363200000000002,,,,,,,246.0,0.85,0.0108,0.4798,0.0008,
125.0,453.256,0.86768,,,,,,,-17.0,0.94,0.0131,0.5274,0.0009,
130.0,453.608,0.79024,,,,,,,,,,,,
135.0,452.904,0.7286400000000001,,,,,,,,,,,,
140.0,453.784,0.7119200000000001,,,,,,,,,,,,
145.0,453.52,0.66704,,,,,,,113.0,1.66,0.008,0.8719,0.002,
150.0,453.344,0.6441600000000001,,,,,,,77.0,1.03,0.0027,0.6058,0.0013,
155.0,452.464,0.62744,,,,,,,,,,,,
160.0,453.256,0.59928,,,,,,,,,,,,
165.0,453.96,0.5896,,,,,,,,,,,,
170.0,454.048,0.59224,,,,,,,5.0,1.79,0.0029,1.0203,0.0022,
175.0,453.608,0.56496,,,,,,,40.0,0.84,0.0014,0.4977,0.001,
180.0,452.816,0.54032,,,,,,,38.0,1.74,0.0028,0.8863,0.0022,
185.0,453.344,0.5368,,,,,,,,,,,,
190.0,453.52,0.54384,,,,,,,33.0,1.22,0.0019,0.5693,0.0014,
195.0,453.08,0.52712,,,,,,,41.0,0.78,0.0012,0.3758,0.0009,
200.0,452.024,0.53768,,,,,,,45.0,1.2,0.0024,0.5646,0.0013,
205.0,452.64,0.55264,,,,,,,,,,,,
210.0,452.816,0.5412,,,,,,,,,,,,
215.0,452.376,0.53768,,,,,,,31.0,1.04,0.0024,0.4451,0.0015,
220.0,451.76,0.52536,,,,,,,25.0,1.87,0.0056,0.7738,0.0026,
225.0,452.2,0.5016,,,,,,,,,,,,
230.0,452.376,0.5077600000000001,,,,,,,,,,,,
235.0,452.112,0.506,,,,,,,107.0,0.8,0.0025,0.4209,0.0012,
240.0,451.848,0.5104000000000001,,,,,,,119.0,1.09,0.0038,0.5426,0.0016,
245.0,451.232,0.49632,,,,,,,,,,,,
250.0,451.848,0.4928,,,,,,,117.0,1.58,0.0078,0.723,0.0025,
255.0,451.936,0.5016,,,,,,,125.0,1.11,0.006,0.5682,0.0019,
260.0,450.88,0.50072,,,,,,,289.0,0.93,0.0057,0.4637,0.0016,
265.0,450.968,0.5077600000000001,,,,,,,252.0,1.32,0.0086,0.818,0.0025,
270.0,451.496,0.49984,,,,,,,,,,,,
275.0,451.056,0.49456,,,,,,,165.0,0.8,0.0066,0.4378,0.0015,
280.0,450.792,0.49984,,,,,,,256.0,1.02,0.0105,0.5536,0.0023,
285.0,450.264,0.50336,,,,,,,,,,,,
290.0,451.056,0.4857600000000001,,,,,,,,,,,,
295.0,451.056,0.51832,,,,,,,202.0,0.77,0.0093,0.5298,0.0017,
300.0,450.176,0.50688,,,,,,,140.0,0.69,0.0074,0.3149,0.0013,
305.0,449.736,0.50512,,,,,,,,,,,,
310.0,450.44,0.49368,,,,,,,,,,,,
315.0,450.704,0.48664,,,,,,,,,,,,
320.0,450.088,0.48928,,,,,,,,,,,,
325.0,450.44,0.4972,,,,,,,96.0,0.59,0.0078,0.3237,0.0014,
330.0,450.176,0.506,,,,,,,113.0,0.56,0.0092,0.329,0.0015,
335.0,449.12,0.49808,,,,,,,82.0,0.41,0.0066,0.2226,0.001,
340.0,449.384,0.5077600000000001,,,,,,,67.0,1.39,0.021,0.721,0.0034,
345.0,448.944,0.50248,,,,,,,,,,,,
