Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,-0.002,,,,,,,0.0,0.0,0.0
3.0,,0.008,,,,,,,0.18,0.08,0.0
6.0,,0.04,,,,,,,0.179,0.08,0.0
9.0,,0.462,,,,,,,0.181,0.17,0.0
12.0,,1.7930000000000001,,,,,,,0.185,0.54,0.0
15.0,,3.378,,,,,,,0.188,0.97,0.0
18.0,,4.103,,,,,,,0.19,1.2,0.0
21.0,,4.152,,,,,,,0.191,1.3,0.0
24.0,,4.106,,,,,,,0.191,1.39,0.0
27.0,,4.261,,,,,,,0.193,1.49,0.0
30.0,,4.331,,,,,,,0.195,1.54,0.0
33.0,,4.215,,,,,,,0.197,1.53,0.0
36.0,,4.312,,,,,,,0.197,1.6,0.0
39.0,,4.532,,,,,,,0.198,1.7,0.0
42.0,,4.258,,,,,,,0.198,1.65,0.0
45.0,,3.568,,,,,,,0.197,1.47,0.0
48.0,,3.427,,,,,,,0.196,1.42,0.0
51.0,,4.207,,,,,,,0.194,1.62,0.0
54.0,,5.16,,,,,,,0.191,1.87,0.0
57.0,,5.966,,,,,,,0.188,2.14,0.0
60.0,,6.261,,,,,,,0.185,2.3,0.0
63.0,,6.4350000000000005,,,,,,,0.181,2.45,0.0
66.0,,6.516,,,,,,,0.179,2.55,0.0
69.0,,6.4,,,,,,,0.176,2.58,0.0
72.0,,6.477,,,,,,,0.172,2.67,0.0
75.0,,6.622000000000001,,,,,,,0.167,2.8,0.0
78.0,,7.021000000000001,,,,,,,0.161,3.03,0.0
81.0,,7.438,,,,,,,0.156,3.3,0.0
84.0,,7.875,,,,,,,0.15,3.6,0.0
87.0,,8.157,,,,,,,0.144,3.9,0.0
90.0,,8.503,,,,,,,0.138,4.27,0.0
93.0,,8.574,,,,,,,0.131,4.59,0.0
96.0,,8.588,,,,,,,0.123,4.92,0.0
99.0,,8.513,,,,,,,0.117,5.22,0.0
102.0,,8.16,,,,,,,0.11,5.41,0.0
105.0,,7.809,,,,,,,0.103,5.62,0.0
108.0,,7.325,,,,,,,0.095,5.83,0.0
111.0,,6.699,,,,,,,0.086,6.04,0.0
114.0,,6.122999999999999,,,,,,,0.078,6.23,0.0
117.0,,5.8260000000000005,,,,,,,0.07,6.69,0.0
120.0,,5.882000000000001,,,,,,,0.063,7.44,0.0
123.0,,5.33,,,,,,,0.057,7.71,0.0
126.0,,3.72,,,,,,,0.05,7.2,0.0
129.0,,1.9669999999999999,,,,,,,0.043,6.48,0.0
132.0,,0.899,,,,,,,0.037,6.02,0.0
135.0,,0.438,,,,,,,0.033,5.54,0.0
138.0,,0.244,,,,,,,0.028,5.32,0.0
141.0,,0.18300000000000002,,,,,,,0.024,5.17,0.0
144.0,,0.138,,,,,,,0.021,5.31,0.0
147.0,,0.12,,,,,,,0.016,5.72,0.0
150.0,,0.121,,,,,,,0.013,6.27,0.0
153.0,,0.132,,,,,,,0.011,6.55,0.0
156.0,,0.131,,,,,,,0.009,7.15,0.0
159.0,,0.111,,,,,,,0.008,7.72,0.0
162.0,,0.10400000000000001,,,,,,,0.006,8.36,0.0
165.0,,0.092,,,,,,,0.006,8.23,0.0
168.0,,0.083,,,,,,,0.006,7.77,0.0
171.0,,0.066,,,,,,,0.006,6.95,0.0
174.0,,0.057999999999999996,,,,,,,0.006,6.38,0.0
