Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,275.3,,,,,,,,,,,,,
5.0,275.3,,,,,,,,,,,,,
10.0,275.564,0.0484,,,,,,,245.0,1.87,0.0008,2.1473,0.0027,
15.0,274.596,0.95744,,,,,,,273.0,1.77,0.0004,1.2402,0.0016,
20.0,274.244,2.48072,,,,,,,301.0,1.43,0.0023,0.8973,0.0012,
25.0,273.188,3.19352,,,,,,,329.0,1.68,0.0026,0.9831,0.0015,
30.0,272.48400000000004,3.32816,,,,,,,357.0,1.48,0.0061,0.8418,0.0021,
35.0,272.044,3.36952,,,,,,,385.0,1.5,0.0063,0.8562,0.0023,
40.0,270.988,3.2956000000000003,,,,,,,413.0,1.29,0.0095,0.71,0.002,
45.0,270.284,3.1768,,,,,,,457.0,1.09,0.0087,0.6113,0.0024,
50.0,269.14,3.03512,,,,,,,507.0,1.25,0.0139,0.6813,0.0031,
55.0,268.43600000000004,2.78784,,,,,,,550.0,1.37,0.0167,0.7657,0.0031,
60.0,268.172,2.6144800000000004,,,,,,,555.0,1.4,0.0209,0.8076,0.004,
65.0,267.644,2.35312,,,,,,,572.0,1.24,0.0203,0.6997,0.0044,
70.0,266.764,2.1375200000000003,,,,,,,611.0,1.12,0.0201,0.6809,0.0038,
75.0,266.236,1.96856,,,,,,,595.0,1.34,0.0258,0.8641,0.0049,
80.0,265.97200000000004,1.8242400000000003,,,,,,,576.0,1.53,0.0282,1.0061,0.006,
85.0,265.708,1.77848,,,,,,,563.0,1.22,0.0237,0.7588,0.005,
90.0,265.092,1.6790400000000003,,,,,,,584.0,1.12,0.0197,0.7369,0.0041,
95.0,264.38800000000003,1.6324,,,,,,,613.0,1.17,0.0215,0.8054,0.0038,
100.0,264.212,1.60424,,,,,,,629.0,1.37,0.0235,0.9734,0.0054,
105.0,263.94800000000004,1.57256,,,,,,,643.0,1.36,0.0234,0.9239,0.0039,
110.0,263.50800000000004,1.55496,,,,,,,646.0,1.27,0.0194,0.8675,0.0043,
115.0,262.892,1.56112,,,,,,,628.0,1.37,0.0217,0.9131,0.0054,
120.0,262.80400000000003,1.51888,,,,,,,613.0,1.28,0.0191,0.8962,0.0049,
125.0,262.54,1.53208,,,,,,,622.0,1.09,0.017,0.7922,0.0044,
130.0,261.748,1.50128,,,,,,,661.0,1.12,0.0172,0.7783,0.0056,
135.0,261.22,1.49072,,,,,,,679.0,1.33,0.0203,0.9072,0.0053,
140.0,261.308,1.4634400000000003,,,,,,,692.0,1.66,0.0252,1.1188,0.0086,
145.0,260.956,1.4766400000000002,,,,,,,712.0,1.41,0.0223,0.9791,0.0062,
150.0,260.428,1.48104,,,,,,,778.0,1.34,0.0214,0.9251,0.0064,
155.0,259.988,1.4784000000000002,,,,,,,822.0,1.41,0.0216,0.9166,0.0057,
160.0,260.076,1.50128,,,,,,,814.0,1.85,0.0279,1.1871,0.0079,
165.0,259.46000000000004,1.51272,,,,,,,832.0,1.52,0.0233,0.9756,0.0075,
170.0,259.46000000000004,1.5356,,,,,,,828.0,1.29,0.0206,0.8503,0.0064,
175.0,258.75600000000003,1.5259200000000002,,,,,,,809.0,1.54,0.0255,1.0455,0.0076,
180.0,258.58000000000004,1.54968,,,,,,,784.0,1.48,0.0237,0.9346,0.0077,
185.0,258.404,1.53384,,,,,,,808.0,1.24,0.0207,0.8222,0.0066,
190.0,258.052,1.5532,,,,,,,880.0,1.19,0.0204,0.7971,0.0048,
195.0,257.172,1.5382400000000005,,,,,,,1022.0,1.49,0.0248,0.9826,0.0051,
200.0,257.26,1.5488000000000002,,,,,,,1074.0,1.81,0.0291,1.248,0.0081,
205.0,257.172,1.6016,,,,,,,1065.0,2.47,0.0394,1.6414,0.014,
210.0,256.732,1.59456,,,,,,,1028.0,1.78,0.0276,1.1376,0.0082,
215.0,256.55600000000004,1.6192000000000002,,,,,,,954.0,1.41,0.0225,0.9416,0.0063,
220.0,256.29200000000003,1.6236000000000002,,,,,,,865.0,1.43,0.0217,0.936,0.007,
225.0,255.764,1.6887200000000002,,,,,,,806.0,1.28,0.0192,0.8004,0.0077,
230.0,255.412,1.68256,,,,,,,760.0,1.17,0.0179,0.802,0.006,
235.0,255.06,1.70456,,,,,,,727.0,1.35,0.0204,0.9108,0.0063,
240.0,254.532,1.71248,,,,,,,768.0,1.26,0.02,0.8187,0.0069,
245.0,254.356,1.82776,,,,,,,830.0,1.29,0.021,0.8764,0.008,
250.0,253.74,1.81544,,,,,,,941.0,1.67,0.0271,1.0898,0.0086,
255.0,253.476,1.81544,,,,,,,1092.0,1.68,0.0271,1.1074,0.0097,
260.0,253.388,1.85944,,,,,,,1090.0,2.16,0.0372,1.4986,0.0123,
265.0,252.948,1.83568,,,,,,,1043.0,2.16,0.0364,1.4318,0.0087,
270.0,252.772,1.85856,,,,,,,1025.0,1.54,0.0261,0.9839,0.0071,
275.0,252.508,1.89376,,,,,,,1084.0,1.36,0.0231,0.9121,0.0075,
280.0,251.892,1.8779200000000005,,,,,,,1269.0,1.67,0.0288,1.1087,0.0086,
285.0,251.452,1.8779200000000005,,,,,,,1370.0,1.98,0.0339,1.2463,0.0088,
290.0,251.716,1.8779200000000005,,,,,,,1313.0,2.83,0.0502,1.913,0.015,
295.0,251.188,1.86736,,,,,,,1249.0,2.45,0.0428,1.649,0.0091,
300.0,251.012,1.84448,,,,,,,1225.0,1.75,0.0294,1.1413,0.0074,
305.0,250.66000000000005,1.8788,,,,,,,1160.0,1.75,0.0295,1.118,0.0086,
310.0,250.484,1.88408,,,,,,,1098.0,1.83,0.0314,1.2076,0.0099,
315.0,250.044,1.83656,,,,,,,1032.0,1.65,0.0287,1.1089,0.0089,
320.0,249.956,1.86296,,,,,,,968.0,1.72,0.03,1.192,0.0088,
