Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLR (g/s),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
5.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
10.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
15.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
20.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
25.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
30.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
35.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
40.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
45.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
50.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
55.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
60.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
65.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
70.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
75.0,,0.0,,,,,,,238.0,0.0492,0.14,,0.1189,0.0251,
80.0,,0.0,,,,,,,486.0,0.0833,0.32,,0.0743,0.0496,
85.0,,0.188,,,,,,,735.0,0.1024,0.15,0.0088,0.3236,0.1075,
90.0,,0.327,,,,,,,985.0,0.0975,0.47,0.0095,0.5829,0.2445,
95.0,,0.273,,,,,,,1234.0,0.0989,0.9,0.0336,0.4907,0.214,
100.0,,1.408,,,,,,,1481.0,0.106,0.9,0.0305,0.4202,0.3183,
105.0,,2.134,,,,,,,1731.0,0.1864,0.3,0.0644,0.3445,0.2374,
110.0,,1.621,,,,,,,1819.0,0.2134,0.52,0.0585,0.3413,0.2352,
115.0,,1.5590000000000002,,,,,,,1846.0,0.231,0.48,0.0796,0.3611,0.2473,
120.0,,2.371,,,,,,,1842.0,0.2573999999999999,0.5,0.072,0.3209,0.2531,
125.0,,2.608,,,,,,,1777.0,0.2771,0.46,0.1023,0.3064,0.274,
130.0,,2.81,,,,,,,1733.0,0.291,0.43,0.0953,0.3105,0.2907,
135.0,,2.784,,,,,,,1753.0,0.3246,0.48,0.1055,0.3038,0.2933,
140.0,,2.945,,,,,,,1795.0,0.3277,0.49,0.1034,0.3062,0.2771,
145.0,,3.374,,,,,,,1786.0,0.3356,0.49,0.1189,0.3005,0.2743,
150.0,,3.5010000000000003,,,,,,,1765.0,0.3276,0.47,0.1216,0.3155,0.2902,
155.0,,3.609,,,,,,,1751.0,0.3463,0.46,0.1272,0.2901,0.2982,
160.0,,3.439,,,,,,,1764.0,0.3586,0.44,0.1218,0.2907,0.2944,
165.0,,3.465,,,,,,,1799.0,0.3569,0.45,0.124,0.2953,0.2877,
170.0,,3.518,,,,,,,1834.0,0.3389999999999999,0.49,0.1311,0.3117,0.2853,
175.0,,3.575,,,,,,,1889.0,0.3273,0.51,0.1354,0.3317,0.2835,
180.0,,3.564,,,,,,,1939.0,0.3267,0.53,0.1363,0.3355,0.2881,
185.0,,3.65,,,,,,,2010.0,0.314,0.57,0.1379,0.3304,0.2655,
190.0,,3.715,,,,,,,2107.0,0.3046,0.55,0.1397,0.3361,0.2614,
195.0,,3.615,,,,,,,2203.0,0.2798,0.71,0.1413,0.366,0.2493,
200.0,,3.5330000000000004,,,,,,,2309.0,0.2506,0.86,0.1553,0.3889,0.2445,
205.0,,3.801,,,,,,,2350.0,0.2227,1.07,0.1535,0.3997,0.2082,
210.0,,3.929,,,,,,,2370.0,0.1761,1.26,0.1905,0.4174,0.1886,
215.0,,3.85,,,,,,,2533.0,0.1424,1.26,0.1799,0.4244,0.168,
