Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,53.57,,0.0268,,,,,,0.0,-0.49,0.001,0.0,0.00077,9e-05,0.0
5.0,53.56,,0.0267,,,,,,0.0,0.0,0.0,-0.008,6.12761,0.48332,0.0
10.0,53.57,,0.0269,,,,,,0.0,-0.49,0.0,-0.002,1.71093,0.1641,0.0039
15.0,53.57,,0.0268,,,,,,0.0,-0.98,0.0,-0.001,1.70496,0.21492,0.0026
20.0,53.55,,0.0267,,,,,,0.0,-0.98,0.0,-0.002,1.46677,0.34588,0.0
25.0,53.54,,0.0268,,,,,,0.0,-0.49,0.0,-0.001,0.81028,0.24339,0.0031
30.0,53.54,,0.0266,,,,,,0.0,-0.98,0.0,-0.001,0.47932,0.1483,0.0
35.0,53.52,,0.0269,,,,,,0.0,-0.49,0.0,-0.001,0.59664,0.14499,0.0022
40.0,53.53,,0.0268,,,,,,0.0,-0.49,0.0,-0.001,0.84321,0.15139,0.0
45.0,53.49,,0.0268,,,,,,0.0,-1.47,0.0,0.0,0.53643,0.10339,0.0014
50.0,53.46,,0.0267,,,,,,0.0,-0.49,0.0,0.0,0.3864,0.1423,0.0
55.0,53.41,,0.0268,,,,,,112.6,0.0,0.0,0.0,0.21923,0.11802,0.0005
60.0,53.34,,0.0267,,,,,,168.0,-0.98,0.0,0.0,0.16847,0.03892,0.0
65.0,53.17,,0.0268,,,,,,253.2,-0.49,0.029,0.0,0.1975,0.09665,0.0004
70.0,53.0,,0.0267,,,,,,377.3,0.48,0.077,0.0,0.22231,0.09352,0.0
75.0,52.77,,0.0264,,,,,,413.2,-0.48,0.386,0.0,0.32065,0.03883,0.0
80.0,52.45,,0.0262,,,,,,331.6,5.76,0.716,0.0,0.2914,0.05297,0.0
85.0,51.95,,0.026,,,,,,534.3,53.08,0.649,0.001,0.25994,0.04953,0.0
90.0,51.0,,0.0255,,,,,,929.2,131.62,0.601,0.001,0.24206,0.07397,0.0
95.0,49.9,,0.0248,,,,,,1223.5,174.18,0.569,0.005,0.25306,0.074,0.0
100.0,48.88,,0.025,,,,,,1366.4,184.47,0.567,0.005,0.26378,0.0758,0.0
105.0,47.86,,0.0249,,,,,,1350.5,180.19,0.577,0.01,0.27885,0.07564,0.0001
110.0,46.83,,0.0246,,,,,,1398.3,174.88,0.586,0.009,0.27856,0.07525,0.0
115.0,45.82,,0.0245,,,,,,1477.9,182.53,0.559,0.013,0.28712,0.07519,0.0
120.0,44.8,,0.025,,,,,,1548.0,181.52,0.582,0.014,0.30089,0.87901,0.0001
125.0,43.8,,0.0246,,,,,,1576.1,173.05,0.582,0.016,0.30856,0.08258,0.0001
130.0,42.89,,0.0248,,,,,,1590.8,169.76,0.598,0.017,0.31596,0.08688,0.0001
135.0,42.01,,0.0248,,,,,,1534.2,162.34,0.61,0.017,0.3194,0.0889,0.0001
140.0,41.13,,0.0248,,,,,,1539.6,156.54,0.626,0.018,0.32408,0.09353,0.0
145.0,40.3,,0.0249,,,,,,1527.0,154.37,0.636,0.018,0.33675,0.0986,0.0001
150.0,39.55,,0.0249,,,,,,1582.3,151.98,0.664,0.018,0.33672,0.1001,0.0
155.0,38.75,,0.0248,,,,,,1584.8,146.1,0.706,0.017,0.35127,0.10453,0.0
160.0,38.03,,0.0249,,,,,,1620.9,149.42,0.734,0.018,0.35665,0.09937,0.0001
165.0,37.32,,0.025,,,,,,1533.1,151.47,0.761,0.016,0.35124,0.10434,0.0001
170.0,36.6,,0.0251,,,,,,1556.0,150.9,0.844,0.017,0.3691,0.10525,0.0
175.0,35.91,,0.0247,,,,,,1513.7,152.1,0.906,0.015,0.38954,0.10479,0.0001
180.0,35.23,,0.0247,,,,,,1508.4,162.43,0.975,0.015,0.39349,0.09074,0.0
185.0,34.54,,0.0244,,,,,,1530.5,171.2,1.021,0.013,0.40307,0.08646,0.0
190.0,33.87,,0.0246,,,,,,1546.2,182.04,1.097,0.013,0.42411,0.09135,0.0
195.0,33.23,,0.0243,,,,,,1524.4,185.36,1.159,0.011,0.43076,0.08366,0.0
200.0,32.58,,0.0246,,,,,,1617.5,193.3,1.238,0.012,0.45479,0.07758,0.0
205.0,31.97,,0.0244,,,,,,1571.3,199.09,1.24,0.01,0.45713,0.0748,0.0
210.0,31.37,,0.0245,,,,,,1562.4,203.48,1.288,0.011,0.46642,0.07013,0.0
215.0,30.75,,0.0246,,,,,,1626.7,200.18,1.36,0.01,0.50438,0.06829,0.0
220.0,30.23,,0.0245,,,,,,1656.5,198.43,1.419,0.011,0.53341,0.06584,0.0001
225.0,29.75,,0.0246,,,,,,1575.1,188.61,1.481,0.01,0.54781,0.06338,0.0
230.0,29.28,,0.0245,,,,,,1591.2,181.26,1.536,0.011,0.58607,0.06262,0.0
235.0,28.89,,0.0249,,,,,,1535.8,172.57,1.625,0.01,0.63758,0.06643,0.0001
240.0,28.53,,0.0249,,,,,,1551.4,158.77,1.813,0.012,0.71678,0.06357,0.0
245.0,28.25,,0.0251,,,,,,1528.9,143.81,1.935,0.012,0.82297,0.05972,0.0
250.0,28.04,,0.0251,,,,,,1251.7,130.58,1.867,0.013,0.85579,0.0558,0.0
255.0,27.82,,0.0253,,,,,,1086.7,111.1,2.07,0.012,1.01094,0.05972,0.0
260.0,27.67,,0.0254,,,,,,964.5,93.12,2.473,0.018,1.3168,0.07273,0.0
265.0,27.59,,0.0255,,,,,,665.9,77.66,2.392,0.014,1.33149,0.07783,0.0007
270.0,27.49,,0.0258,,,,,,432.0,64.91,2.399,0.013,1.43249,0.09306,0.0001
275.0,27.43,,0.0259,,,,,,243.0,53.86,2.229,0.014,1.50626,0.10293,0.001
280.0,27.37,,0.0258,,,,,,102.6,45.33,1.808,0.016,1.29261,0.10236,0.0
285.0,27.29,,0.0259,,,,,,75.3,39.71,2.293,0.025,1.61547,0.1579,0.0015
290.0,27.26,,0.0262,,,,,,23.9,34.43,1.809,0.036,1.44964,0.16767,0.0
295.0,27.25,,0.0262,,,,,,13.6,29.67,1.061,0.024,0.93125,0.11099,0.0012
300.0,27.15,,0.0262,,,,,,4.5,25.84,1.413,0.055,1.10798,0.15748,0.0
305.0,27.13,,0.0261,,,,,,0.0,24.3,1.722,0.067,1.22963,0.16119,0.0001
310.0,27.11,,0.0263,,,,,,0.0,23.54,1.146,0.044,0.67769,0.09139,0.0
315.0,27.04,,0.0261,,,,,,12.8,22.92,1.091,0.06,0.68829,0.08943,0.0014
320.0,27.01,,0.0262,,,,,,0.0,22.54,1.199,0.059,0.62449,0.08463,0.0016
325.0,26.96,,0.0261,,,,,,4.4,21.03,1.135,0.063,0.58283,0.07445,0.0
330.0,26.9,,0.0262,,,,,,19.8,21.55,1.646,0.092,0.31315,0.10416,0.0001
335.0,26.83,,0.0262,,,,,,36.5,20.57,1.668,0.102,0.74351,0.11072,0.0023
340.0,26.85,,0.0263,,,,,,36.5,19.26,1.521,0.087,0.66568,0.09196,0.0001
345.0,26.8,,0.0261,,,,,,26.4,18.61,1.695,0.099,0.86125,0.10327,0.0001
350.0,26.77,,0.0263,,,,,,16.9,18.28,1.527,0.094,0.67232,0.09213,0.0
355.0,26.75,,0.0263,,,,,,5.9,16.85,1.074,0.07,0.39213,0.06974,0.0
360.0,26.69,,0.0263,,,,,,0.0,16.35,1.271,0.083,0.62502,0.08044,0.0
365.0,26.65,,0.0263,,,,,,0.0,15.9,1.779,0.119,0.91636,0.12225,0.0
370.0,26.64,,0.0263,,,,,,0.0,14.89,2.403,0.156,1.0253,0.15507,0.0
375.0,26.61,,0.0264,,,,,,0.0,14.02,2.534,0.174,0.81428,0.18559,0.0
380.0,26.61,,0.0263,,,,,,0.0,14.41,1.417,0.102,0.35485,0.10589,0.0
385.0,26.59,,0.0263,,,,,,0.0,13.49,0.985,0.078,0.36126,0.0831,0.0
390.0,26.54,,0.0265,,,,,,0.0,12.59,1.23,0.097,0.46535,0.10523,0.0
395.0,26.54,,0.0262,,,,,,0.0,12.92,1.096,0.083,0.34479,0.09303,0.0
400.0,26.49,,0.0263,,,,,,0.0,12.04,1.246,0.106,0.54711,0.11572,0.0
405.0,26.49,,0.0263,,,,,,0.0,11.55,1.318,0.114,0.64838,0.12963,0.0
410.0,26.47,,0.0263,,,,,,0.0,11.56,1.063,0.077,0.54058,0.08579,0.0
415.0,26.44,,0.0262,,,,,,2.3,11.51,1.065,0.077,0.41748,0.08801,0.0
420.0,26.41,,0.0264,,,,,,0.0,11.58,2.583,0.184,0.62099,0.20698,0.0
425.0,26.42,,0.0263,,,,,,0.0,10.59,2.624,0.167,0.3731,0.19738,0.0
430.0,26.4,,0.0264,,,,,,0.0,10.61,1.452,0.082,0.12583,0.09496,0.0
435.0,26.37,,0.0263,,,,,,0.0,10.58,1.703,0.097,0.19863,0.11065,0.001
440.0,26.37,,0.0263,,,,,,10.3,10.03,2.204,0.127,0.50443,0.14217,0.0012
445.0,26.34,,0.0264,,,,,,0.0,10.13,2.146,0.128,0.90061,0.14002,0.0
450.0,26.32,,0.0262,,,,,,0.0,9.58,3.588,0.191,1.0985,0.22136,0.0
455.0,26.33,,0.0263,,,,,,27.3,9.62,2.071,0.123,0.6058,0.14113,0.0017
