Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,0.013999999999999999,,,,,,,0.0,0.0,0.0
3.0,,0.036000000000000004,,,,,,,0.131,0.16,-0.003
6.0,,0.03,,,,,,,0.128,0.16,0.0
9.0,,0.027000000000000003,,,,,,,0.125,0.16,0.007
12.0,,0.057999999999999996,,,,,,,0.123,0.31,0.014
15.0,,0.467,,,,,,,0.12,1.29,0.002
18.0,,1.453,,,,,,,0.118,2.43,-0.002
21.0,,2.556,,,,,,,0.116,3.47,0.0
24.0,,3.708,,,,,,,0.115,4.45,0.006
27.0,,4.324,,,,,,,0.113,4.29,0.011
30.0,,4.113,,,,,,,0.112,3.65,0.016
33.0,,3.4730000000000003,,,,,,,0.111,3.05,0.019
36.0,,3.077,,,,,,,0.11,2.89,0.024
39.0,,3.13,,,,,,,0.109,3.04,0.029
42.0,,3.4310000000000005,,,,,,,0.108,3.2,0.036
45.0,,3.6510000000000002,,,,,,,0.107,3.2,0.037
48.0,,3.522,,,,,,,0.107,2.85,0.031
51.0,,2.995,,,,,,,0.106,2.37,0.022
54.0,,2.34,,,,,,,0.105,1.98,0.014
57.0,,1.835,,,,,,,0.105,1.75,0.007
60.0,,1.541,,,,,,,0.105,1.59,0.004
63.0,,1.326,,,,,,,0.105,1.46,0.005
66.0,,1.2140000000000002,,,,,,,0.105,1.4,0.006
69.0,,1.191,,,,,,,0.103,1.44,0.007
72.0,,1.195,,,,,,,0.101,1.43,0.007
75.0,,1.193,,,,,,,0.102,1.41,0.009
78.0,,1.195,,,,,,,0.102,1.42,0.01
81.0,,1.192,,,,,,,0.103,1.39,0.008
84.0,,1.171,,,,,,,0.103,1.37,0.007
87.0,,1.183,,,,,,,0.104,1.41,0.006
90.0,,1.222,,,,,,,0.104,1.45,0.005
93.0,,1.223,,,,,,,0.106,1.42,0.003
96.0,,1.229,,,,,,,0.107,1.4,0.004
99.0,,1.199,,,,,,,0.108,1.36,0.004
102.0,,1.18,,,,,,,0.111,1.32,0.006
105.0,,1.187,,,,,,,0.112,1.33,0.007
108.0,,1.213,,,,,,,0.114,1.33,0.006
111.0,,1.24,,,,,,,0.116,1.31,0.006
