Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,466.02,,0.0271,,,,,,0.0,0.0,0.001,0.0,0.00053,0.0,0.0
5.0,466.08,,0.0268,,,,,,27.8,0.0,0.138,0.0,0.06232,5e-05,0.0
10.0,465.98,,0.0268,,,,,,56.4,0.49,0.785,0.0,0.01852,1e-05,0.0
15.0,465.84,,0.0267,,,,,,146.2,0.98,0.896,0.011,0.01123,4e-05,0.0084
20.0,465.01,,0.0257,,,,,,446.3,1.41,0.825,0.007,0.00981,0.0,0.0074
25.0,463.98,,0.0253,,,,,,779.1,0.0,0.759,0.038,0.00795,3e-05,0.0081
30.0,462.68,,0.0247,,,,,,1092.4,0.0,0.709,0.037,0.01752,3e-05,0.0168
35.0,461.51,,0.0247,,,,,,1355.7,13.56,0.717,0.069,0.03368,0.0,0.0401
40.0,460.43,,0.0248,,,,,,1469.2,116.54,0.727,0.076,0.05428,0.0,0.0677
45.0,459.42,,0.0248,,,,,,1411.7,192.58,0.754,0.104,0.07947,2e-05,0.0133
50.0,458.53,,0.0249,,,,,,1416.5,239.65,0.747,0.111,0.10464,0.0,0.0098
55.0,457.61,,0.0251,,,,,,1322.8,239.24,0.766,0.12,0.12922,0.0,0.0101
60.0,456.83,,0.0253,,,,,,1242.4,224.87,0.787,0.123,0.15426,0.0,0.0102
65.0,455.95,,0.025,,,,,,1240.4,204.71,0.807,0.118,0.17482,0.0,0.0098
70.0,455.22,,0.0252,,,,,,1288.8,195.49,0.838,0.125,0.19775,1e-05,0.0098
75.0,454.4,,0.025,,,,,,1243.3,184.22,0.865,0.116,0.21411,1e-05,0.0095
80.0,453.77,,0.0251,,,,,,1207.6,171.95,0.85,0.114,0.21991,1e-05,0.009
85.0,452.93,,0.025,,,,,,1110.7,171.12,0.856,0.104,0.22195,1e-05,0.0084
90.0,452.25,,0.0251,,,,,,1121.1,173.08,0.884,0.103,0.22374,1e-05,0.0079
95.0,451.43,,0.0251,,,,,,1076.5,169.91,0.927,0.097,0.23285,1e-05,0.0074
100.0,450.69,,0.0251,,,,,,1092.5,168.67,0.952,0.099,0.24442,1e-05,0.065
105.0,449.95,,0.0251,,,,,,1105.5,168.04,0.945,0.096,0.24639,1e-05,0.0605
110.0,449.18,,0.0251,,,,,,1123.9,170.27,0.929,0.096,0.25043,1e-05,0.0601
115.0,448.45,,0.0248,,,,,,1104.8,171.1,0.925,0.091,0.25501,1e-05,0.0586
120.0,447.66,,0.0249,,,,,,1118.5,179.38,0.925,0.093,0.2672,1e-05,0.0578
125.0,446.92,,0.0249,,,,,,1129.5,185.15,0.929,0.096,0.28164,1e-05,0.0569
130.0,446.18,,0.0249,,,,,,1141.0,188.67,0.945,0.1,0.29782,1e-05,0.058
135.0,445.51,,0.0249,,,,,,1113.3,187.07,0.981,0.104,0.31985,1e-05,0.0591
140.0,444.8,,0.0249,,,,,,1050.5,187.03,0.959,0.108,0.33615,1e-05,0.0597
145.0,444.25,,0.0249,,,,,,1003.0,186.89,0.896,0.106,0.34361,1e-05,0.0582
150.0,443.53,,0.0249,,,,,,1027.9,183.81,0.848,0.111,0.3643,1e-05,0.0601
155.0,442.98,,0.0251,,,,,,1049.0,177.83,0.892,0.116,0.40014,1e-05,0.0622
160.0,442.38,,0.0251,,,,,,1128.2,175.84,0.895,0.124,0.43197,1e-05,0.0644
165.0,441.91,,0.0252,,,,,,1089.0,170.09,0.917,0.124,0.44952,1e-05,0.0653
170.0,441.38,,0.0254,,,,,,1068.6,161.36,0.906,0.125,0.4461,1e-05,0.0661
175.0,440.92,,0.0254,,,,,,1081.0,147.65,0.89,0.12,0.43637,1e-05,0.0649
180.0,440.38,,0.0253,,,,,,1069.4,137.1,0.9,0.125,0.4496,1e-05,0.0674
185.0,439.91,,0.0253,,,,,,1063.3,129.94,0.911,0.122,0.4685,1e-05,0.0671
190.0,439.47,,0.0251,,,,,,1043.5,124.88,0.905,0.122,0.46382,0.0,0.0657
195.0,438.99,,0.0254,,,,,,1063.0,122.52,0.911,0.119,0.46498,0.0,0.065
200.0,438.56,,0.0253,,,,,,1035.0,120.92,0.925,0.123,0.47116,0.0,0.0667
205.0,438.09,,0.0255,,,,,,1019.8,118.42,0.955,0.125,0.47647,1e-05,0.0669
210.0,437.71,,0.0254,,,,,,994.8,114.32,0.94,0.123,0.45808,0.0,0.065
215.0,437.24,,0.0253,,,,,,959.7,112.2,0.92,0.121,0.45478,3e-05,0.0629
220.0,436.85,,0.0254,,,,,,966.8,111.41,0.942,0.126,0.45665,1e-05,0.0632
225.0,436.41,,0.0254,,,,,,978.7,108.81,0.94,0.125,0.46888,1e-05,0.0618
230.0,436.04,,0.0254,,,,,,1008.4,106.62,0.951,0.126,0.46429,1e-05,0.0612
235.0,435.61,,0.0254,,,,,,967.3,105.68,0.915,0.12,0.44273,1e-05,0.0581
240.0,435.25,,0.0254,,,,,,932.1,104.59,0.907,0.118,0.42484,2e-05,0.0558
245.0,434.77,,0.0254,,,,,,992.9,102.29,0.907,0.119,0.439,3e-05,0.0565
250.0,434.43,,0.0255,,,,,,995.4,102.63,0.914,0.123,0.43915,1e-05,0.0581
255.0,434.0,,0.0255,,,,,,982.3,101.21,0.919,0.121,0.43253,1e-05,0.0574
260.0,433.66,,0.0254,,,,,,1004.7,101.53,0.929,0.123,0.44667,1e-05,0.0577
270.0,432.9,,0.0256,,,,,,988.8,101.24,0.935,0.129,0.46103,1e-05,0.0601
275.0,432.53,,0.0256,,,,,,872.9,99.26,0.907,0.12,0.42428,1e-05,0.0552
280.0,432.15,,0.0256,,,,,,886.4,97.86,0.898,0.12,0.42649,2e-05,0.0539
285.0,431.76,,0.0255,,,,,,924.2,97.78,0.944,0.122,0.43344,1e-05,0.0558
290.0,431.4,,0.0255,,,,,,921.6,96.1,0.958,0.126,0.43243,1e-05,0.0566
295.0,431.06,,0.0256,,,,,,909.0,93.88,0.979,0.127,0.43098,3e-05,0.0552
300.0,430.7,,0.0255,,,,,,882.9,92.9,0.968,0.126,0.43236,1e-05,0.0539
305.0,430.37,,0.0255,,,,,,905.0,93.97,0.954,0.122,0.40637,1e-05,0.0523
310.0,429.99,,0.0255,,,,,,895.5,93.27,0.952,0.12,0.42114,1e-05,0.0515
315.0,429.66,,0.0256,,,,,,874.5,91.38,0.967,0.121,0.40534,0.0,0.0509
320.0,429.27,,0.0255,,,,,,863.2,91.25,0.974,0.122,0.40175,0.0,0.051
325.0,428.96,,0.0253,,,,,,911.3,91.05,0.991,0.121,0.40632,0.0,0.0512
330.0,428.57,,0.0255,,,,,,927.6,91.08,0.983,0.121,0.39177,0.0,0.0516
335.0,428.28,,0.0256,,,,,,887.0,90.96,0.99,0.121,0.39188,3e-05,0.0502
340.0,427.88,,0.0256,,,,,,914.1,91.85,0.981,0.122,0.39363,3e-05,0.0508
345.0,427.59,,0.0255,,,,,,891.9,92.21,0.95,0.121,0.38553,0.0,0.0495
350.0,427.2,,0.0256,,,,,,860.6,92.27,0.937,0.121,0.37622,0.0,0.049
355.0,426.89,,0.0255,,,,,,872.0,90.57,0.958,0.123,0.39404,3e-05,0.049
360.0,426.52,,0.0255,,,,,,826.2,89.89,0.988,0.125,0.39541,1e-05,0.049
365.0,426.22,,0.0254,,,,,,826.7,91.68,0.966,0.122,0.38209,4e-05,0.049
370.0,425.85,,0.0257,,,,,,841.8,90.75,0.997,0.125,0.39063,1e-05,0.0499
375.0,425.56,,0.0255,,,,,,834.9,89.86,0.966,0.122,0.375,0.0,0.0471
380.0,425.21,,0.0255,,,,,,770.3,88.77,0.962,0.121,0.3748,4e-05,0.046
385.0,424.88,,0.0256,,,,,,811.2,90.62,0.996,0.124,0.37452,3e-05,0.0459
390.0,424.55,,0.0255,,,,,,823.8,89.24,1.01,0.124,0.37212,0.0,0.0456
395.0,424.23,,0.0257,,,,,,818.5,89.05,1.007,0.125,0.38117,0.0,0.046
400.0,423.9,,0.0255,,,,,,802.2,88.75,1.024,0.125,0.37928,0.0,0.0455
405.0,423.58,,0.0255,,,,,,828.9,88.27,1.048,0.127,0.3883,4e-05,0.045
410.0,423.26,,0.0256,,,,,,833.4,88.6,1.045,0.127,0.38197,3e-05,0.0439
415.0,422.95,,0.0255,,,,,,827.5,88.8,1.046,0.122,0.37081,0.0,0.0435
420.0,422.61,,0.0254,,,,,,841.0,89.33,1.078,0.125,0.37777,0.0,0.0438
425.0,422.31,,0.0256,,,,,,809.7,89.11,1.082,0.127,0.39918,0.0,0.0439
430.0,421.99,,0.0255,,,,,,792.6,88.39,1.079,0.125,0.3804,0.0001,0.0428
435.0,421.69,,0.0254,,,,,,755.0,88.81,1.067,0.123,0.38002,0.0,0.0415
440.0,421.37,,0.0256,,,,,,793.1,90.26,1.061,0.124,0.37352,0.0,0.0409
445.0,421.05,,0.0255,,,,,,719.5,89.31,1.015,0.118,0.3578,8e-05,0.038
450.0,420.74,,0.0254,,,,,,719.4,89.45,0.988,0.117,0.36191,5e-05,0.0369
455.0,420.36,,0.0254,,,,,,741.6,89.29,1.036,0.123,0.37348,0.0,0.0385
460.0,420.1,,0.0255,,,,,,779.5,89.37,1.05,0.128,0.38743,8e-05,0.039
465.0,419.73,,0.0254,,,,,,756.7,89.68,1.061,0.133,0.39925,0.0,0.0404
470.0,419.5,,0.0255,,,,,,791.5,90.61,1.065,0.131,0.41214,0.0,0.0393
