Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,31.4,,,,,,,,,,,,,
5.0,31.4,,,,,,,,,,,,,
10.0,31.3,0.006,,,,,,,627.0,3.43,0.0007,2.8194,0.0082,
15.0,30.9,1.485,,,,,,,752.0,3.7,0.0085,1.6484,0.0708,
20.0,29.5,6.12,,,,,,,876.0,2.56,0.0043,1.0203,0.0645,
25.0,27.8,8.942,,,,,,,1001.0,2.41,0.0237,0.8458,0.0729,
30.0,25.8,10.623,,,,,,,1125.0,2.26,0.0198,0.7939,0.062,
35.0,23.6,11.998,,,,,,,1248.0,2.36,0.0411,0.7659,0.0561,
40.0,21.5,13.006,,,,,,,1372.0,2.33,0.0383,0.7308,0.0669,
45.0,19.1,13.824000000000002,,,,,,,1376.0,2.17,0.0608,0.6703,0.0612,
50.0,16.599999999999998,14.147,,,,,,,1379.0,2.19,0.0597,0.6516,0.0578,
55.0,14.0,14.169,,,,,,,1409.0,2.2,,0.6056,0.0731,
60.0,11.599999999999998,14.298,,,,,,,1463.0,2.01,,0.5752,0.0582,
65.0,9.399999999999997,13.697,,,,,,,1517.0,1.98,,0.5435,0.0593,
70.0,7.399999999999999,12.607,,,,,,,1612.0,1.85,,0.5232,0.0552,
75.0,5.599999999999998,11.231,,,,,,,1726.0,1.72,,0.4946,0.0565,
80.0,3.999999999999993,9.701,,,,,,,1874.0,1.64,,0.4703,0.0634,
85.0,2.799999999999997,8.168,,,,,,,2106.0,1.48,0.142,0.4309,0.0643,
90.0,1.599999999999998,6.62,,,,,,,2544.0,1.36,0.1876,0.3587,0.0644,
95.0,0.7999999999999972,5.186,,,,,,,3149.0,1.1,0.1712,0.227,0.0785,
100.0,0.1999999999999957,3.661000000000001,,,,,,,3819.0,0.81,0.3054,0.1771,0.0763,
105.0,-7.105427357601002e-15,1.998,,,,,,,3767.0,0.5,0.3933,0.2878,0.1131,
110.0,-0.1000000000000014,0.703,,,,,,,,,,,,
115.0,-7.105427357601002e-15,0.286,,,,,,,,,,,,
120.0,-0.1000000000000014,0.191,,,,,,,,,,,,
125.0,-0.2000000000000028,0.155,,,,,,,,,,,,
130.0,-7.105427357601002e-15,0.123,,,,,,,,,,,,
135.0,-7.105427357601002e-15,0.1119999999999999,,,,,,,,,,,,
140.0,-7.105427357601002e-15,0.098,,,,,,,,,,,,
145.0,-7.105427357601002e-15,0.086,,,,,,,,,,,,
150.0,-0.1000000000000014,0.07,,,,,,,,,,,,
155.0,-0.1000000000000014,0.066,,,,,,,,,,,,
160.0,-0.2000000000000028,0.051,,,,,,,,,,,,
165.0,-0.1000000000000014,0.052,,,,,,,,,,,,
170.0,-0.2000000000000028,0.037,,,,,,,,,,,,
175.0,-7.105427357601002e-15,0.042,,,,,,,,,,,,
180.0,-7.105427357601002e-15,0.031,,,,,,,,,,,,
185.0,-0.1000000000000014,0.026,,,,,,,,,,,,
190.0,-7.105427357601002e-15,0.02,,,,,,,,,,,,
195.0,-7.105427357601002e-15,0.017,,,,,,,,,,,,
200.0,-0.1000000000000014,0.022,,,,,,,,,,,,
205.0,-0.1000000000000014,0.02,,,,,,,,,,,,
210.0,-0.1000000000000014,0.024,,,,,,,,,,,,
215.0,-0.2000000000000028,0.024,,,,,,,,,,,,
