Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,0.002,,,,,,,0.0,0.0,0.0
3.0,,0.018000000000000002,,,,,,,0.176,0.1,-0.007
6.0,,0.006999999999999999,,,,,,,0.178,0.09,-0.005
9.0,,0.154,,,,,,,0.18,0.32,0.006
12.0,,1.327,,,,,,,0.181,1.31,0.031
15.0,,3.2889999999999997,,,,,,,0.182,2.0,0.043
18.0,,4.359,,,,,,,0.184,2.01,0.043
21.0,,4.337,,,,,,,0.185,1.89,0.052
24.0,,4.207,,,,,,,0.187,1.92,0.059
27.0,,4.519,,,,,,,0.187,2.08,0.053
30.0,,4.708,,,,,,,0.187,2.14,0.045
33.0,,4.84,,,,,,,0.187,2.15,0.042
36.0,,4.837,,,,,,,0.187,2.11,0.034
39.0,,4.4239999999999995,,,,,,,0.188,1.85,0.027
42.0,,3.8680000000000003,,,,,,,0.188,1.68,0.028
45.0,,3.469,,,,,,,0.187,1.63,0.031
48.0,,3.4610000000000003,,,,,,,0.186,1.7,0.035
51.0,,3.85,,,,,,,0.185,1.98,0.034
54.0,,4.553,,,,,,,0.183,2.28,0.033
57.0,,5.173,,,,,,,0.182,2.46,0.034
60.0,,5.556,,,,,,,0.179,2.58,0.033
63.0,,5.851,,,,,,,0.177,2.69,0.033
66.0,,5.838,,,,,,,0.174,2.68,0.033
69.0,,5.819,,,,,,,0.171,2.76,0.034
72.0,,5.912000000000001,,,,,,,0.168,2.89,0.039
75.0,,6.189,,,,,,,0.164,3.14,0.045
78.0,,6.571000000000001,,,,,,,0.16,3.36,0.043
81.0,,6.86,,,,,,,0.155,3.61,0.046
84.0,,7.1450000000000005,,,,,,,0.149,3.85,0.05
87.0,,7.367999999999999,,,,,,,0.144,4.06,0.054
90.0,,7.369,,,,,,,0.138,4.17,0.054
93.0,,7.178,,,,,,,0.132,4.24,0.053
96.0,,7.009,,,,,,,0.125,4.38,0.056
99.0,,6.934,,,,,,,0.119,4.57,0.055
102.0,,6.746,,,,,,,0.112,4.69,0.056
105.0,,6.572000000000001,,,,,,,0.105,4.88,0.065
108.0,,6.426,,,,,,,0.098,5.03,0.07
111.0,,6.1000000000000005,,,,,,,0.091,5.11,0.074
114.0,,5.995,,,,,,,0.085,5.5,0.085
117.0,,5.585,,,,,,,0.078,5.35,0.093
120.0,,5.087,,,,,,,0.071,5.21,0.094
123.0,,4.4510000000000005,,,,,,,0.064,5.27,0.09
126.0,,3.946,,,,,,,0.058,5.17,0.083
129.0,,3.588,,,,,,,0.051,5.41,0.081
132.0,,3.193,,,,,,,0.046,5.41,0.06
135.0,,2.585,,,,,,,0.041,4.81,0.04
138.0,,1.891,,,,,,,0.035,4.48,0.032
141.0,,1.358,,,,,,,0.03,4.23,0.035
144.0,,1.0170000000000001,,,,,,,0.026,4.14,0.049
147.0,,0.77,,,,,,,0.022,3.94,0.053
150.0,,0.5870000000000001,,,,,,,0.018,4.07,0.055
153.0,,0.45299999999999996,,,,,,,0.015,4.3,0.064
156.0,,0.35600000000000004,,,,,,,0.012,4.5,0.07
159.0,,0.282,,,,,,,0.01,4.82,0.084
162.0,,0.23800000000000002,,,,,,,0.009,4.95,0.094
165.0,,0.193,,,,,,,0.007,5.4,0.097
168.0,,0.158,,,,,,,0.006,5.97,0.103
171.0,,0.153,,,,,,,0.005,6.76,0.077
174.0,,0.127,,,,,,,0.004,0.0,0.0
177.0,,0.11599999999999999,,,,,,,0.003,0.0,0.0
180.0,,0.11900000000000001,,,,,,,0.003,0.0,0.0
183.0,,0.09699999999999999,,,,,,,0.003,0.0,0.0
186.0,,0.10300000000000001,,,,,,,0.003,0.0,0.0
189.0,,0.095,,,,,,,0.003,0.0,0.0
