Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,52.88,,0.0288,,,,,,0.0,2.11,0.001,0.0,1e-05,0.0,0.0
5.0,52.93,,0.0287,,,,,,342.1,1.05,3.085,0.0,0.0,0.01161,0.0058
10.0,52.83,,0.0287,,,,,,593.3,2.11,10.164,0.0,0.40059,0.04244,0.0176
15.0,52.83,,0.0289,,,,,,0.0,-0.53,10.003,0.0,0.50286,0.05789,0.0
20.0,52.9,,0.0288,,,,,,0.0,-0.53,12.276,0.0,0.47801,0.08961,0.0
25.0,52.85,,0.0287,,,,,,183.6,0.53,2.824,0.005,0.47745,0.03694,0.0
30.0,52.83,,0.0287,,,,,,307.2,0.53,1.171,0.002,0.35774,0.02274,0.0017
35.0,52.74,,0.0288,,,,,,286.7,2.11,1.95,0.002,0.22447,0.02174,0.0
40.0,52.54,,0.0281,,,,,,517.4,15.91,1.446,0.002,0.22094,0.00757,0.0
45.0,52.27,,0.0281,,,,,,487.0,89.74,1.694,0.014,0.29126,0.00729,0.0
50.0,52.11,,0.0281,,,,,,770.7,83.18,2.047,0.016,0.37909,0.00774,0.0
55.0,51.97,,0.0279,,,,,,682.0,74.96,1.832,0.024,0.37123,0.00612,0.0
60.0,51.77,,0.0279,,,,,,504.2,81.05,1.706,0.02,0.31971,0.00518,0.0
65.0,51.55,,0.0278,,,,,,548.3,90.75,1.795,0.029,0.36274,0.00535,0.0
70.0,51.32,,0.0279,,,,,,524.9,98.26,1.734,0.028,0.38615,0.00509,0.0
75.0,51.13,,0.0277,,,,,,530.9,105.18,1.622,0.03,0.39464,0.00474,0.0005
80.0,50.84,,0.0278,,,,,,667.9,108.97,1.807,0.034,0.45895,0.00521,0.0009
85.0,50.65,,0.0277,,,,,,625.0,108.92,1.8,0.034,0.45901,0.00598,0.0
90.0,50.44,,0.0275,,,,,,540.7,111.88,1.565,0.028,0.38967,0.00555,0.0004
95.0,50.13,,0.0275,,,,,,546.7,119.1,1.525,0.028,0.38176,0.0053,0.0005
100.0,49.87,,0.0274,,,,,,543.7,125.72,1.478,0.027,0.38599,0.00589,0.0004
105.0,49.54,,0.0274,,,,,,605.6,132.17,1.581,0.03,0.42807,0.00547,0.0004
110.0,49.24,,0.0274,,,,,,693.8,134.84,1.616,0.032,0.45571,0.00632,0.0
115.0,49.02,,0.0274,,,,,,666.7,134.48,1.572,0.032,0.47225,0.00614,0.0
120.0,48.65,,0.0275,,,,,,678.1,132.5,1.754,0.034,0.51617,0.00638,0.0
125.0,48.47,,0.0276,,,,,,657.5,133.8,1.674,0.032,0.5026,0.0061,0.0
130.0,48.13,,0.0274,,,,,,596.3,138.92,1.492,0.026,0.4321,0.00564,0.0
135.0,47.81,,0.0274,,,,,,620.7,148.38,1.448,0.025,0.39531,0.00513,0.0
140.0,47.35,,0.0272,,,,,,657.9,164.9,1.455,0.023,0.42025,0.00773,0.0
145.0,47.0,,0.027,,,,,,653.4,178.5,1.36,0.024,0.40393,0.0068,0.0
150.0,46.48,,0.0268,,,,,,696.0,192.98,1.334,0.023,0.39336,0.00783,0.0001
155.0,45.97,,0.027,,,,,,708.1,208.06,1.396,0.028,0.41313,0.00737,0.0
160.0,45.52,,0.0267,,,,,,786.0,212.95,1.408,0.029,0.4276,0.00747,0.0003
165.0,45.04,,0.0269,,,,,,787.6,212.18,1.423,0.036,0.43065,0.00687,0.0004
170.0,44.64,,0.0268,,,,,,816.7,206.43,1.49,0.041,0.46232,0.00593,0.0002
175.0,44.24,,0.0271,,,,,,1003.2,191.26,1.775,0.053,0.56011,0.00626,0.0005
180.0,43.98,,0.0274,,,,,,999.8,173.02,1.776,0.063,0.61393,0.00682,0.0008
185.0,43.78,,0.0275,,,,,,710.5,152.02,1.579,0.061,0.58837,0.00601,0.0
190.0,43.47,,0.0276,,,,,,784.2,123.88,2.038,0.093,0.76183,0.0078,0.0012
195.0,43.39,,0.0277,,,,,,817.4,97.55,2.804,0.136,1.04563,0.01124,0.001
200.0,43.27,,0.028,,,,,,433.9,77.53,2.65,0.142,0.88224,0.01172,0.0021
205.0,43.21,,0.0281,,,,,,239.2,61.04,2.772,0.176,0.84742,0.01388,0.0021
210.0,43.08,,0.0281,,,,,,242.2,51.29,3.604,0.235,0.96149,0.01767,0.0032
215.0,43.08,,0.0282,,,,,,85.5,45.82,3.558,0.275,0.85478,0.0164,0.0021
220.0,42.98,,0.0284,,,,,,115.6,41.49,3.717,0.295,0.90659,0.01643,0.0033
225.0,42.94,,0.0282,,,,,,191.6,39.21,3.689,0.334,0.81334,0.01466,0.0025
230.0,42.88,,0.0281,,,,,,0.0,38.02,2.744,0.253,0.53128,0.01041,0.0
235.0,42.81,,0.0281,,,,,,0.0,36.01,2.816,0.275,0.44877,0.01049,0.0
240.0,42.72,,0.0283,,,,,,0.0,36.71,4.568,0.436,0.7151,0.0152,0.0
245.0,42.69,,0.0281,,,,,,0.0,36.97,3.141,0.312,0.38408,0.01068,0.0
250.0,42.66,,0.0283,,,,,,0.0,36.75,2.106,0.206,0.20939,0.00697,0.0
255.0,42.49,,0.0282,,,,,,0.0,36.12,3.565,0.345,0.47569,0.01091,0.0027
260.0,42.54,,0.0282,,,,,,132.8,37.62,6.426,0.606,0.7055,0.01939,0.0
265.0,42.45,,0.0283,,,,,,92.6,36.67,3.593,0.325,0.37896,0.0104,0.0
270.0,42.38,,0.0283,,,,,,127.0,36.25,3.552,0.317,0.31231,0.00966,0.0
275.0,42.31,,0.0282,,,,,,247.0,38.07,4.578,0.395,0.31411,0.01255,0.0011
280.0,42.28,,0.0283,,,,,,191.5,37.8,3.124,0.268,0.15209,0.00803,0.0026
285.0,42.21,,0.0283,,,,,,79.4,37.75,2.493,0.207,0.07889,0.0063,0.0016
290.0,42.08,,0.0283,,,,,,0.0,38.81,3.885,0.317,0.10088,0.00966,0.0017
295.0,42.12,,0.0283,,,,,,0.0,37.76,5.835,0.465,0.23953,0.0135,0.0041
300.0,42.01,,0.0283,,,,,,0.0,38.74,4.049,0.322,0.17352,0.00935,0.0007
305.0,41.96,,0.0284,,,,,,0.0,38.98,3.957,0.301,0.07432,0.00961,0.002
310.0,41.87,,0.0283,,,,,,0.0,39.34,3.768,0.29,0.02178,0.00913,0.0
315.0,41.87,,0.0285,,,,,,0.0,40.08,3.063,0.223,0.04967,0.00679,0.0
320.0,41.73,,0.0283,,,,,,0.0,40.32,5.013,0.361,0.02164,0.01102,0.0
325.0,41.71,,0.0283,,,,,,0.0,38.82,4.933,0.351,0.14227,0.01126,0.0
330.0,41.7,,0.0283,,,,,,0.0,40.85,2.841,0.2,0.10362,0.00614,0.0
335.0,41.54,,0.0283,,,,,,0.0,40.29,3.471,0.24,0.08614,0.00752,0.0
340.0,41.53,,0.0283,,,,,,27.6,40.39,3.943,0.277,0.09921,0.00869,0.0
345.0,41.44,,0.0282,,,,,,81.7,40.23,3.046,0.21,0.0,0.00645,0.0
