Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,457.7,,,,,,,,,,,,,
5.0,457.7,,,,,,,,,,,,,
10.0,457.967,,,,,,,,,,,,,
15.0,458.145,,,,,,,,,,,,,
20.0,458.323,,,,,,,,,,,,,
25.0,457.878,,,,,,,,,,,,,
30.0,457.789,,,,,,,,,,,,,
35.0,458.234,,,,,,,,,,,,,
40.0,457.967,,,,,,,,,,,,,
45.0,458.145,,,,,,,,,,,,,
50.0,458.323,,,,,,,,,,,,,
55.0,458.234,,,,,,,,,,,,,
60.0,458.056,,,,,,,,,,,,,
65.0,458.056,,,,,,,,,,,,,
70.0,458.056,,,,,,,,,,,,,
75.0,458.412,,,,,,,,,,,,,
80.0,458.234,,,,,,,,,,,,,
85.0,458.412,,,,,,,,,,,,,
90.0,458.056,,,,,,,,,,,,,
95.0,458.056,,,,,,,,,,,,,
100.0,458.412,,,,,,,,,,,,,
105.0,458.056,,,,,,,,,,,,,
110.0,457.967,,,,,,,,,,,,,
115.0,458.145,,,,,,,,,,,,,
120.0,458.056,,,,,,,,,,,,,
125.0,457.967,,,,,,,,,,,,,
130.0,457.7,,,,,,,,,,,,,
135.0,458.145,,,,,,,,,,,,,
140.0,458.323,,,,,,,,,,,,,
145.0,457.878,,,,,,,,,,,,,
150.0,457.611,,,,,,,,,,,,,
155.0,457.878,,,,,,,,,,,,,
160.0,457.611,,,,,,,,,,,,,
165.0,457.7,,,,,,,,,,,,,
170.0,457.611,,,,,,,,,,,,,
175.0,457.522,,,,,,,,,,,,,
180.0,457.255,,,,,,,,,,,,,
185.0,457.077,,,,,,,,,,,,,
190.0,457.433,,,,,,,,,,,,,
195.0,457.433,,,,,,,,,,,,,
200.0,457.433,0.03827,,,,,,,180.0,0.72,0.0055,1.6436,0.001,
205.0,457.255,0.07476,,,,,,,162.0,1.55,0.0039,1.21,0.0006,
210.0,456.632,0.4209699999999999,,,,,,,145.0,1.27,0.0025,0.6936,0.0004,
215.0,456.276,1.1810299999999998,,,,,,,127.0,1.3,0.0032,0.6595,0.0004,
220.0,455.564,1.5361399999999998,,,,,,,110.0,1.55,0.004,0.8242,0.0005,
225.0,455.653,1.45871,,,,,,,92.0,1.87,0.0057,0.9599,0.0007,
230.0,455.208,1.3706,,,,,,,75.0,1.68,0.0058,0.9599,0.0007,
235.0,455.208,1.22731,,,,,,,59.0,1.24,0.0037,0.6887,0.0005,
240.0,454.585,1.14899,,,,,,,44.0,1.09,0.0035,0.6769,0.0005,
245.0,454.407,1.09826,,,,,,,28.0,1.31,0.0031,0.7804,0.0006,
250.0,453.962,1.04753,,,,,,,19.0,1.35,0.0033,0.7449,0.0006,
255.0,454.051,1.0146,,,,,,,14.0,1.54,0.0029,0.8751,0.0007,
260.0,453.339,0.99591,,,,,,,13.0,1.22,0.0024,0.686,0.0006,
265.0,453.517,0.96387,,,,,,,14.0,1.34,0.0026,0.7422,0.0006,
270.0,452.805,0.95942,,,,,,,15.0,1.73,0.0034,0.9155,0.0008,
275.0,453.072,0.94607,,,,,,,13.0,1.59,0.0035,0.9095,0.0007,
280.0,452.538,0.94785,,,,,,,13.0,1.47,0.0032,0.8276,0.0006,
285.0,452.449,0.97099,,,,,,,14.0,1.11,0.003,0.5293,0.0005,
290.0,451.826,0.97188,,,,,,,25.0,1.45,0.0039,0.7183,0.0006,
295.0,451.737,0.98345,,,,,,,24.0,2.13,0.0071,0.9636,0.001,
300.0,451.648,0.98256,,,,,,,,,,,,
305.0,451.648,0.98167,,,,,,,18.0,1.97,0.0076,0.9388,0.001,
310.0,451.47,0.96743,,,,,,,15.0,1.3,0.0052,0.6116,0.0006,
315.0,450.936,0.92738,,,,,,,13.0,1.23,0.0055,0.6724,0.0006,
320.0,450.758,0.87042,,,,,,,12.0,1.15,0.0053,0.5978,0.0006,
325.0,450.758,0.8455,,,,,,,11.0,1.43,0.0069,0.7627,0.0008,
330.0,450.224,0.8357100000000001,,,,,,,9.0,1.85,0.0088,0.965,0.001,
335.0,450.135,0.81702,,,,,,,9.0,1.92,0.0112,0.8728,0.0011,
340.0,450.224,0.78765,,,,,,,8.0,1.69,0.0101,0.7639,0.001,
345.0,449.957,0.7689600000000001,,,,,,,7.0,1.23,0.0099,0.6047,0.0008,
350.0,449.423,0.7600600000000001,,,,,,,7.0,1.03,0.0088,0.5269,0.0007,
355.0,449.423,0.7209,,,,,,,7.0,1.33,0.0141,0.6057,0.0009,
360.0,449.245,0.71022,,,,,,,6.0,2.34,0.0269,0.8981,0.0016,
365.0,449.067,0.66127,,,,,,,5.0,1.4,0.0203,0.6424,0.001,
370.0,449.067,0.63813,,,,,,,5.0,1.58,0.0251,0.8082,0.0013,
375.0,448.711,0.6087600000000001,,,,,,,5.0,1.37,0.0254,0.7471,0.0012,
380.0,448.8,0.57227,,,,,,,5.0,1.09,0.0197,0.5062,0.0009,
385.0,448.533,0.5607,,,,,,,7.0,1.91,0.041,0.9008,0.0016,
390.0,448.177,0.56515,,,,,,,7.0,1.68,0.0366,1.0136,0.0014,
395.0,448.444,0.54735,,,,,,,,,,,,
400.0,448.266,0.534,,,,,,,7.0,1.63,0.0441,0.7254,0.0015,
405.0,448.266,0.5153099999999999,,,,,,,16.0,0.63,0.0237,0.3569,0.0007,
410.0,447.732,0.49929,,,,,,,18.0,0.79,0.0351,0.6546,0.0011,
415.0,447.554,0.45657,,,,,,,19.0,1.45,0.0766,1.0967,0.0018,
420.0,447.821,0.41474,,,,,,,,,,,,
425.0,447.732,0.43076,,,,,,,19.0,1.38,0.1082,0.9667,0.0019,
430.0,447.287,0.4183,,,,,,,20.0,0.71,0.0521,0.4785,0.0009,
435.0,447.376,0.38092,,,,,,,18.0,0.71,0.0671,0.4243,0.0009,
440.0,447.109,0.38893,,,,,,,,,,,,
445.0,446.931,0.3996099999999999,,,,,,,,,,,,
450.0,447.02,0.38804,,,,,,,,,,,,
455.0,447.02,0.3230699999999999,,,,,,,,,,,,
460.0,446.664,0.27323,,,,,,,91.0,0.58,0.1125,0.3901,0.0012,
465.0,446.842,0.24119,,,,,,,,,,,,
470.0,446.486,0.24386,,,,,,,,,,,,
475.0,446.753,0.2394099999999999,,,,,,,,,,,,
480.0,446.486,0.24564,,,,,,,67.0,0.63,0.1578,0.3642,0.0015,
485.0,446.575,0.22072,,,,,,,63.0,0.5,0.1178,0.1796,0.001,
490.0,445.952,0.24297,,,,,,,67.0,0.77,0.2174,0.5615,0.002,
495.0,446.13,0.23229,,,,,,,,,,,,
500.0,446.219,0.2242799999999999,,,,,,,,,,,,
505.0,446.13,0.2242799999999999,,,,,,,,,,,,
510.0,445.774,0.22517,,,,,,,41.0,0.62,0.1629,0.374,0.0014,
515.0,446.041,0.22517,,,,,,,43.0,0.53,0.133,0.3856,0.0012,
520.0,445.685,0.21004,,,,,,,31.0,0.72,0.2058,0.4976,0.0019,
525.0,445.418,0.21805,,,,,,,,,,,,
530.0,445.596,0.20915,,,,,,,,,,,,
535.0,445.774,0.20292,,,,,,,,,,,,
540.0,445.596,0.20381,,,,,,,,,,,,
545.0,445.507,0.2047,,,,,,,,,,,,
550.0,445.507,0.20559,,,,,,,35.0,0.66,0.1756,0.5488,0.0017,
555.0,445.418,0.2047,,,,,,,34.0,0.38,0.1218,0.1362,0.0012,
560.0,445.151,0.19758,,,,,,,41.0,0.41,0.1125,0.2367,0.0011,
565.0,444.973,0.1869,,,,,,,57.0,0.36,0.1229,0.2694,0.0012,
570.0,444.973,0.1860099999999999,,,,,,,,,,,,
575.0,444.795,0.18957,,,,,,,,,,,,
580.0,444.884,0.18156,,,,,,,,,,,,
585.0,444.884,0.17355,,,,,,,58.0,0.55,0.1303,0.4566,0.0014,
590.0,444.617,0.18245,,,,,,,44.0,0.35,0.1557,0.349,0.0017,
595.0,444.35,0.16821,,,,,,,31.0,0.37,0.178,0.5004,0.0019,
600.0,444.617,0.17177,,,,,,,,,,,,
605.0,444.35,0.1691,,,,,,,,,,,,
610.0,444.617,0.17444,,,,,,,,,,,,
615.0,444.35,0.16554,,,,,,,,,,,,
620.0,444.35,0.16732,,,,,,,51.0,0.25,0.1124,0.3153,0.0013,
625.0,444.083,0.15486,,,,,,,64.0,0.4,0.1381,0.5289,0.0016,
