Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLR (g/s),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
5.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
10.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
15.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
20.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
25.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
30.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
35.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
40.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
45.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
50.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
55.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
60.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
65.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
70.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
75.0,,0.002,,,,,,,538.0,0.0391,,0.0007,0.7862,0.0549,
80.0,,0.018,,,,,,,753.0,0.0978999999999999,0.36,0.0029,0.4915,0.0539,
85.0,,0.4029999999999999,,,,,,,968.0,0.1057,0.55,0.0027,0.5875,0.0941,
90.0,,1.3430000000000002,,,,,,,1184.0,0.1525,0.52,0.0311,0.5112,,
95.0,,1.705,,,,,,,1399.0,0.1973,0.54,0.0237,0.3946,,
100.0,,2.346,,,,,,,1612.0,0.2386,0.47,0.0585,0.3117,,
105.0,,2.715,,,,,,,1827.0,0.2516,0.43,0.0554,0.2908,,
110.0,,2.732,,,,,,,1860.0,0.2636,0.4,,0.2912,,
115.0,,2.627,,,,,,,1853.0,0.2623999999999999,0.42,,0.3141,,
120.0,,2.633,,,,,,,1854.0,0.2728,0.45,,0.3242,,
125.0,,2.684,,,,,,,1868.0,0.2825,0.45,,0.3262,,
130.0,,2.863,,,,,,,1901.0,0.2883,0.47,,0.3182,,
135.0,,3.024,,,,,,,1917.0,0.2947,0.51,,0.2978,,
140.0,,3.143,,,,,,,1909.0,0.2915,0.46,,0.3152,,
145.0,,3.1810000000000005,,,,,,,1897.0,0.3049,0.44,,0.3145,,
150.0,,2.955,,,,,,,1907.0,0.3164,0.45,,0.3185,,
155.0,,3.107,,,,,,,1908.0,0.3229999999999999,0.43,,0.3099,,
160.0,,3.2430000000000003,,,,,,,1909.0,0.3295,0.46,,0.3031,,
165.0,,3.301,,,,,,,1938.0,0.3246,0.45,,0.3089,,
170.0,,3.347,,,,,,,1976.0,0.3208,0.45,,0.3157,,
175.0,,3.319,,,,,,,2032.0,0.3121,0.49,,0.3217,,
180.0,,3.314,,,,,,,2098.0,0.2973,0.52,,0.3276,,
185.0,,3.422,,,,,,,2157.0,0.2891,0.48,,0.3427,,
190.0,,3.369,,,,,,,2243.0,0.2756,0.52,,0.3286,,
195.0,,3.0980000000000003,,,,,,,2380.0,0.2559,0.54,,0.3379,,
200.0,,3.03,,,,,,,2520.0,0.2349,0.56,,0.3405,,
205.0,,2.9080000000000004,,,,,,,2608.0,0.2005,0.68,,0.4172,,
210.0,,2.727,,,,,,,2642.0,0.1766,0.88,,0.4417,,
215.0,,2.713,,,,,,,2632.0,0.1572,1.07,,0.4184,,
220.0,,2.942,,,,,,,2659.0,0.1414,1.15,0.164,0.3846,,
225.0,,2.8880000000000003,,,,,,,2684.0,0.1172,1.2,0.197,0.4049,,
230.0,,2.657,,,,,,,2698.0,0.089,1.24,0.185,0.4142,,
