Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,-0.003,,,,,,,0.0,0.0,0.0
3.0,,0.003,,,,,,,0.0,0.0,0.0
6.0,,-0.018000000000000002,,,,,,,0.0,0.0,0.0
9.0,,-0.005,,,,,,,0.0,0.0,0.0
12.0,,-0.021,,,,,,,0.0,0.0,0.0
15.0,,-0.01,,,,,,,0.0,0.0,0.0
18.0,,0.015,,,,,,,0.0,0.0,0.0
21.0,,0.0,,,,,,,0.0,0.0,0.0
24.0,,-0.008,,,,,,,0.0,0.0,0.0
27.0,,0.003,,,,,,,0.0,0.0,0.0
30.0,,0.01,,,,,,,0.0,0.0,0.0
33.0,,0.033,,,,,,,0.0,0.0,0.0
36.0,,0.03,,,,,,,0.0,0.0,0.0
39.0,,0.008,,,,,,,0.0,0.0,0.0
42.0,,0.02,,,,,,,0.0,0.0,0.0
45.0,,0.023,,,,,,,0.0,0.0,0.0
48.0,,0.051,,,,,,,0.0,0.0,0.0
51.0,,0.023,,,,,,,0.0,0.0,0.0
54.0,,0.027999999999999997,,,,,,,0.0,0.0,0.0
57.0,,0.036000000000000004,,,,,,,0.0,0.0,0.0
60.0,,0.048,,,,,,,0.0,0.0,0.0
63.0,,0.018000000000000002,,,,,,,0.0,0.0,0.0
66.0,,0.018000000000000002,,,,,,,0.0,0.0,0.0
69.0,,0.025,,,,,,,0.0,0.0,0.0
72.0,,0.043,,,,,,,0.0,0.0,0.0
75.0,,0.027999999999999997,,,,,,,0.0,0.0,0.0
78.0,,0.036000000000000004,,,,,,,0.0,0.0,0.0
81.0,,0.036000000000000004,,,,,,,0.0,0.0,0.0
84.0,,0.051,,,,,,,0.0,0.0,0.0
87.0,,0.051,,,,,,,0.0,0.0,0.0
90.0,,0.038,,,,,,,0.0,0.0,0.0
93.0,,0.023,,,,,,,0.0,0.0,0.0
96.0,,0.04,,,,,,,0.0,0.0,0.0
