Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,456.6,,,,,,,,,,,,,
5.0,456.6,,,,,,,,,,,,,
10.0,457.134,,,,,,,,,,,,,
15.0,456.956,0.03204,,,,,,,165.0,1.91,0.0024,2.2866,0.0169,
20.0,456.6,0.6701699999999999,,,,,,,181.0,1.03,0.0009,0.8662,0.0017,
25.0,455.799,1.6732,,,,,,,197.0,0.9,0.0017,0.7253,0.0011,
30.0,455.0870000000001,1.95177,,,,,,,213.0,1.02,0.0018,0.8829,0.001,
35.0,454.286,1.97402,,,,,,,228.0,1.19,0.0039,1.0661,0.0012,
40.0,454.019,2.13778,,,,,,,244.0,1.27,0.0035,0.9639,0.0014,
45.0,453.218,2.4483900000000003,,,,,,,260.0,1.34,0.0064,0.8756,0.0017,
50.0,452.15,2.83643,,,,,,,317.0,1.02,0.0048,0.6369,0.0015,
55.0,451.616,3.01621,,,,,,,384.0,1.0,0.008,0.5903,0.0015,
60.0,450.014,2.9637,,,,,,,449.0,1.17,0.0098,0.6903,0.0021,
65.0,449.302,2.79727,,,,,,,494.0,1.36,0.0165,0.8222,0.0027,
70.0,449.302,2.62639,,,,,,,502.0,1.5,0.0196,0.8823,0.0033,
75.0,448.768,2.4617400000000003,,,,,,,508.0,1.37,0.0218,0.8391,0.0029,
80.0,447.6110000000001,2.28641,,,,,,,515.0,1.25,0.0211,0.7459,0.0026,
85.0,447.4330000000001,2.1182,,,,,,,478.0,1.31,0.0239,0.8499,0.0026,
90.0,447.166,1.99805,,,,,,,429.0,1.52,0.0295,1.0421,0.0029,
95.0,446.543,1.85654,,,,,,,374.0,1.17,0.0211,0.7744,0.002,
100.0,446.009,1.81026,,,,,,,321.0,1.07,0.0197,0.7334,0.0018,
105.0,445.386,1.73461,,,,,,,286.0,0.89,0.0149,0.6023,0.0013,
110.0,444.941,1.72571,,,,,,,255.0,0.85,0.0141,0.5033,0.0012,
115.0,443.7840000000001,1.71325,,,,,,,246.0,0.81,0.0136,0.5082,0.0011,
120.0,443.428,1.69367,,,,,,,245.0,0.84,0.015,0.5153,0.0012,
125.0,442.805,1.59933,,,,,,,242.0,1.02,0.0182,0.6522,0.0014,
130.0,442.36,1.52546,,,,,,,240.0,1.04,0.0196,0.6617,0.0015,
135.0,441.826,1.4596,,,,,,,262.0,0.99,0.0178,0.6398,0.0012,
140.0,441.559,1.38217,,,,,,,289.0,1.16,0.0206,0.7423,0.0012,
145.0,440.847,1.3501299999999998,,,,,,,280.0,1.46,0.023,0.8607,0.0017,
150.0,440.847,1.33945,,,,,,,257.0,1.64,0.028,1.0955,0.0019,
155.0,440.669,1.27537,,,,,,,269.0,1.12,0.0162,0.6975,0.0013,
160.0,440.402,1.19349,,,,,,,430.0,1.02,0.0146,0.6175,0.0011,
165.0,439.334,1.16679,,,,,,,343.0,1.66,0.0223,0.9966,0.0019,
170.0,439.512,1.1676799999999998,,,,,,,,,,,,
175.0,439.957,1.11784,,,,,,,,,,,,
180.0,439.69000000000005,1.05732,,,,,,,302.0,2.67,0.0357,1.9435,0.003,
185.0,439.512,1.03863,,,,,,,317.0,0.98,0.0128,0.6959,0.0014,
190.0,439.067,1.0769,,,,,,,373.0,0.82,0.01,0.5296,0.0015,
195.0,438.444,1.11428,,,,,,,483.0,0.85,0.0136,0.6225,0.0027,
200.0,437.91,1.1748,,,,,,,507.0,1.22,0.0204,0.9203,0.0043,
205.0,437.999,1.18192,,,,,,,551.0,1.64,0.0353,1.2622,0.0075,
210.0,437.91,1.20862,,,,,,,605.0,1.02,0.0222,0.7824,0.0044,
215.0,437.376,1.19438,,,,,,,881.0,0.99,0.0283,0.7329,0.004,
220.0,436.4860000000001,1.21307,,,,,,,1203.0,1.46,0.0418,1.1358,0.007,
225.0,437.02,1.16234,,,,,,,1114.0,3.07,0.1095,2.5202,0.013,
230.0,436.931,1.1659,,,,,,,,,,,,
235.0,436.664,1.17391,,,,,,,853.0,1.15,0.0444,0.9455,0.0061,
240.0,436.3080000000001,1.1712399999999998,,,,,,,770.0,0.76,0.029,0.5992,0.0036,
245.0,435.952,1.15878,,,,,,,718.0,0.87,0.0344,0.7023,0.0042,
250.0,435.151,1.15611,,,,,,,624.0,0.96,0.0386,0.8218,0.0055,
255.0,435.329,1.15433,,,,,,,538.0,1.18,0.0479,0.9801,0.0064,
260.0,434.884,1.19794,,,,,,,540.0,0.89,0.0357,0.7258,0.0061,
265.0,434.617,1.24244,,,,,,,650.0,0.92,0.0393,0.7201,0.0066,
270.0,433.549,1.2468899999999998,,,,,,,683.0,1.05,0.0436,0.8267,0.0086,
275.0,434.083,1.33144,,,,,,,641.0,1.2,0.0595,0.993,0.0103,
280.0,433.46,1.35814,,,,,,,622.0,0.96,0.046,0.8461,0.0103,
285.0,433.193,1.38306,,,,,,,589.0,0.68,0.0353,0.5541,0.0074,
290.0,432.036,1.44358,,,,,,,572.0,0.63,0.0304,0.541,0.0111,
295.0,431.68,1.65006,,,,,,,568.0,0.63,0.0362,0.5323,0.0121,
300.0,430.701,1.77911,,,,,,,604.0,0.57,0.0306,0.4827,0.0117,
305.0,430.078,1.93664,,,,,,,712.0,0.55,0.0378,0.486,0.0163,
310.0,428.387,2.047,,,,,,,849.0,0.76,0.0465,0.5486,0.0246,
315.0,428.209,2.27039,,,,,,,883.0,0.84,0.0697,0.5889,0.0267,
320.0,427.853,2.34515,,,,,,,955.0,0.98,0.0872,0.7356,0.0298,
325.0,427.052,2.11375,,,,,,,1011.0,0.78,0.0798,0.5983,0.0188,
330.0,426.34,1.96156,,,,,,,984.0,0.98,0.1044,0.7811,0.0237,
335.0,425.628,1.93842,,,,,,,942.0,1.0,0.1108,0.854,0.0241,
340.0,425.984,1.91617,,,,,,,938.0,0.8,0.0861,0.7002,0.0173,
