Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,60.13,,0.0265,,,,,,0.0,-0.48,0.008,0.0,0.0,0.0,0.0001
5.0,60.13,,0.0262,,,,,,0.0,0.0,9.46,0.0,0.0,0.00116,0.2204
10.0,60.14,,0.0263,,,,,,0.0,-0.96,3.034,0.0,0.0,0.00022,0.1042
15.0,60.13,,0.0264,,,,,,0.0,-0.48,2.921,0.0,0.0,0.0,0.1314
20.0,60.09,,0.0263,,,,,,0.0,-0.48,5.29,0.0,0.0,0.00304,0.2734
25.0,60.09,,0.0264,,,,,,0.0,-0.96,7.124,0.0,0.0,0.00045,0.3692
30.0,60.14,,0.0263,,,,,,0.0,-0.48,6.118,0.0,0.0,0.0,0.2934
35.0,60.08,,0.0262,,,,,,0.0,0.0,5.42,0.0,0.0,0.00218,0.2396
40.0,60.11,,0.0262,,,,,,0.0,-0.47,6.247,0.0,0.23673,0.00019,0.3384
45.0,60.06,,0.0264,,,,,,0.0,-0.96,4.7,0.0,0.5603,0.00014,0.4182
50.0,60.05,,0.0264,,,,,,0.0,-0.96,1.45,0.0,0.17833,0.00028,0.1812
55.0,60.02,,0.0265,,,,,,172.3,-0.96,0.744,0.0,0.14987,0.0,0.1412
60.0,59.93,,0.0263,,,,,,194.8,-0.48,0.5,0.0,0.09057,3e-05,0.13
65.0,59.84,,0.0264,,,,,,222.0,-0.48,0.37,0.0,0.09847,7e-05,0.1238
70.0,59.66,,0.0261,,,,,,281.1,-0.47,0.288,0.0,0.08682,1e-05,0.1256
75.0,59.48,,0.0261,,,,,,372.0,-0.95,0.243,0.005,0.06891,1e-05,0.1364
80.0,59.21,,0.026,,,,,,433.3,-0.47,0.212,0.005,0.13632,1e-05,0.1446
85.0,58.93,,0.0261,,,,,,463.3,-0.47,0.259,0.007,0.2963,1e-05,0.1339
90.0,58.62,,0.0262,,,,,,354.1,-0.47,0.61,0.005,0.31016,1e-05,0.1043
95.0,58.16,,0.0257,,,,,,376.8,0.94,0.674,0.012,0.22303,3e-05,0.0787
100.0,57.28,,0.025,,,,,,786.4,0.0,0.619,0.009,0.17502,1e-05,0.0704
105.0,56.09,,0.0245,,,,,,1191.6,0.0,0.582,0.045,0.16953,1e-05,0.0662
110.0,54.94,,0.0246,,,,,,1409.0,1.35,0.582,0.047,0.1721,2e-05,0.0686
115.0,53.82,,0.0244,,,,,,1465.1,29.48,0.547,0.072,0.17382,1e-05,0.0696
120.0,52.76,,0.0244,,,,,,1446.8,109.55,0.529,0.092,0.17925,1e-05,0.0697
125.0,51.64,,0.0247,,,,,,1442.1,176.59,0.558,0.133,0.18616,1e-05,0.0724
130.0,50.59,,0.0244,,,,,,1440.8,189.56,0.582,0.136,0.18568,1e-05,0.0741
135.0,49.56,,0.0242,,,,,,1482.9,182.93,0.606,0.158,0.18111,1e-05,0.0764
140.0,48.57,,0.0243,,,,,,1549.6,175.26,0.606,0.163,0.19262,1e-05,0.0809
145.0,47.64,,0.0243,,,,,,1505.7,164.79,0.621,0.167,0.19756,2e-05,0.0842
150.0,46.76,,0.0243,,,,,,1481.0,161.05,0.622,0.171,0.19136,1e-05,0.0863
155.0,45.87,,0.0242,,,,,,1490.0,166.5,0.616,0.164,0.19184,1e-05,0.0893
160.0,45.04,,0.0244,,,,,,1471.8,168.29,0.627,0.172,0.19484,2e-05,0.0933
165.0,44.21,,0.0244,,,,,,1531.6,165.43,0.638,0.163,0.19951,2e-05,0.0968
170.0,43.45,,0.0244,,,,,,1523.8,154.17,0.659,0.167,0.20082,0.0,0.0995
175.0,42.68,,0.0245,,,,,,1589.9,155.2,0.662,0.16,0.2008,4e-05,0.103
180.0,41.93,,0.0244,,,,,,1504.5,148.75,0.677,0.166,0.20865,0.0,0.1067
185.0,41.24,,0.0245,,,,,,1465.8,141.97,0.705,0.155,0.21982,5e-05,0.1082
190.0,40.53,,0.0244,,,,,,1440.6,139.12,0.766,0.158,0.22254,5e-05,0.1106
195.0,39.83,,0.0246,,,,,,1474.5,139.11,0.792,0.142,0.23503,1e-05,0.1132
200.0,39.18,,0.0245,,,,,,1400.8,136.02,0.829,0.142,0.2557,5e-05,0.1126
205.0,38.48,,0.0243,,,,,,1393.9,128.89,0.872,0.131,0.24007,3e-05,0.1145
210.0,37.83,,0.0244,,,,,,1459.2,128.96,0.941,0.135,0.25215,0.0,0.1163
215.0,37.19,,0.0245,,,,,,1495.1,134.86,0.979,0.12,0.26295,1e-05,0.1111
220.0,36.54,,0.0245,,,,,,1470.4,139.74,1.028,0.121,0.27339,1e-05,0.1029
225.0,35.89,,0.0242,,,,,,1493.9,140.68,1.053,0.105,0.27526,2e-05,0.1009
230.0,35.25,,0.0243,,,,,,1468.6,143.31,1.097,0.104,0.2794,1e-05,0.0963
235.0,34.58,,0.0241,,,,,,1439.8,149.62,1.131,0.092,0.28144,1e-05,0.0862
240.0,33.95,,0.0241,,,,,,1539.9,153.44,1.182,0.094,0.2929,1e-05,0.0794
245.0,33.3,,0.0241,,,,,,1594.5,161.56,1.262,0.087,0.30232,1e-05,0.0873
250.0,32.71,,0.0243,,,,,,1615.5,169.47,1.349,0.092,0.31009,3e-05,0.0793
255.0,32.14,,0.0243,,,,,,1545.7,176.45,1.326,0.084,0.30759,1e-05,0.0657
