Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,31.2,,,,,,,,,,,,,
5.0,31.2,,,,,,,,,,,,,
10.0,31.3,0.0,,,,,,,556.0,3.47,0.0016,3.326,0.0088,
15.0,30.9,0.916,,,,,,,708.0,3.66,0.0006,1.7638,0.0619,
20.0,29.7,5.396,,,,,,,860.0,2.63,0.0115,1.0758,,
25.0,28.0,8.161,,,,,,,1012.0,2.29,0.0082,0.8812,,
30.0,26.1,9.841,,,,,,,1164.0,2.24,0.0274,0.778,,
35.0,24.1,11.041,,,,,,,1316.0,2.16,0.0244,0.724,,
40.0,21.9,12.088,,,,,,,1468.0,2.14,,0.7175,,
45.0,19.8,12.271,,,,,,,1494.0,2.07,,0.6857,,
50.0,17.499999999999996,12.853,,,,,,,1489.0,2.1,,0.6896,,
55.0,15.099999999999998,12.977,,,,,,,1487.0,2.07,,0.6684,,
60.0,12.9,13.097,,,,,,,1504.0,2.11,,0.6499,,
65.0,10.599999999999998,13.058,,,,,,,1562.0,2.02,,0.5967,,
70.0,8.400000000000002,12.662,,,,,,,1648.0,1.85,,0.5452,,
75.0,6.4999999999999964,12.025,,,,,,,1791.0,1.71,,0.4828,,
80.0,4.699999999999999,10.584,,,,,,,1972.0,1.52,,0.4232,,
85.0,3.099999999999998,8.986,,,,,,,2195.0,1.35,,0.3876,,
90.0,1.899999999999995,7.143,,,,,,,2554.0,1.29,,0.3667,,
95.0,1.1000000000000014,5.305,,,,,,,3133.0,1.19,,0.2817,0.0658,
100.0,0.5999999999999979,3.766000000000001,,,,,,,3409.0,1.05,,0.2024,0.0746,
105.0,0.1999999999999957,2.42,,,,,,,3482.0,0.68,,0.2183,0.0866,
110.0,-3.552713678800501e-15,1.123,,,,,,,3311.0,0.56,0.5476,0.4044,0.1391,
115.0,0.1000000000000014,0.366,,,,,,,,,,,,
120.0,-3.552713678800501e-15,0.211,,,,,,,,,,,,
125.0,-3.552713678800501e-15,0.155,,,,,,,,,,,,
130.0,-3.552713678800501e-15,0.126,,,,,,,,,,,,
135.0,0.1000000000000014,0.103,,,,,,,,,,,,
140.0,0.1000000000000014,0.096,,,,,,,,,,,,
145.0,-3.552713678800501e-15,0.08,,,,,,,,,,,,
150.0,0.1000000000000014,0.067,,,,,,,,,,,,
155.0,-3.552713678800501e-15,0.051,,,,,,,,,,,,
160.0,0.1000000000000014,0.044,,,,,,,,,,,,
165.0,-3.552713678800501e-15,0.049,,,,,,,,,,,,
170.0,-3.552713678800501e-15,0.045,,,,,,,,,,,,
175.0,-3.552713678800501e-15,0.04,,,,,,,,,,,,
180.0,0.1000000000000014,0.035,,,,,,,,,,,,
185.0,-3.552713678800501e-15,0.018,,,,,,,,,,,,
190.0,0.1000000000000014,0.023,,,,,,,,,,,,
195.0,0.1000000000000014,0.016,,,,,,,,,,,,
200.0,0.1000000000000014,0.02,,,,,,,,,,,,
205.0,-3.552713678800501e-15,0.0139999999999999,,,,,,,,,,,,
210.0,-3.552713678800501e-15,0.0139999999999999,,,,,,,,,,,,
215.0,0.1000000000000014,0.011,,,,,,,,,,,,
