Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,33.2,,,,,,,,,,,,,
5.0,33.2,,,,,,,,,,,,,
10.0,33.2,,,,,,,,,,,,,
15.0,33.2,0.071,,,,,,,667.0,4.52,0.0001,2.516,0.0343,
20.0,32.300000000000004,2.924,,,,,,,769.0,3.55,0.0083,1.3871,0.074,
25.0,30.700000000000003,7.585,,,,,,,872.0,2.57,0.0048,0.8953,0.0624,
30.0,28.800000000000004,10.15,,,,,,,973.0,2.29,0.0239,0.8283,0.058,
35.0,26.700000000000003,11.357,,,,,,,1076.0,2.37,0.0206,0.7641,0.0543,
40.0,24.6,12.544,,,,,,,1178.0,2.44,0.044,0.7507,0.0608,
45.0,22.200000000000003,13.708,,,,,,,1280.0,2.13,0.0385,0.6892,0.0589,
50.0,19.800000000000004,13.976,,,,,,,1279.0,2.3,0.062,0.7105,0.0583,
55.0,17.300000000000004,14.207,,,,,,,1293.0,,0.0604,0.696,0.0582,
60.0,14.800000000000004,15.015,,,,,,,1312.0,,0.078,0.6734,0.0623,
65.0,12.300000000000004,15.161,,,,,,,1354.0,2.25,0.08,0.6208,0.0571,
70.0,10.000000000000004,15.0,,,,,,,1423.0,1.92,0.0934,0.5787,0.0568,
75.0,7.700000000000003,14.109000000000002,,,,,,,1514.0,1.91,0.1041,0.5313,0.0546,
80.0,5.5,12.841,,,,,,,1653.0,1.75,0.1191,0.4928,0.0565,
85.0,3.800000000000004,11.497,,,,,,,1822.0,1.57,0.1482,0.4682,0.0583,
90.0,2.500000000000004,9.467,,,,,,,2067.0,1.48,0.1574,0.4419,0.0644,
95.0,1.400000000000002,7.419,,,,,,,2474.0,1.27,0.2152,0.3782,0.0661,
100.0,0.6000000000000085,5.586,,,,,,,2943.0,1.01,0.221,0.3021,0.0754,
105.0,0.1000000000000014,3.73,,,,,,,3464.0,0.65,0.4173,0.3239,0.0845,
110.0,-0.1999999999999957,1.933,,,,,,,2750.0,0.51,0.508,0.6295,0.127,
115.0,-0.1000000000000014,0.68,,,,,,,,,,,,
120.0,-0.1999999999999957,0.295,,,,,,,,,,,,
125.0,-0.1999999999999957,0.198,,,,,,,,,,,,
130.0,-0.1000000000000014,0.154,,,,,,,,,,,,
135.0,-0.1999999999999957,0.131,,,,,,,,,,,,
140.0,-0.1999999999999957,0.1119999999999999,,,,,,,,,,,,
145.0,-0.1000000000000014,0.094,,,,,,,,,,,,
150.0,-0.1999999999999957,0.085,,,,,,,,,,,,
155.0,-0.1000000000000014,0.073,,,,,,,,,,,,
160.0,-0.1000000000000014,0.066,,,,,,,,,,,,
165.0,-0.2999999999999971,0.044,,,,,,,,,,,,
170.0,-0.1999999999999957,0.035,,,,,,,,,,,,
175.0,-0.1999999999999957,0.032,,,,,,,,,,,,
180.0,-0.1000000000000014,0.031,,,,,,,,,,,,
185.0,-0.2999999999999971,0.027,,,,,,,,,,,,
190.0,-0.2999999999999971,0.027,,,,,,,,,,,,
195.0,-0.1999999999999957,0.023,,,,,,,,,,,,
200.0,-0.1999999999999957,0.019,,,,,,,,,,,,
205.0,-0.2999999999999971,0.024,,,,,,,,,,,,
210.0,-0.1999999999999957,0.016,,,,,,,,,,,,
215.0,-0.2999999999999971,0.013,,,,,,,,,,,,
220.0,-0.2999999999999971,0.019,,,,,,,,,,,,
225.0,-0.2999999999999971,0.01,,,,,,,,,,,,
230.0,-0.2999999999999971,0.013,,,,,,,,,,,,
235.0,-0.2999999999999971,0.009,,,,,,,,,,,,
240.0,-0.2999999999999971,0.0139999999999999,,,,,,,,,,,,
245.0,-0.3999999999999986,0.019,,,,,,,,,,,,
250.0,-0.2999999999999971,0.008,,,,,,,,,,,,
255.0,-0.3999999999999986,0.016,,,,,,,,,,,,
260.0,-0.3999999999999986,0.01,,,,,,,,,,,,
265.0,-0.2999999999999971,0.013,,,,,,,,,,,,
270.0,-0.2999999999999971,0.004,,,,,,,,,,,,
