Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,-0.003,,,,,,,0.0,0.0,0.0
3.0,,-0.011000000000000001,,,,,,,0.0,0.0,0.0
6.0,,0.017,,,,,,,0.0,0.0,0.0
9.0,,0.017,,,,,,,0.0,0.0,0.0
12.0,,0.051,,,,,,,0.0,0.0,0.0
15.0,,0.027999999999999997,,,,,,,0.0,0.0,0.0
18.0,,-0.003,,,,,,,0.0,0.0,0.0
21.0,,0.031000000000000003,,,,,,,0.0,0.0,0.0
24.0,,-0.003,,,,,,,0.0,0.0,0.0
27.0,,0.011000000000000001,,,,,,,0.085,0.3,0.005
30.0,,0.02,,,,,,,0.081,0.32,0.006
33.0,,0.025,,,,,,,0.076,0.35,0.011
36.0,,0.025,,,,,,,0.073,0.37,0.014
39.0,,0.005,,,,,,,0.07,0.38,0.018
42.0,,0.013000000000000001,,,,,,,0.067,0.41,0.019
45.0,,0.04,,,,,,,0.064,1.27,0.029
48.0,,0.256,,,,,,,0.061,2.49,0.054
51.0,,1.022,,,,,,,0.058,3.39,0.068
54.0,,1.912,,,,,,,0.055,3.98,0.072
57.0,,2.362,,,,,,,0.052,4.61,0.086
60.0,,2.414,,,,,,,0.049,4.9,0.074
63.0,,2.4730000000000003,,,,,,,0.047,4.89,0.066
66.0,,2.3880000000000003,,,,,,,0.046,4.91,0.065
69.0,,2.2230000000000003,,,,,,,0.044,4.61,0.062
72.0,,2.056,,,,,,,0.042,4.2,0.041
75.0,,1.767,,,,,,,0.041,3.88,0.034
78.0,,1.4809999999999999,,,,,,,0.039,3.66,0.029
81.0,,1.243,,,,,,,0.038,3.73,0.03
84.0,,1.1540000000000001,,,,,,,0.036,3.88,0.035
87.0,,1.16,,,,,,,0.035,3.93,0.028
90.0,,1.138,,,,,,,0.034,3.86,0.032
93.0,,1.077,,,,,,,0.03,4.08,0.029
96.0,,0.9770000000000001,,,,,,,0.027,4.2,0.029
99.0,,0.917,,,,,,,0.024,4.48,0.022
102.0,,0.818,,,,,,,0.021,4.88,0.02
105.0,,0.7290000000000001,,,,,,,0.019,4.81,0.015
108.0,,0.64,,,,,,,0.017,4.68,0.0
111.0,,0.502,,,,,,,0.015,4.37,0.02
114.0,,0.394,,,,,,,0.014,3.92,0.042
117.0,,0.231,,,,,,,0.012,3.35,0.064
120.0,,0.125,,,,,,,0.011,3.09,0.091
123.0,,0.078,,,,,,,0.01,3.09,0.067
126.0,,0.055999999999999994,,,,,,,0.009,3.16,0.087
129.0,,0.034,,,,,,,0.007,3.61,0.108
132.0,,0.065,,,,,,,0.007,3.99,0.158
135.0,,0.047,,,,,,,0.007,3.94,0.131
138.0,,0.039,,,,,,,0.006,4.04,0.24
141.0,,0.062000000000000006,,,,,,,0.006,0.0,0.0
144.0,,0.067,,,,,,,0.005,0.0,0.0
147.0,,0.081,,,,,,,0.005,0.0,0.0
