Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,0.002,,,,,,,0.0,0.0,0.0
3.0,,0.012,,,,,,,0.072,0.3,0.0
6.0,,0.021,,,,,,,0.067,0.32,0.0
9.0,,0.023,,,,,,,0.064,0.32,-0.004
12.0,,0.10099999999999999,,,,,,,0.061,0.72,0.0
15.0,,0.42600000000000005,,,,,,,0.058,1.07,0.0
18.0,,0.6509999999999999,,,,,,,0.057,1.16,0.0
21.0,,0.6809999999999999,,,,,,,0.054,1.35,0.0
24.0,,0.785,,,,,,,0.052,1.56,0.009
27.0,,0.885,,,,,,,0.05,1.69,0.009
30.0,,0.924,,,,,,,0.048,1.82,0.013
33.0,,1.129,,,,,,,0.047,2.84,0.02
36.0,,1.9680000000000002,,,,,,,0.045,4.44,0.035
39.0,,2.8139999999999996,,,,,,,0.044,5.5,0.051
42.0,,3.2600000000000002,,,,,,,0.043,6.01,0.097
45.0,,3.3489999999999998,,,,,,,0.043,5.99,0.124
48.0,,2.987,,,,,,,0.041,5.17,0.124
51.0,,2.365,,,,,,,0.041,4.04,0.099
54.0,,1.7919999999999998,,,,,,,0.041,3.41,0.077
57.0,,1.337,,,,,,,0.04,3.09,0.057
60.0,,1.073,,,,,,,0.04,2.68,0.038
63.0,,0.81,,,,,,,0.04,2.28,0.033
66.0,,0.611,,,,,,,0.04,1.92,0.032
69.0,,0.43200000000000005,,,,,,,0.038,1.62,0.026
72.0,,0.299,,,,,,,0.037,1.4,0.025
75.0,,0.215,,,,,,,0.036,1.23,0.018
78.0,,0.141,,,,,,,0.034,1.06,0.012
81.0,,0.10800000000000001,,,,,,,0.032,0.95,0.01
84.0,,0.063,,,,,,,0.03,0.96,0.01
87.0,,0.051,,,,,,,0.028,0.99,0.01
90.0,,0.057,,,,,,,0.027,1.05,0.018
93.0,,0.08199999999999999,,,,,,,0.026,1.05,0.02
96.0,,0.094,,,,,,,0.025,1.06,0.027
99.0,,0.083,,,,,,,0.025,1.09,0.022
