Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,-0.0008800000000000001,,,,,,,0.0,0.0,0.0
6.0,,0.00264,,,,,,,0.0,0.0,0.0
12.0,,0.0132,,,,,,,0.0,0.0,0.0
18.0,,0.01232,,,,,,,0.0,0.0,0.0
24.0,,-0.00616,,,,,,,0.0,0.0,0.0
30.0,,0.04752000000000001,,,,,,,0.018,3.88,0.157
36.0,,0.52888,,,,,,,0.043,1.02,0.044
42.0,,0.10296,,,,,,,0.072,0.53,0.025
48.0,,0.10384000000000002,,,,,,,0.063,0.79,0.021
54.0,,0.27192,,,,,,,0.045,2.62,0.046
60.0,,1.1616,,,,,,,0.035,4.67,0.089
66.0,,1.58312,,,,,,,0.038,3.64,0.052
72.0,,0.98648,,,,,,,0.048,2.38,0.036
78.0,,0.6371200000000001,,,,,,,0.044,2.22,0.032
84.0,,0.6019200000000001,,,,,,,0.038,2.89,0.041
90.0,,0.80608,,,,,,,0.031,4.09,0.06
96.0,,0.99704,,,,,,,0.019,6.46,0.074
102.0,,0.9583200000000001,,,,,,,0.01,11.05,0.189
108.0,,0.6925600000000001,,,,,,,0.008,11.07,0.261
114.0,,0.45232,,,,,,,0.008,8.83,0.349
120.0,,0.30448000000000003,,,,,,,0.004,182.69,10.358
126.0,,0.16368000000000002,,,,,,,0.001,142.56,11.363
132.0,,0.08975999999999999,,,,,,,0.002,122.75,11.288
138.0,,0.08975999999999999,,,,,,,0.004,119.13,10.208
144.0,,0.08360000000000001,,,,,,,0.004,111.48,8.681
150.0,,0.0704,,,,,,,0.001,111.13,7.713
156.0,,0.08712,,,,,,,0.004,108.1,7.005
162.0,,0.09944000000000001,,,,,,,0.002,109.62,9.315
