Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,297.9,,,,,,,,,,,,,
5.0,297.9,,,,,,,,,,,,,
10.0,297.811,,,,,,,,,,,,,
15.0,297.989,,,,,,,,,,,,,
20.0,297.633,,,,,,,,,,,,,
25.0,297.722,,,,,,,,,,,,,
30.0,297.811,,,,,,,,,,,,,
35.0,297.722,,,,,,,,,,,,,
40.0,297.722,,,,,,,,,,,,,
45.0,297.811,,,,,,,,,,,,,
50.0,297.989,,,,,,,,,,,,,
55.0,297.811,,,,,,,,,,,,,
60.0,297.9,,,,,,,,,,,,,
65.0,297.9,,,,,,,,,,,,,
70.0,298.078,,,,,,,,,,,,,
75.0,298.078,,,,,,,,,,,,,
80.0,297.989,,,,,,,,,,,,,
85.0,297.989,,,,,,,,,,,,,
90.0,297.633,,,,,,,,,,,,,
95.0,297.989,,,,,,,,,,,,,
100.0,297.811,,,,,,,,,,,,,
105.0,297.633,,,,,,,,,,,,,
110.0,297.9,,,,,,,,,,,,,
115.0,297.722,,,,,,,,,,,,,
120.0,297.811,,,,,,,,,,,,,
125.0,297.722,,,,,,,,,,,,,
130.0,297.811,,,,,,,,,,,,,
135.0,297.989,,,,,,,,,,,,,
140.0,297.9,,,,,,,,,,,,,
145.0,297.811,,,,,,,,,,,,,
150.0,297.811,,,,,,,,,,,,,
155.0,297.544,,,,,,,,,,,,,
160.0,297.633,,,,,,,,,,,,,
165.0,297.366,,,,,,,,,,,,,
170.0,297.455,,,,,,,,,,,,,
175.0,297.455,,,,,,,,,,,,,
180.0,297.099,,,,,,,,,,,,,
185.0,297.01,,,,,,,,,,,,,
190.0,296.921,,,,,,,,,,,,,
195.0,297.01,,,,,,,,,,,,,
200.0,297.188,,,,,,,,,,,,,
205.0,296.921,,,,,,,,,,,,,
210.0,296.743,,,,,,,,,,,,,
215.0,296.921,,,,,,,,,,,,,
220.0,296.832,,,,,,,,,,,,,
225.0,296.743,0.02047,,,,,,,123.0,0.84,0.0068,1.0707,0.0011,
230.0,296.298,0.09523,,,,,,,110.0,1.41,0.0064,0.9171,0.0009,
235.0,296.387,0.57939,,,,,,,98.0,1.39,0.0054,0.7465,0.0007,
240.0,295.94199999999995,0.89178,,,,,,,86.0,1.32,0.0051,0.7444,0.0007,
245.0,295.67499999999995,0.95764,,,,,,,73.0,1.16,0.0044,0.6536,0.0006,
250.0,295.319,0.97277,,,,,,,61.0,1.13,0.0042,0.5676,0.0006,
255.0,295.141,0.98612,,,,,,,48.0,1.0,0.0037,0.5634,0.0005,
260.0,294.607,0.98256,,,,,,,51.0,1.05,0.0037,0.5656,0.0005,
265.0,294.251,0.96387,,,,,,,48.0,1.27,0.0044,0.6833,0.0006,
270.0,294.073,0.96476,,,,,,,42.0,1.8,0.0057,1.043,0.0009,
275.0,293.984,0.93361,,,,,,,36.0,1.42,0.0047,0.7497,0.0008,
280.0,293.717,0.93628,,,,,,,33.0,1.17,0.0039,0.5994,0.0006,
285.0,293.272,0.90691,,,,,,,30.0,1.01,0.0035,0.5616,0.0006,
290.0,293.005,0.86597,,,,,,,26.0,1.02,0.0037,0.5461,0.0006,
295.0,292.738,0.85885,,,,,,,22.0,1.14,0.0042,0.6676,0.0007,
300.0,292.471,0.84016,,,,,,,20.0,1.19,0.0044,0.6087,0.0007,
305.0,292.20399999999995,0.83482,,,,,,,19.0,1.35,0.005,0.6827,0.0008,
310.0,292.02599999999995,0.80367,,,,,,,20.0,1.47,0.0056,0.7309,0.0009,
315.0,291.848,0.80545,,,,,,,19.0,1.65,0.0065,0.9107,0.0011,
320.0,291.67,0.78943,,,,,,,19.0,1.24,0.0057,0.6458,0.0008,
325.0,291.492,0.77341,,,,,,,18.0,1.19,0.0053,0.5789,0.0008,
330.0,291.136,0.7680699999999999,,,,,,,21.0,1.49,0.0062,0.6858,0.0009,
335.0,290.958,0.7467100000000001,,,,,,,19.0,1.66,0.0078,0.8181,0.0012,
340.0,290.958,0.75027,,,,,,,16.0,2.38,0.0115,1.4699,0.0017,
345.0,290.869,0.73959,,,,,,,14.0,1.56,0.0073,0.7455,0.0011,
350.0,290.691,0.7253499999999999,,,,,,,12.0,1.29,0.0061,0.6307,0.0009,
