Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,-0.017,,,,,,,0.0,0.0,0.0
3.0,,-0.006,,,,,,,0.0,0.0,0.0
6.0,,-0.006,,,,,,,0.0,0.0,0.0
9.0,,0.003,,,,,,,0.073,0.28,0.0
12.0,,0.01,,,,,,,0.071,0.31,0.003
15.0,,0.019,,,,,,,0.069,1.07,0.005
18.0,,0.433,,,,,,,0.067,2.62,0.019
21.0,,1.9780000000000002,,,,,,,0.065,4.64,0.064
24.0,,4.17,,,,,,,0.063,5.78,0.128
27.0,,5.647,,,,,,,0.062,5.53,0.143
30.0,,5.5729999999999995,,,,,,,0.062,4.27,0.123
33.0,,4.251,,,,,,,0.063,3.0,0.096
36.0,,2.7880000000000003,,,,,,,0.062,2.37,0.074
39.0,,1.82,,,,,,,0.061,2.06,0.071
42.0,,1.2790000000000001,,,,,,,0.06,1.89,0.052
45.0,,1.068,,,,,,,0.059,1.78,0.047
48.0,,0.9640000000000001,,,,,,,0.058,1.69,0.036
51.0,,0.923,,,,,,,0.057,1.64,0.036
54.0,,0.876,,,,,,,0.057,1.55,0.03
57.0,,0.8009999999999999,,,,,,,0.056,1.49,0.034
60.0,,0.757,,,,,,,0.056,1.44,0.032
63.0,,0.6940000000000001,,,,,,,0.055,1.4,0.021
66.0,,0.687,,,,,,,0.055,1.39,0.029
69.0,,0.698,,,,,,,0.054,1.36,0.031
72.0,,0.662,,,,,,,0.054,1.33,0.022
75.0,,0.621,,,,,,,0.052,1.37,0.028
78.0,,0.595,,,,,,,0.051,1.36,0.029
81.0,,0.5720000000000001,,,,,,,0.05,1.36,0.034
84.0,,0.561,,,,,,,0.05,1.34,0.034
87.0,,0.545,,,,,,,0.048,1.35,0.037
90.0,,0.5479999999999999,,,,,,,0.048,1.35,0.037
93.0,,0.5,,,,,,,0.047,1.35,0.043
96.0,,0.49700000000000005,,,,,,,0.047,1.33,0.042
99.0,,0.498,,,,,,,0.047,1.31,0.048
102.0,,0.48,,,,,,,0.047,1.29,0.042
105.0,,0.473,,,,,,,0.047,1.28,0.052
108.0,,0.47200000000000003,,,,,,,0.047,1.27,0.054
111.0,,0.467,,,,,,,0.047,1.25,0.05
114.0,,0.47700000000000004,,,,,,,0.048,1.23,0.053
117.0,,0.47600000000000003,,,,,,,0.048,1.21,0.056
120.0,,0.435,,,,,,,0.048,1.21,0.058
123.0,,0.425,,,,,,,0.048,1.22,0.052
126.0,,0.444,,,,,,,0.048,1.23,0.063
129.0,,0.45,,,,,,,0.048,1.25,0.055
132.0,,0.473,,,,,,,0.048,1.28,0.061
135.0,,0.49700000000000005,,,,,,,0.048,1.37,0.058
138.0,,0.537,,,,,,,0.048,1.44,0.064
141.0,,0.61,,,,,,,0.047,1.47,0.059
144.0,,0.604,,,,,,,0.047,1.47,0.053
147.0,,0.604,,,,,,,0.047,1.47,0.056
150.0,,0.608,,,,,,,0.047,1.47,0.061
153.0,,0.5860000000000001,,,,,,,0.047,1.46,0.06
156.0,,0.5860000000000001,,,,,,,0.048,1.45,0.052
159.0,,0.594,,,,,,,0.048,1.46,0.06
162.0,,0.596,,,,,,,0.048,1.47,0.057
165.0,,0.614,,,,,,,0.047,1.49,0.06
168.0,,0.5910000000000001,,,,,,,0.047,1.5,0.061
171.0,,0.625,,,,,,,0.047,1.52,0.057
174.0,,0.665,,,,,,,0.047,1.56,0.065
177.0,,0.625,,,,,,,0.047,1.59,0.058
180.0,,0.657,,,,,,,0.047,1.6,0.059
183.0,,0.664,,,,,,,0.046,1.61,0.061
186.0,,0.67,,,,,,,0.046,1.66,0.064
189.0,,0.6890000000000001,,,,,,,0.046,1.68,0.059
192.0,,0.6970000000000001,,,,,,,0.046,1.69,0.064
195.0,,0.721,,,,,,,0.046,1.68,0.061
198.0,,0.696,,,,,,,0.045,1.68,0.061
201.0,,0.7020000000000001,,,,,,,0.045,1.69,0.062
204.0,,0.68,,,,,,,0.044,1.68,0.062
207.0,,0.667,,,,,,,0.045,1.66,0.059
210.0,,0.649,,,,,,,0.045,1.65,0.061
213.0,,0.65,,,,,,,0.045,1.64,0.062
216.0,,0.634,,,,,,,0.045,1.62,0.06
219.0,,0.64,,,,,,,0.044,1.61,0.068
