Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,53.9,,,,,,,,,,,,,
5.0,53.9,,,,,,,,,,,,,
10.0,53.9,,,,,,,,,,,,,
15.0,53.9,,,,,,,,,,,,,
20.0,53.9,,,,,,,,,,,,,
25.0,53.8,,,,,,,,,,,,,
30.0,53.8,,,,,,,,,,,,,
35.0,53.8,,,,,,,,,,,,,
40.0,53.8,,,,,,,,,,,,,
45.0,53.6,,,,,,,,,,,,,
50.0,53.5,,,,,,,,,,,,,
55.0,53.4,,,,,,,,,,,,,
60.0,53.1,,,,,,,,,,,,,
65.0,53.0,,,,,,,,,,,,,
70.0,52.8,,,,,,,,,,,,,
75.0,52.6,,,,,,,,,,,,,
80.0,52.6,,,,,,,,,,,,,
85.0,52.3,,,,,,,,,,,,,
90.0,52.1,,,,,,,,,,,,,
95.0,51.9,,,,,,,,,,,,,
100.0,51.7,,,,,,,,,,,,,
105.0,51.6,,,,,,,,,,,,,
110.0,51.5,,,,,,,,,,,,,
115.0,51.2,,,,,,,,,,,,,
120.0,51.1,,,,,,,,,,,,,
125.0,50.9,,,,,,,,,,,,,
130.0,50.8,,,,,,,,,,,,,
135.0,50.6,,,,,,,,,,,,,
140.0,50.4,,,,,,,,,,,,,
145.0,50.1,,,,,,,,,,,,,
150.0,50.0,,,,,,,,,,,,,
155.0,49.8,,,,,,,,,,,,,
160.0,49.6,0.038,,,,,,,903.0,0.97,0.0053,1.0805,0.083,
165.0,49.2,0.243,,,,,,,973.0,1.17,0.009,0.8534,0.0691,
170.0,48.6,1.624,,,,,,,1044.0,1.1,0.0068,0.6867,0.0662,
175.0,47.9,2.307,,,,,,,1114.0,0.95,0.0312,0.5568,0.0706,
180.0,47.2,2.6830000000000003,,,,,,,1185.0,0.83,0.0294,0.4694,0.0703,
185.0,46.5,2.701,,,,,,,1255.0,0.75,0.0599,0.4776,0.0666,
190.0,45.7,2.439,,,,,,,1325.0,0.77,0.065,0.4999,0.0633,
195.0,45.1,2.215,,,,,,,1323.0,0.8,0.095,0.5075,0.0597,
200.0,44.6,2.149,,,,,,,1289.0,0.79,0.1028,0.4918,0.0674,
205.0,43.9,2.014,,,,,,,1257.0,0.75,0.114,0.4652,0.0566,
210.0,43.4,1.896,,,,,,,1250.0,0.71,0.1192,0.482,0.0566,
215.0,42.8,1.739,,,,,,,1234.0,0.71,0.1194,0.4695,0.0504,
220.0,42.4,1.601,,,,,,,1222.0,0.73,0.1264,0.4805,0.0546,
225.0,41.8,1.619,,,,,,,1217.0,0.76,0.1307,0.5136,0.0523,
230.0,41.4,1.524,,,,,,,1189.0,0.77,0.1378,0.5481,0.0482,
235.0,41.0,1.47,,,,,,,1186.0,0.85,0.1428,0.5716,0.0495,
240.0,40.6,1.431,,,,,,,1147.0,0.82,0.1423,0.5536,0.0447,
245.0,40.3,1.402,,,,,,,1103.0,0.85,0.1415,0.5457,0.0462,
250.0,39.8,1.35,,,,,,,1058.0,0.84,0.144,0.5625,0.0434,
255.0,39.6,1.295,,,,,,,1028.0,0.85,0.1322,0.5515,0.0431,
260.0,39.2,1.251,,,,,,,975.0,0.89,0.1364,0.5922,0.0383,
265.0,38.8,1.21,,,,,,,981.0,0.79,0.1247,0.6,0.0342,
270.0,38.5,1.224,,,,,,,947.0,0.99,0.1364,0.5954,0.0454,
275.0,38.2,1.203,,,,,,,903.0,1.0,0.1291,0.5864,0.0353,
280.0,37.9,1.265,,,,,,,897.0,0.96,0.1247,0.5847,0.0282,
285.0,37.5,1.243,,,,,,,889.0,0.85,0.1109,0.4836,0.0288,
290.0,37.1,1.212,,,,,,,892.0,0.79,0.1151,0.4682,0.0323,
295.0,36.7,1.179,,,,,,,886.0,0.91,0.1237,0.5573,0.0325,
300.0,36.5,1.156,,,,,,,867.0,0.9,0.1214,0.5765,0.0354,
305.0,36.2,1.165,,,,,,,869.0,0.91,0.1217,0.5872,0.0322,
310.0,35.8,1.104,,,,,,,871.0,0.91,0.1161,0.5306,0.0301,
315.0,35.5,1.123,,,,,,,882.0,0.93,0.1141,0.5381,0.0318,
320.0,35.2,1.183,,,,,,,906.0,1.01,0.1261,0.5958,0.0363,
325.0,34.9,1.156,,,,,,,952.0,0.99,0.1172,0.5686,0.0276,
330.0,34.599999999999994,1.129,,,,,,,978.0,0.96,0.1221,0.6017,0.031,
335.0,34.3,1.155,,,,,,,1019.0,1.08,0.1183,0.5826,0.029,
340.0,34.099999999999994,1.131,,,,,,,1050.0,1.15,0.119,0.5965,0.022,
345.0,33.8,1.19,,,,,,,1040.0,1.23,0.1124,0.6135,0.0252,
350.0,33.5,1.216,,,,,,,1047.0,1.25,0.1138,0.6189,0.022,
355.0,33.3,1.201,,,,,,,1042.0,1.35,0.0978,0.6543,0.0237,
360.0,33.0,1.18,,,,,,,1071.0,1.28,0.0934,0.6514,0.02,
365.0,32.7,1.226,,,,,,,1107.0,1.42,0.0849,0.6893,0.02,
370.0,32.5,1.202,,,,,,,1116.0,1.44,0.0875,0.7083,0.0213,
375.0,32.3,1.228,,,,,,,1126.0,1.55,0.0756,0.7773,0.0171,
380.0,32.0,1.229,,,,,,,1116.0,1.58,0.0744,0.7938,0.0217,
385.0,31.899999999999995,1.252,,,,,,,1145.0,1.48,0.0567,0.6947,0.0158,
390.0,31.6,1.238,,,,,,,1154.0,1.57,0.0569,0.752,0.0176,
395.0,31.4,1.288,,,,,,,1179.0,1.55,0.0493,0.6909,0.0151,
400.0,31.1,1.3330000000000002,,,,,,,1177.0,1.72,0.0538,0.8246,0.0172,
405.0,30.9,1.315,,,,,,,1181.0,1.67,0.045,0.8288,0.0147,
410.0,30.7,1.283,,,,,,,1174.0,1.67,0.0431,0.7229,0.0172,
415.0,30.5,1.327,,,,,,,1193.0,1.57,0.038,0.7953,0.0153,
420.0,30.2,1.348,,,,,,,1177.0,1.52,0.0364,0.7631,0.0132,
425.0,30.0,1.3219999999999998,,,,,,,1167.0,1.62,0.0354,0.7483,0.0136,
430.0,29.7,1.392,,,,,,,1199.0,1.59,0.0349,0.7267,0.0124,
435.0,29.5,1.4480000000000002,,,,,,,1191.0,1.57,0.0343,0.7385,0.0146,
440.0,29.2,1.436,,,,,,,1207.0,1.75,0.0375,0.8019,0.0155,
445.0,29.0,1.4240000000000002,,,,,,,1226.0,1.66,0.036,0.7466,0.0154,
450.0,28.8,1.379,,,,,,,1224.0,1.69,0.0367,0.7977,0.0173,
455.0,28.5,1.401,,,,,,,1233.0,1.65,0.0363,0.7795,0.0154,
