Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,225.3,,,,,,,,,,,,,
5.0,225.3,,,,,,,,,,,,,
10.0,225.124,0.02992,,,,,,,443.0,6.63,0.004,5.4932,0.0115,
15.0,224.86,0.8448,,,,,,,435.0,2.04,0.0008,1.2945,0.0023,
20.0,224.86,1.99408,,,,,,,428.0,1.49,0.0027,0.8443,0.0015,
25.0,223.276,2.60216,,,,,,,420.0,1.3,0.0023,0.7375,0.0012,
30.0,222.572,2.81952,,,,,,,412.0,1.15,0.0047,0.6444,0.0013,
35.0,222.044,2.81952,,,,,,,405.0,1.38,0.0058,0.84,0.0023,
40.0,221.164,2.77464,,,,,,,397.0,1.38,0.0095,0.9092,0.0026,
45.0,220.548,2.68664,,,,,,,414.0,1.48,0.0094,0.9611,0.0028,
50.0,219.932,2.78168,,,,,,,433.0,1.49,0.0118,0.9037,0.0023,
55.0,219.228,2.979680000000001,,,,,,,452.0,1.41,0.011,0.8043,0.0023,
60.0,218.172,3.11344,,,,,,,450.0,1.32,0.0131,0.7414,0.0027,
65.0,217.556,3.02984,,,,,,,459.0,1.21,0.0128,0.695,0.0033,
70.0,216.94,2.8512,,,,,,,464.0,1.09,0.0144,0.6372,0.0034,
75.0,215.972,2.6488,,,,,,,477.0,1.16,0.0172,0.6975,0.0037,
80.0,215.004,2.4508,,,,,,,490.0,1.19,0.0193,0.7203,0.0044,
85.0,215.18,2.2343200000000003,,,,,,,487.0,1.18,0.0209,0.755,0.0042,
90.0,214.212,2.0900000000000003,,,,,,,489.0,1.16,0.0211,0.7453,0.0043,
95.0,213.508,1.91664,,,,,,,509.0,1.02,0.0193,0.6263,0.0038,
100.0,213.244,1.82776,,,,,,,513.0,1.15,0.0212,0.7632,0.005,
105.0,212.804,1.7336,,,,,,,500.0,1.33,0.0263,1.0074,0.0047,
110.0,212.276,1.5954400000000002,,,,,,,479.0,1.15,0.019,0.8421,0.0029,
115.0,212.1,1.52768,,,,,,,470.0,0.99,0.0173,0.7336,0.0022,
120.0,211.396,1.51008,,,,,,,509.0,1.03,0.0152,0.7659,0.003,
125.0,210.78,1.46432,,,,,,,570.0,1.21,0.018,0.9162,0.0031,
130.0,210.604,1.40712,,,,,,,589.0,1.7,0.0219,1.3837,0.0039,
135.0,210.516,1.35872,,,,,,,602.0,1.96,0.0263,1.5637,0.0044,
140.0,210.252,1.29976,,,,,,,588.0,1.88,0.0205,1.3257,0.004,
145.0,209.9,1.26632,,,,,,,569.0,1.8,0.0203,1.2893,0.0029,
150.0,209.812,1.23376,,,,,,,520.0,1.53,0.0157,1.1879,0.0033,
