Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg)
0.0,,,,,,,,,0.0,0.6,0.0,0.0
3.0,,,,,,,,,0.0,-1.4,0.0,0.0
6.0,,,,,,,,,0.0,-1.7,0.0,0.0
9.0,,,,,,,,,0.0,-3.3,0.0,0.0
12.0,,,,,,,,,0.126,18.9,0.81,0.011
15.0,,,,,,,,,0.121,98.4,1.17,0.015
18.0,,,,,,,,,0.116,177.5,1.4,0.022
21.0,,,,,,,,,0.111,223.5,1.65,0.023
24.0,,,,,,,,,0.106,248.6,1.91,0.03
27.0,,,,,,,,,0.1,265.7,2.2,0.03
30.0,,,,,,,,,0.094,288.8,2.48,0.033
33.0,,,,,,,,,0.09,298.7,2.65,0.036
36.0,,,,,,,,,0.086,304.7,2.81,0.034
39.0,,,,,,,,,0.081,309.7,3.13,0.041
42.0,,,,,,,,,0.076,323.9,3.47,0.038
45.0,,,,,,,,,0.072,339.8,3.61,0.034
48.0,,,,,,,,,0.068,327.1,3.61,0.027
51.0,,,,,,,,,0.065,301.9,3.61,0.025
54.0,,,,,,,,,0.062,281.5,3.82,0.026
57.0,,,,,,,,,0.058,286.7,4.23,0.028
60.0,,,,,,,,,0.055,311.6,4.82,0.031
63.0,,,,,,,,,0.052,350.4,5.52,0.034
66.0,,,,,,,,,0.05,388.7,6.04,0.031
69.0,,,,,,,,,0.049,421.7,6.4,0.028
72.0,,,,,,,,,0.047,430.3,6.61,0.023
75.0,,,,,,,,,0.044,433.2,6.99,0.021
78.0,,,,,,,,,0.039,405.7,7.47,0.024
81.0,,,,,,,,,0.034,391.9,8.23,0.032
84.0,,,,,,,,,0.03,364.2,8.67,0.029
87.0,,,,,,,,,0.026,318.7,7.76,0.031
90.0,,,,,,,,,0.023,245.2,6.71,0.049
93.0,,,,,,,,,0.019,144.2,5.98,0.089
96.0,,,,,,,,,0.016,70.1,5.26,0.127
99.0,,,,,,,,,0.013,25.5,4.77,0.136
102.0,,,,,,,,,0.01,7.0,5.01,0.132
105.0,,,,,,,,,0.006,-5.1,6.11,0.082
108.0,,,,,,,,,0.004,-7.9,0.0,0.0
111.0,,,,,,,,,0.001,-8.5,0.0,0.0
114.0,,,,,,,,,0.001,-7.9,0.0,0.0
117.0,,,,,,,,,0.001,-5.4,0.0,0.0
120.0,,,,,,,,,0.001,-6.2,0.0,0.0
123.0,,,,,,,,,0.001,-3.4,0.0,0.0
