Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,224.5,,,,,,,,,,,,,
5.0,224.5,,,,,,,,,,,,,
10.0,224.589,,,,,,,,,,,,,
15.0,224.411,,,,,,,,,,,,,
20.0,224.5,,,,,,,,,,,,,
25.0,224.322,,,,,,,,,,,,,
30.0,224.589,,,,,,,,,,,,,
35.0,224.411,,,,,,,,,,,,,
40.0,224.322,,,,,,,,,,,,,
45.0,224.411,,,,,,,,,,,,,
50.0,224.5,,,,,,,,,,,,,
55.0,224.144,0.00534,,,,,,,141.0,1.38,0.0011,1.1143,0.0005,
60.0,223.61,0.31506,,,,,,,151.0,1.48,0.0021,0.8764,0.0004,
65.0,223.254,1.17035,,,,,,,161.0,1.44,0.0019,0.8271,0.0004,
70.0,222.809,1.61446,,,,,,,171.0,1.64,0.0043,0.8899,0.0004,
75.0,222.275,1.73461,,,,,,,182.0,1.56,0.0038,0.9005,0.0003,
80.0,222.008,1.77822,,,,,,,192.0,1.52,0.0058,0.8246,0.0003,
85.0,221.296,1.87612,,,,,,,202.0,1.31,0.0048,0.6648,0.0003,
90.0,220.762,1.96512,,,,,,,226.0,1.1,0.006,0.5643,0.0002,
95.0,219.783,2.07281,,,,,,,255.0,1.18,0.0065,0.598,0.0002,
100.0,219.249,2.07548,,,,,,,272.0,1.32,0.0103,0.6468,0.0003,
105.0,218.804,2.0025,,,,,,,297.0,1.52,0.0123,0.7383,0.0003,
110.0,218.359,1.95711,,,,,,,312.0,1.42,0.0147,0.6812,0.0003,
115.0,217.825,1.93397,,,,,,,343.0,1.42,0.0153,0.6639,0.0003,
120.0,217.202,1.82984,,,,,,,373.0,1.55,0.019,0.7307,0.0004,
125.0,216.935,1.7906799999999998,,,,,,,381.0,1.73,0.022,0.8134,0.0004,
130.0,216.757,1.69545,,,,,,,351.0,1.86,0.024,0.9093,0.0005,
135.0,216.312,1.58776,,,,,,,320.0,1.75,0.0235,0.8358,0.0005,
140.0,215.956,1.49876,,,,,,,289.0,1.4,0.017,0.6999,0.0004,
145.0,215.689,1.47651,,,,,,,253.0,1.51,0.0196,0.7641,0.0005,
150.0,215.155,1.40531,,,,,,,229.0,1.53,0.0168,0.7646,0.0005,
155.0,214.977,1.32699,,,,,,,196.0,1.24,0.0143,0.6625,0.0004,
160.0,214.621,1.32254,,,,,,,164.0,1.29,0.0122,0.6738,0.0004,
165.0,213.909,1.2780399999999998,,,,,,,154.0,1.17,0.0116,0.617,0.0004,
170.0,213.731,1.2433299999999998,,,,,,,148.0,1.14,0.0098,0.611,0.0004,
175.0,213.464,1.2023899999999998,,,,,,,146.0,1.51,0.0131,0.8361,0.0005,
180.0,212.841,1.18815,,,,,,,154.0,1.45,0.011,0.7542,0.0005,
185.0,212.841,1.16857,,,,,,,150.0,1.45,0.0117,0.7888,0.0005,
190.0,212.396,1.18637,,,,,,,145.0,1.98,0.0153,1.054,0.0008,
195.0,212.218,1.1418700000000002,,,,,,,133.0,1.52,0.0119,0.7994,0.0006,
200.0,212.129,1.13208,,,,,,,118.0,1.65,0.0107,0.9023,0.0006,
205.0,211.595,1.10805,,,,,,,102.0,1.24,0.0077,0.6153,0.0004,
210.0,211.328,1.13475,,,,,,,97.0,1.05,0.0064,0.5608,0.0004,
215.0,210.705,1.17747,,,,,,,103.0,1.16,0.0074,0.6451,0.0004,
220.0,210.438,1.15344,,,,,,,114.0,1.19,0.0071,0.6366,0.0004,
225.0,210.26,1.15166,,,,,,,137.0,1.72,0.0103,0.87,0.0006,
230.0,209.726,1.12585,,,,,,,143.0,1.99,0.0114,1.0021,0.0007,
235.0,209.815,1.13208,,,,,,,136.0,2.44,0.0149,1.2515,0.001,
240.0,209.548,1.12496,,,,,,,123.0,2.22,0.0122,1.1437,0.0009,
245.0,209.459,1.10538,,,,,,,105.0,1.59,0.0086,0.7724,0.0006,
250.0,209.014,1.07601,,,,,,,92.0,1.3,0.0059,0.7295,0.0005,
255.0,208.836,1.05999,,,,,,,81.0,1.28,0.0059,0.6442,0.0005,
260.0,208.391,1.04486,,,,,,,69.0,1.58,0.0055,0.8655,0.0007,
265.0,208.213,1.04842,,,,,,,59.0,1.54,0.0052,0.7193,0.0006,
270.0,208.035,1.04308,,,,,,,54.0,1.17,0.0038,0.6548,0.0005,
275.0,207.679,1.03418,,,,,,,49.0,1.17,0.0039,0.6505,0.0005,
280.0,206.967,1.0146,,,,,,,50.0,1.33,0.004,0.6881,0.0006,
285.0,207.145,0.99235,,,,,,,47.0,1.28,0.0039,0.6849,0.0005,
290.0,206.789,0.98968,,,,,,,45.0,1.93,0.0049,1.0263,0.0009,
295.0,206.255,0.97277,,,,,,,43.0,1.43,0.0037,0.744,0.0006,
300.0,206.522,0.97544,,,,,,,44.0,1.48,0.0035,0.7973,0.0007,
305.0,206.077,0.96387,,,,,,,45.0,1.54,0.0036,0.8103,0.0007,
310.0,205.721,0.94607,,,,,,,42.0,1.33,0.0036,0.709,0.0006,
315.0,205.454,0.94162,,,,,,,39.0,1.73,0.0048,0.9423,0.0008,
320.0,205.454,0.93717,,,,,,,35.0,1.99,0.0057,1.0111,0.001,
325.0,205.187,0.91225,,,,,,,32.0,1.79,0.0051,0.9573,0.0009,
330.0,205.009,0.90602,,,,,,,28.0,1.35,0.0038,0.6745,0.0007,
335.0,204.831,0.88555,,,,,,,26.0,1.74,0.0047,0.7659,0.0008,
340.0,204.475,0.87665,,,,,,,26.0,1.16,0.0034,0.5832,0.0006,
345.0,204.475,0.8757600000000001,,,,,,,23.0,1.65,0.0048,0.7563,0.0008,
350.0,203.763,0.8748699999999999,,,,,,,22.0,1.74,0.0046,0.8961,0.0009,
355.0,204.119,0.84906,,,,,,,20.0,1.26,0.0033,0.5404,0.0006,
