Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg)
0.0,,,,,,,,,0.0,-1.7,0.0,0.0
5.0,,,,,,,,,0.0,-0.9,0.0,0.0
10.0,,,,,,,,,0.0,-1.9,0.0,0.0
15.0,,,,,,,,,0.0,-1.4,0.0,0.0
20.0,,,,,,,,,0.0,-1.4,0.0,0.0
25.0,,,,,,,,,0.0,-0.9,0.0,0.0
30.0,,,,,,,,,0.0,-0.2,0.0,0.0
35.0,,,,,,,,,0.0,-1.2,0.0,0.0
40.0,,,,,,,,,0.0,0.0,0.0,0.0
45.0,,,,,,,,,0.052,3.8,0.5,0.027
50.0,,,,,,,,,0.08,159.5,1.41,0.185
55.0,,,,,,,,,0.084,125.4,1.39,0.134
60.0,,,,,,,,,0.067,57.7,1.33,0.078
65.0,,,,,,,,,0.038,35.2,1.85,0.071
70.0,,,,,,,,,0.018,16.6,2.96,0.122
75.0,,,,,,,,,0.013,-2.3,2.47,0.119
80.0,,,,,,,,,0.007,-2.8,4.05,0.228
85.0,,,,,,,,,0.002,0.7,0.0,3.902
90.0,,,,,,,,,0.003,-0.2,86.11,4.32
95.0,,,,,,,,,0.002,1.9,83.27,5.217
100.0,,,,,,,,,0.004,-0.2,85.35,2.752
105.0,,,,,,,,,0.011,2.8,2.26,0.088
110.0,,,,,,,,,0.023,0.9,1.11,0.081
115.0,,,,,,,,,0.015,1.6,1.68,0.081
120.0,,,,,,,,,0.001,0.9,85.49,5.339
125.0,,,,,,,,,0.011,0.7,2.19,0.041
130.0,,,,,,,,,0.02,0.5,1.2,0.056
