Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,-0.001,,,,,,,0.0,0.0,0.0
3.0,,0.001,,,,,,,0.0,0.0,0.0
6.0,,0.0,,,,,,,0.0,0.0,0.0
9.0,,-0.002,,,,,,,0.0,0.0,0.0
12.0,,0.002,,,,,,,0.204,0.07,0.004
15.0,,0.002,,,,,,,0.204,0.07,0.005
18.0,,0.004,,,,,,,0.202,0.07,0.006
21.0,,0.023,,,,,,,0.199,0.1,0.009
24.0,,0.142,,,,,,,0.199,0.4,0.034
27.0,,0.33899999999999997,,,,,,,0.199,0.94,0.077
30.0,,0.49,,,,,,,0.197,1.33,0.108
33.0,,0.542,,,,,,,0.195,1.49,0.115
36.0,,0.519,,,,,,,0.193,1.46,0.105
39.0,,0.49600000000000005,,,,,,,0.193,1.42,0.099
42.0,,0.507,,,,,,,0.192,1.47,0.105
45.0,,0.556,,,,,,,0.19,1.6,0.121
48.0,,0.619,,,,,,,0.189,1.79,0.137
51.0,,0.644,,,,,,,0.187,1.9,0.125
54.0,,0.601,,,,,,,0.187,1.81,0.093
57.0,,0.5750000000000001,,,,,,,0.187,1.79,0.094
60.0,,0.555,,,,,,,0.186,1.76,0.097
63.0,,0.55,,,,,,,0.184,1.74,0.094
66.0,,0.573,,,,,,,0.183,1.83,0.082
69.0,,0.61,,,,,,,0.183,1.94,0.071
72.0,,0.644,,,,,,,0.182,2.03,0.061
75.0,,0.667,,,,,,,0.181,2.14,0.054
78.0,,0.657,,,,,,,0.179,2.12,0.05
81.0,,0.636,,,,,,,0.176,2.1,0.047
84.0,,0.608,,,,,,,0.173,2.08,0.045
87.0,,0.583,,,,,,,0.17,2.04,0.043
90.0,,0.557,,,,,,,0.166,1.99,0.044
93.0,,0.5710000000000001,,,,,,,0.162,2.09,0.054
96.0,,0.58,,,,,,,0.158,2.15,0.055
99.0,,0.594,,,,,,,0.154,2.25,0.054
102.0,,0.596,,,,,,,0.149,2.33,0.055
105.0,,0.596,,,,,,,0.145,2.39,0.057
108.0,,0.603,,,,,,,0.141,2.5,0.061
111.0,,0.609,,,,,,,0.135,2.63,0.062
114.0,,0.5970000000000001,,,,,,,0.131,2.65,0.064
117.0,,0.622,,,,,,,0.126,2.88,0.071
120.0,,0.639,,,,,,,0.121,3.08,0.074
123.0,,0.614,,,,,,,0.116,3.02,0.069
126.0,,0.604,,,,,,,0.111,3.13,0.077
129.0,,0.615,,,,,,,0.107,3.3,0.083
132.0,,0.659,,,,,,,0.101,3.69,0.091
135.0,,0.7070000000000001,,,,,,,0.095,4.22,0.103
138.0,,0.693,,,,,,,0.09,4.26,0.111
141.0,,0.657,,,,,,,0.084,4.33,0.124
144.0,,0.624,,,,,,,0.078,4.45,0.132
147.0,,0.5870000000000001,,,,,,,0.074,4.51,0.132
150.0,,0.544,,,,,,,0.069,4.55,0.124
153.0,,0.48100000000000004,,,,,,,0.063,4.41,0.117
