Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,225.6,,,,,,,,,,,,,
5.0,225.6,,,,,,,,,,,,,
10.0,225.512,0.01232,,,,,,,188.0,1.43,,1.5354,0.0013,
15.0,225.072,0.23496,,,,,,,216.0,1.69,0.0015,1.2172,0.0025,
20.0,224.456,1.5268000000000002,,,,,,,245.0,1.88,0.0013,1.0312,0.0019,
25.0,223.84,2.3636800000000004,,,,,,,274.0,1.62,0.0043,0.937,0.0017,
30.0,223.488,2.8476800000000004,,,,,,,302.0,1.62,0.0042,0.9012,0.002,
35.0,222.52,2.87936,,,,,,,331.0,1.43,0.0074,0.8193,0.0019,
40.0,221.992,2.94712,,,,,,,360.0,1.26,0.0067,0.7511,0.0019,
45.0,221.024,2.8688,,,,,,,364.0,1.24,0.0097,0.77,0.0025,
50.0,220.232,2.84592,,,,,,,401.0,1.23,0.009,0.7429,0.0021,
55.0,219.44,2.87144,,,,,,,434.0,1.35,0.0123,0.7773,0.0022,
60.0,218.56,3.0870400000000005,,,,,,,457.0,1.44,0.0138,0.7966,0.0042,
65.0,218.032,3.0826400000000005,,,,,,,480.0,1.38,0.0168,0.7777,0.004,
70.0,217.416,2.926,,,,,,,491.0,1.31,0.0175,0.7565,0.004,
75.0,216.712,2.6716800000000003,,,,,,,518.0,1.34,0.0208,0.7965,0.0049,
80.0,216.008,2.4622400000000004,,,,,,,524.0,1.25,0.022,0.7384,0.0057,
85.0,215.832,2.21056,,,,,,,520.0,1.09,0.0205,0.6589,0.0046,
90.0,215.128,2.0548,,,,,,,538.0,1.09,0.0222,0.6905,0.0047,
95.0,214.248,1.91488,,,,,,,591.0,1.11,0.0228,0.7827,0.0056,
100.0,214.16,1.77936,,,,,,,552.0,1.42,0.031,1.0658,0.0066,
105.0,213.896,1.6702400000000002,,,,,,,508.0,1.86,0.0339,1.2567,0.0071,
110.0,213.544,1.6218400000000002,,,,,,,474.0,1.06,0.0212,0.8145,0.005,
115.0,213.192,1.562,,,,,,,446.0,1.0,0.0179,0.7556,0.0047,
120.0,212.224,1.48104,,,,,,,457.0,1.02,0.0185,0.7781,0.0043,
125.0,212.312,1.45992,,,,,,,460.0,1.01,0.016,0.7683,0.0041,
130.0,211.784,1.4282400000000002,,,,,,,463.0,1.22,0.02,0.9194,0.0038,
135.0,211.256,1.3992,,,,,,,476.0,1.25,0.018,0.9082,0.0049,
140.0,210.992,1.3930400000000005,,,,,,,477.0,1.39,0.02,1.0174,0.0048,
145.0,210.992,1.3464,,,,,,,471.0,1.22,0.0164,0.8926,0.0042,
150.0,210.376,1.3279200000000002,,,,,,,517.0,1.14,0.0149,0.8006,0.0036,
155.0,209.936,1.31472,,,,,,,510.0,1.15,0.015,0.8342,0.004,
160.0,209.76,1.28656,,,,,,,481.0,1.85,0.0233,1.2964,0.0051,
165.0,209.672,1.26016,,,,,,,461.0,1.31,0.0157,0.918,0.0039,
