Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg)
0.0,,,,,,,,,0.0,1.3,0.0,0.0
5.0,,,,,,,,,0.0,1.1,0.0,0.0
10.0,,,,,,,,,0.0,2.5,0.0,0.0
15.0,,,,,,,,,0.0,-0.2,0.0,0.0
20.0,,,,,,,,,0.0,1.1,0.0,0.0
25.0,,,,,,,,,0.0,2.0,0.0,0.0
30.0,,,,,,,,,0.0,5.4,0.0,0.0
35.0,,,,,,,,,0.0,216.7,0.0,0.0
40.0,,,,,,,,,0.0,338.4,0.0,0.0
45.0,,,,,,,,,0.0,290.2,0.0,0.0
50.0,,,,,,,,,0.0,191.6,0.0,0.0
55.0,,,,,,,,,0.0,156.3,0.0,0.0
60.0,,,,,,,,,0.029,186.4,5.39,0.497
65.0,,,,,,,,,0.063,143.3,2.29,0.163
70.0,,,,,,,,,0.09,121.9,1.45,0.08
75.0,,,,,,,,,0.078,116.7,1.58,0.067
80.0,,,,,,,,,0.045,103.4,2.55,0.099
85.0,,,,,,,,,0.044,94.8,2.51,0.067
90.0,,,,,,,,,0.065,95.7,1.72,0.046
95.0,,,,,,,,,0.061,102.6,1.9,0.053
100.0,,,,,,,,,0.045,,2.56,0.078
105.0,,,,,,,,,0.039,98.1,2.96,0.092
110.0,,,,,,,,,0.034,96.8,3.33,0.102
115.0,,,,,,,,,0.046,82.7,2.41,0.083
120.0,,,,,,,,,0.059,70.5,1.71,0.068
125.0,,,,,,,,,0.04,60.6,2.07,0.109
130.0,,,,,,,,,0.024,56.5,3.26,0.229
140.0,,,,,,,,,0.031,52.3,2.41,0.201
143.0,,,,,,,,,0.028,49.2,2.51,0.279
150.0,,,,,,,,,0.019,46.0,3.55,0.428
155.0,,,,,,,,,0.025,47.9,2.75,0.319
160.0,,,,,,,,,0.03,49.1,2.34,0.265
165.0,,,,,,,,,0.03,49.9,2.38,0.256
170.0,,,,,,,,,0.022,48.5,3.28,0.348
176.0,,,,,,,,,0.009,51.4,8.22,0.806
181.0,,,,,,,,,0.009,47.4,8.05,0.733
185.0,,,,,,,,,0.017,47.0,4.25,0.373
190.0,,,,,,,,,0.023,46.2,3.08,0.246
195.0,,,,,,,,,0.022,46.2,3.29,0.272
200.0,,,,,,,,,0.017,46.0,4.24,0.361
205.0,,,,,,,,,0.021,45.9,3.39,0.259
210.0,,,,,,,,,0.022,44.2,3.2,0.257
215.0,,,,,,,,,0.016,42.7,4.4,0.34
220.0,,,,,,,,,0.016,41.8,4.2,0.304
225.0,,,,,,,,,0.021,44.4,3.31,0.25
230.0,,,,,,,,,0.023,45.6,3.02,0.225
235.0,,,,,,,,,0.019,42.0,3.6,0.27
240.0,,,,,,,,,0.011,40.9,6.12,0.422
245.0,,,,,,,,,0.005,41.3,253.83,18.277
250.0,,,,,,,,,0.009,41.6,7.12,0.537
