Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg)
0.0,,,,,,,,,0.0,1.0,0.0,0.0
6.0,,,,,,,,,0.0,1.1,0.0,0.0
12.0,,,,,,,,,0.0,-0.4,0.0,0.0
18.0,,,,,,,,,0.0,104.2,0.0,0.0
24.0,,,,,,,,,0.0,250.8,0.0,0.0
30.0,,,,,,,,,0.0,84.6,0.0,0.0
36.0,,,,,,,,,0.0,57.0,0.0,0.0
42.0,,,,,,,,,0.0,93.2,0.0,0.0
48.0,,,,,,,,,0.0,123.3,0.0,0.0
54.0,,,,,,,,,0.0,107.4,0.0,0.0
60.0,,,,,,,,,0.0,87.6,0.0,0.0
66.0,,,,,,,,,0.014,67.9,5.75,0.516
72.0,,,,,,,,,0.024,58.7,3.08,0.284
78.0,,,,,,,,,0.028,48.8,2.4,0.225
84.0,,,,,,,,,0.027,44.2,2.37,0.233
90.0,,,,,,,,,0.026,40.8,2.35,0.23
96.0,,,,,,,,,0.025,39.9,2.34,0.24
102.0,,,,,,,,,0.021,35.1,2.68,0.271
108.0,,,,,,,,,0.019,35.6,2.89,0.282
114.0,,,,,,,,,0.019,29.6,2.7,0.274
120.0,,,,,,,,,0.017,25.9,2.81,0.303
126.0,,,,,,,,,0.013,23.4,3.61,0.375
132.0,,,,,,,,,0.011,22.6,4.2,0.386
138.0,,,,,,,,,0.011,22.7,4.07,0.381
144.0,,,,,,,,,0.012,20.2,3.59,0.362
150.0,,,,,,,,,0.011,18.1,3.69,0.373
156.0,,,,,,,,,0.01,19.6,3.93,0.352
162.0,,,,,,,,,0.009,16.8,4.33,0.335
168.0,,,,,,,,,0.008,15.9,4.96,0.423
174.0,,,,,,,,,0.007,18.0,5.59,0.377
180.0,,,,,,,,,0.007,15.9,5.55,0.35
186.0,,,,,,,,,0.01,15.8,4.03,0.308
192.0,,,,,,,,,0.01,15.0,3.85,0.253
198.0,,,,,,,,,0.006,15.5,6.92,0.434
204.0,,,,,,,,,0.008,14.4,4.93,0.34
210.0,,,,,,,,,0.011,14.5,3.5,0.262
216.0,,,,,,,,,0.008,15.3,4.77,0.348
222.0,,,,,,,,,0.006,13.2,6.7,0.389
228.0,,,,,,,,,0.008,14.8,5.17,0.282
234.0,,,,,,,,,0.01,14.8,4.05,0.22
240.0,,,,,,,,,0.009,14.2,4.46,0.243
246.0,,,,,,,,,0.009,13.1,4.57,0.245
