Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,473.17,,0.0268,,,,,,0.0,1.47,0.0,0.0,0.0,0.00011,0.0
5.0,473.15,,0.0268,,,,,,0.0,0.0,0.0,0.0,0.0,0.00012,0.0
10.0,473.19,,0.0267,,,,,,0.0,-0.98,0.0,-0.003,1.74494,0.18078,0.0011
15.0,473.2,,0.0266,,,,,,0.0,-1.46,0.0,-0.001,0.84905,0.13113,0.0
20.0,473.15,,0.0267,,,,,,0.0,-1.47,0.0,-0.001,0.55352,0.19393,0.0
25.0,473.14,,0.0268,,,,,,9.8,-1.96,0.0,-0.001,0.62229,0.19941,0.0
30.0,473.17,,0.0268,,,,,,21.8,-1.96,0.0,-0.001,0.0,0.27987,0.01
35.0,473.11,,0.0269,,,,,,32.0,-0.99,0.0,-0.001,0.0214,0.24797,0.0031
40.0,473.12,,0.0266,,,,,,13.3,-1.46,0.0,0.0,0.0,0.11957,0.0039
45.0,473.14,,0.0267,,,,,,42.0,-1.47,0.0,0.0,0.22017,0.10919,0.0033
50.0,473.07,,0.0268,,,,,,46.3,-0.98,0.0,0.0,0.41951,0.13541,0.0002
55.0,473.05,,0.0268,,,,,,44.6,-1.47,0.0,-0.001,0.20591,0.22642,0.0005
60.0,473.07,,0.0266,,,,,,103.5,-1.46,0.0,-0.001,0.74316,0.20968,0.0004
65.0,473.03,,0.0265,,,,,,83.9,-1.46,0.0,-0.001,0.22266,0.15397,0.0002
70.0,473.01,,0.0266,,,,,,166.3,-0.97,0.0,-0.001,0.12922,0.18835,0.0049
75.0,473.06,,0.0268,,,,,,300.6,-1.47,0.0,-0.001,0.75049,0.37904,0.0089
80.0,472.99,,0.0267,,,,,,291.5,-1.47,0.0,-0.001,0.77613,0.43025,0.0008
