Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,63.0,,,,,,,,,,,,,
5.0,63.0,,,,,,,,,,,,,
10.0,63.0,,,,,,,,,,,,,
15.0,63.0,,,,,,,,,,,,,
20.0,63.1,0.032,,,,,,,318.0,0.39,0.0864,0.7025,,
25.0,62.3,0.078,,,,,,,453.0,0.72,0.0466,0.5966,,
30.0,61.9,0.4,,,,,,,590.0,0.82,0.0298,0.3862,,
35.0,60.9,1.271,,,,,,,725.0,0.74,0.0251,0.3161,,
40.0,59.6,2.119,,,,,,,861.0,0.57,0.0215,0.2671,,
45.0,58.7,2.208,,,,,,,997.0,0.56,0.0244,0.2611,,
50.0,57.7,1.919,,,,,,,1131.0,0.55,0.0265,0.2711,,
55.0,56.9,1.7680000000000002,,,,,,,1175.0,0.54,0.0256,0.2872,,
60.0,55.9,1.645,,,,,,,1183.0,0.55,0.0267,0.2899,,
65.0,55.0,1.5690000000000002,,,,,,,1147.0,0.59,0.027,0.3117,,
70.0,54.1,1.545,,,,,,,1148.0,0.54,0.0261,0.2947,,
75.0,53.6,1.5790000000000002,,,,,,,1140.0,0.54,0.0267,0.2971,,
80.0,52.1,1.548,,,,,,,1165.0,0.54,0.0249,0.3162,,
85.0,51.4,1.586,,,,,,,1164.0,0.53,0.0249,0.2916,,
90.0,50.6,1.5730000000000002,,,,,,,1170.0,0.58,0.0259,0.3081,,
95.0,49.5,1.612,,,,,,,1165.0,0.52,0.0245,0.2589,,
100.0,48.6,1.645,,,,,,,1171.0,0.49,0.0242,0.2584,,
105.0,47.5,1.647,,,,,,,1200.0,0.52,0.0254,0.2594,,
110.0,46.6,1.548,,,,,,,1185.0,0.55,0.0263,0.2796,,
115.0,45.8,1.5630000000000002,,,,,,,1226.0,0.62,0.03,0.3088,,
120.0,44.9,1.594,,,,,,,1246.0,0.61,0.0281,0.3075,,
125.0,44.2,1.602,,,,,,,1271.0,0.63,0.0299,0.3234,,
130.0,43.1,1.621,,,,,,,1299.0,0.64,0.0295,0.3185,,
135.0,42.6,1.644,,,,,,,1301.0,0.68,0.0309,0.3296,,
140.0,41.7,1.62,,,,,,,1289.0,0.7,0.031,0.3242,,
145.0,41.1,1.637,,,,,,,1286.0,0.67,0.0293,0.3077,,
150.0,40.1,1.626,,,,,,,1315.0,0.69,0.0289,0.3206,,
155.0,39.400000000000006,1.594,,,,,,,1338.0,0.71,0.0312,0.3303,,
160.0,38.6,1.634,,,,,,,1344.0,0.8,0.0347,0.3674,,
165.0,38.1,1.5990000000000002,,,,,,,1340.0,0.9,0.0384,0.3719,,
170.0,37.3,1.6030000000000002,,,,,,,1337.0,0.85,0.0364,0.3395,,
175.0,36.900000000000006,1.622,,,,,,,1309.0,0.93,0.0386,0.4019,,
180.0,35.8,1.587,,,,,,,1299.0,1.06,0.0425,0.4484,,
185.0,35.8,1.591,,,,,,,1222.0,0.98,0.0375,0.3752,,
190.0,35.099999999999994,1.649,,,,,,,1169.0,1.14,0.0418,0.3993,,
195.0,34.099999999999994,1.686,,,,,,,1236.0,0.92,0.036,0.3104,,
200.0,33.9,1.692,,,,,,,1210.0,1.03,0.0445,0.3541,,
205.0,33.2,1.596,,,,,,,1155.0,1.55,0.0714,0.4978,,
210.0,33.0,1.463,,,,,,,1064.0,1.15,0.0636,0.3476,,
215.0,32.900000000000006,1.381,,,,,,,947.0,1.12,0.0694,0.3542,,
220.0,32.099999999999994,1.198,,,,,,,928.0,0.92,0.0685,0.3156,,
225.0,31.8,1.017,,,,,,,912.0,0.83,0.0731,0.242,,
230.0,31.8,0.853,,,,,,,852.0,1.4,0.159,0.4185,,
235.0,31.5,0.7340000000000001,,,,,,,774.0,1.5,0.2022,0.5114,,
240.0,31.5,0.634,,,,,,,670.0,1.38,0.1867,0.4778,,
245.0,31.4,0.585,,,,,,,577.0,1.34,0.1956,0.5645,,
250.0,31.2,0.526,,,,,,,496.0,0.71,0.1153,0.2717,,
255.0,31.0,0.49,,,,,,,478.0,0.74,0.1252,0.2879,,
260.0,30.7,0.471,,,,,,,492.0,0.73,0.1326,0.2832,,
265.0,30.599999999999994,0.437,,,,,,,447.0,1.12,0.2232,0.4733,,
270.0,30.5,0.425,,,,,,,,,,,,
275.0,30.5,0.3979999999999999,,,,,,,369.0,0.73,0.1644,0.3373,,
280.0,30.3,0.372,,,,,,,357.0,0.71,0.1652,0.2172,,
285.0,29.9,0.356,,,,,,,358.0,0.67,0.1626,0.2738,,
290.0,30.0,0.355,,,,,,,341.0,0.87,0.2008,0.2504,,
295.0,29.9,0.36,,,,,,,335.0,0.93,0.2288,0.239,,
300.0,29.7,0.363,,,,,,,411.0,0.8,0.1967,0.2739,,
305.0,29.5,0.347,,,,,,,502.0,0.98,0.2537,0.1331,,
310.0,29.6,0.345,,,,,,,,,,,,
315.0,29.5,0.342,,,,,,,,,,,,
320.0,29.5,0.3389999999999999,,,,,,,,,,,,
325.0,29.3,0.3429999999999999,,,,,,,454.0,0.89,0.2173,0.2335,,
330.0,29.200000000000003,0.329,,,,,,,,,,,,
335.0,29.0,0.316,,,,,,,,,,,,
340.0,29.1,0.308,,,,,,,,,,,,
345.0,29.1,0.301,,,,,,,,,,,,
350.0,28.8,0.288,,,,,,,226.0,0.58,0.1817,0.103,,
355.0,28.8,0.275,,,,,,,186.0,0.55,0.1759,0.0909,,
360.0,28.6,0.2789999999999999,,,,,,,,,,,,
365.0,28.5,0.256,,,,,,,,,,,,
370.0,28.7,0.255,,,,,,,,,,,,
375.0,28.3,0.247,,,,,,,90.0,0.6,0.2224,0.1336,,
380.0,28.4,0.242,,,,,,,,,,,,
385.0,28.1,0.233,,,,,,,,,,,,
390.0,28.4,0.228,,,,,,,,,,,,
395.0,28.200000000000003,0.226,,,,,,,,,,,,
400.0,28.4,0.219,,,,,,,25.0,0.53,0.2412,0.1697,,
405.0,28.1,0.214,,,,,,,19.0,0.3,0.2093,,,
410.0,27.9,0.213,,,,,,,,,,,,
415.0,27.9,0.1989999999999999,,,,,,,,,,,,
420.0,28.200000000000003,0.1989999999999999,,,,,,,,,,,,
425.0,28.1,0.193,,,,,,,,,,,,
430.0,27.5,0.187,,,,,,,29.0,0.27,0.1844,0.1656,,
435.0,27.700000000000003,0.189,,,,,,,29.0,0.34,0.2421,0.0342,,
440.0,27.6,0.198,,,,,,,,,,,,
445.0,27.5,0.1939999999999999,,,,,,,43.0,0.32,0.2312,0.0381,,
450.0,27.3,0.181,,,,,,,,,,,,
455.0,27.4,0.1689999999999999,,,,,,,,,,,,
460.0,27.3,0.165,,,,,,,,,,,,
465.0,27.3,0.165,,,,,,,,,,,,
470.0,27.1,0.174,,,,,,,,,,,,
475.0,27.4,0.173,,,,,,,,,,,,
480.0,27.3,0.174,,,,,,,,,,,,
485.0,27.200000000000003,0.149,,,,,,,36.0,0.22,0.1449,0.0525,,
490.0,26.999999999999996,0.158,,,,,,,,,,,,
495.0,27.1,0.143,,,,,,,,,,,,
