Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg)
0.0,,,,,,,,,0.0,1.0,0.0,0.0
5.0,,,,,,,,,0.003,2.2,87.71,3.235
10.0,,,,,,,,,0.003,1.9,91.65,5.708
15.0,,,,,,,,,0.0,4.1,97.69,3.992
20.0,,,,,,,,,0.0,3.4,96.19,3.803
25.0,,,,,,,,,0.008,2.7,3.59,0.072
30.0,,,,,,,,,0.03,7.0,1.04,0.073
40.0,,,,,,,,,0.063,156.2,2.09,0.258
45.0,,,,,,,,,0.078,153.9,1.7,0.131
50.0,,,,,,,,,0.064,19.6,0.96,0.043
55.0,,,,,,,,,0.033,-0.7,1.12,0.062
60.0,,,,,,,,,0.009,0.5,3.42,0.205
65.0,,,,,,,,,0.004,1.0,97.86,5.231
70.0,,,,,,,,,0.007,2.9,4.01,0.173
75.0,,,,,,,,,0.009,3.9,2.97,0.063
80.0,,,,,,,,,0.012,5.8,2.34,0.117
85.0,,,,,,,,,0.016,5.5,1.72,0.083
90.0,,,,,,,,,0.016,4.8,1.63,0.089
95.0,,,,,,,,,0.013,7.7,2.17,0.086
100.0,,,,,,,,,0.004,6.3,95.49,5.047
105.0,,,,,,,,,0.004,4.8,95.28,4.091
110.0,,,,,,,,,0.004,6.3,95.14,3.304
115.0,,,,,,,,,0.002,6.5,95.22,5.252
120.0,,,,,,,,,0.015,6.5,1.84,0.04
125.0,,,,,,,,,0.021,6.0,1.34,0.094
130.0,,,,,,,,,0.015,5.3,1.87,0.129
135.0,,,,,,,,,0.009,6.7,3.06,0.138
140.0,,,,,,,,,0.004,5.5,97.9,5.344
145.0,,,,,,,,,0.004,5.7,99.14,4.632
150.0,,,,,,,,,0.004,5.5,98.54,4.667
155.0,,,,,,,,,0.004,6.5,97.14,6.819
160.0,,,,,,,,,0.001,5.3,96.25,3.821
165.0,,,,,,,,,0.01,6.7,2.83,0.143
170.0,,,,,,,,,0.023,5.5,1.17,0.034
175.0,,,,,,,,,0.023,4.8,1.26,0.065
180.0,,,,,,,,,0.006,7.2,4.59,0.307
185.0,,,,,,,,,0.006,5.3,4.61,0.255
190.0,,,,,,,,,0.006,3.8,4.59,0.277
195.0,,,,,,,,,0.006,4.1,4.6,0.201
200.0,,,,,,,,,0.006,6.0,4.6,0.206
205.0,,,,,,,,,0.008,6.7,3.47,0.162
210.0,,,,,,,,,0.006,5.0,4.59,0.262
215.0,,,,,,,,,0.008,7.7,3.78,0.225
220.0,,,,,,,,,0.027,7.2,1.05,0.046
