Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLR (g/s),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,,0.0,,,,,,,220.0,0.3385,0.02,,0.0078,0.0004,
5.0,,0.0,,,,,,,281.0,0.3102,0.0,,0.0,0.0007,
10.0,,0.0,,,,,,,342.0,0.3254,,,0.0192,0.0114,
15.0,,0.0,,,,,,,404.0,0.2983,,,0.4191,0.0266,
20.0,,0.0,,,,,,,465.0,0.2616,0.64,,0.687,0.0405,
25.0,,0.407,,,,,,,526.0,0.259,1.73,0.0046,0.7353,0.0295,
30.0,,5.319,,,,,,,588.0,0.2233,1.29,0.0046,0.6884,0.0254,
35.0,,7.1610000000000005,,,,,,,602.0,0.2001,1.22,0.0386,0.7462,0.0221,
40.0,,5.484,,,,,,,605.0,0.1742,1.24,0.0439,0.772,0.0237,
45.0,,4.617,,,,,,,590.0,0.155,1.23,0.0802,0.8055,0.0232,
50.0,,4.101,,,,,,,580.0,0.1661,1.19,0.0905,0.8544,0.0181,
55.0,,3.644,,,,,,,557.0,0.1714,1.0,0.0945,0.7842,0.013,
60.0,,3.156,,,,,,,547.0,0.1859,0.91,0.0911,0.6923,0.0125,
65.0,,2.91,,,,,,,542.0,0.1728,0.77,0.0726,0.6214,0.0108,
70.0,,2.741,,,,,,,557.0,0.1623,0.74,0.0777,0.6366,0.0109,
75.0,,2.468,,,,,,,580.0,0.1435,0.79,0.0629,0.6772,0.009,
80.0,,2.346,,,,,,,577.0,0.1329,0.94,0.0719,0.8039,0.0133,
85.0,,2.392,,,,,,,568.0,0.1469,1.04,0.0605,0.861,0.013,
90.0,,2.442,,,,,,,545.0,0.1441,0.97,0.0554,0.7761,0.0084,
95.0,,2.502,,,,,,,532.0,0.1613,0.98,0.0478,0.7827,0.009,
100.0,,2.512,,,,,,,532.0,0.1419,0.88,0.0431,0.6787,0.0078,
105.0,,2.48,,,,,,,523.0,0.1175,0.98,0.0436,0.7329,0.006,
110.0,,2.4330000000000003,,,,,,,502.0,0.1313,1.16,0.0522,0.8949,0.008,
115.0,,2.377,,,,,,,494.0,0.1311999999999999,1.05,0.0435,0.7677,0.0077,
120.0,,2.351,,,,,,,507.0,0.1347,1.03,0.0438,0.7172,0.0061,
125.0,,2.346,,,,,,,526.0,0.1286999999999999,0.97,0.0393,0.7175,0.005,
130.0,,2.309,,,,,,,535.0,0.1266,1.01,0.0414,0.7184,0.007,
135.0,,2.244,,,,,,,535.0,0.1335,1.0,0.0384,0.7502,0.0065,
140.0,,2.231,,,,,,,554.0,0.1482,0.93,0.0363,0.7076,0.0074,
145.0,,2.196,,,,,,,586.0,0.1387,0.82,0.0303,0.6196,0.0061,
150.0,,2.231,,,,,,,615.0,0.1332,0.89,0.0324,0.6806,0.0079,
155.0,,2.241,,,,,,,675.0,0.1303,0.94,0.0336,0.7202,0.008,
160.0,,2.282,,,,,,,728.0,0.0911999999999999,0.97,0.0344,0.7495,0.0078,
165.0,,2.369,,,,,,,775.0,0.0635,1.41,0.0519,1.028,0.0126,
170.0,,2.437,,,,,,,724.0,0.0361,2.12,0.0759,1.4235,0.0084,
175.0,,2.532,,,,,,,596.0,0.0323,3.74,0.1469,2.1342,0.0103,
180.0,,2.614,,,,,,,502.0,0.0351,3.59,0.1677,1.9381,0.0107,
185.0,,2.45,,,,,,,474.0,0.0148,2.28,0.1523,1.2762,0.0106,
190.0,,1.967,,,,,,,390.0,0.0048,3.65,0.3596,2.0304,0.0252,
195.0,,1.3530000000000002,,,,,,,276.0,0.0093,8.29,0.8935,5.778,0.0771,
200.0,,0.925,,,,,,,185.0,0.0221,3.64,0.4682,2.3725,0.0433,
205.0,,0.6859999999999999,,,,,,,141.0,0.0148,1.43,0.146,0.7741,0.0157,
210.0,,0.551,,,,,,,112.0,0.0048,2.01,0.2168,0.9164,0.0213,
215.0,,0.511,,,,,,,76.0,0.0042,5.6,0.5085,2.676,0.0597,
220.0,,0.4639999999999999,,,,,,,40.0,0.0171,5.56,0.5821,2.3714,0.0665,
225.0,,0.417,,,,,,,14.0,0.0260999999999999,1.18,0.1349,0.6801,0.014,
230.0,,0.361,,,,,,,10.0,0.0064,0.78,0.0893,0.1494,0.0076,
235.0,,0.31,,,,,,,11.0,0.0122,1.13,0.156,0.4219,0.0112,
240.0,,0.291,,,,,,,1.0,0.0103,1.49,0.2112,0.5656,0.013,
245.0,,0.2789999999999999,,,,,,,1.0,0.0005,1.8,0.2859,0.2853,0.0144,
250.0,,0.269,,,,,,,1.0,0.0054,34.74,5.5238,2.7863,0.2586,
255.0,,0.257,,,,,,,1.0,0.0037,3.52,0.6046,0.2446,0.0244,
260.0,,0.233,,,,,,,1.0,0.0094,17.89,3.2701,2.1866,0.1372,
265.0,,0.2239999999999999,,,,,,,0.0,0.0029,1.81,0.3723,,0.0148,
270.0,,0.227,,,,,,,-0.0,0.0036,5.27,1.1963,,0.044,
275.0,,0.222,,,,,,,0.0,0.0014,12.22,3.7672,0.234,0.1246,
280.0,,0.211,,,,,,,0.0,0.0005,6.99,2.7401,1.7824,0.0865,
285.0,,0.1939999999999999,,,,,,,0.0,0.0204999999999999,16.7,9.2262,,0.2454,
290.0,,0.2,,,,,,,0.0,0.0208,0.35,0.2134,,0.0055,
295.0,,0.193,,,,,,,0.0,0.0227,0.28,0.2339,,0.0054,
300.0,,0.1989999999999999,,,,,,,0.0,0.006,0.25,0.2141,,0.0048,
305.0,,0.198,,,,,,,-0.0,0.0103,0.87,0.8375,,0.0176,
310.0,,0.189,,,,,,,5.0,0.0157,0.52,0.4956,,0.0101,
315.0,,0.192,,,,,,,4.0,0.0026,0.38,0.3273,,0.0066,
320.0,,0.192,,,,,,,,,3.15,1.9931,0.5107,0.0398,
