Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,330.4,,,,,,,,,,,,,
5.0,330.4,,,,,,,,,,,,,
10.0,330.31199999999995,0.00616,,,,,,,73.0,1.77,0.0005,1.0051,0.0003,
15.0,330.136,0.33352,,,,,,,102.0,2.01,0.0002,0.8174,0.0001,
20.0,329.16799999999995,1.84096,,,,,,,131.0,1.75,0.0011,0.6937,0.0001,
25.0,328.28799999999995,3.08616,,,,,,,159.0,1.53,0.0008,0.5993,0.0001,
30.0,327.232,3.69072,,,,,,,188.0,1.64,0.0033,0.6581,0.0001,
35.0,325.912,4.136,,,,,,,217.0,1.67,0.0032,0.6927,0.0001,
40.0,325.12,4.50472,,,,,,,245.0,1.62,0.0062,0.7303,0.0001,
45.0,323.976,4.57424,,,,,,,283.0,1.56,0.0061,0.7211,0.0001,
50.0,322.744,4.49856,,,,,,,336.0,1.42,0.009,0.6788,0.0001,
55.0,321.77599999999995,4.3824000000000005,,,,,,,385.0,1.45,0.0102,0.7271,0.0001,
60.0,320.72,3.993440000000001,,,,,,,420.0,1.41,0.0145,0.7485,0.0001,
65.0,320.016,3.64672,,,,,,,464.0,1.28,0.0159,0.7301,0.0001,
70.0,319.31199999999995,3.12664,,,,,,,494.0,1.33,0.0201,0.7653,0.0001,
75.0,318.432,2.67872,,,,,,,518.0,1.25,0.022,0.7561,0.0001,
80.0,317.992,2.47192,,,,,,,530.0,1.24,0.0229,0.7631,0.0001,
85.0,317.464,2.20968,,,,,,,527.0,1.31,0.0261,0.7857,0.0001,
90.0,316.672,2.05216,,,,,,,526.0,1.25,0.0248,0.765,0.0001,
95.0,316.408,1.88408,,,,,,,521.0,1.14,0.0247,0.6861,0.0001,
100.0,315.968,1.75032,,,,,,,540.0,1.19,0.0242,0.7524,0.0002,
105.0,315.176,1.62624,,,,,,,587.0,1.04,0.0238,0.6673,0.0002,
