Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLR (g/s),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,,0.0,,,,,,,0.0,0.0,99.99,0.0,99.99,0.0507,0.0
5.0,,1.844,,,,,,,0.0,0.0,99.99,0.0,99.99,0.1094,0.0
10.0,,10.421,,,,,,,365.09,0.317,1.02,0.0036,0.324,0.0024,0.0
15.0,,7.372999999999999,,,,,,,448.68,0.21530000000000002,1.34,0.0047,0.5489,0.0035,0.0
20.0,,4.122,,,,,,,564.47,0.1844,1.39,0.0085,0.627,0.0055,0.0
25.0,,3.444,,,,,,,624.32,0.1608,1.49,0.0085,0.6787,0.0054,0.0
30.0,,3.2510000000000003,,,,,,,671.95,0.1468,1.52,0.0098,0.7078,0.0056,0.0
35.0,,3.057,,,,,,,693.36,0.1421,1.48,0.0105,0.6983,0.0044,0.0
40.0,,2.887,,,,,,,680.87,0.13140000000000002,1.55,0.0096,0.6976,0.0041,0.0
45.0,,2.7289999999999996,,,,,,,657.93,0.12300000000000001,1.56,0.0081,0.7577,0.0026,0.0
50.0,,2.569,,,,,,,582.74,0.12369999999999999,1.51,0.0051,0.7818,0.0028,0.0
55.0,,2.4330000000000003,,,,,,,504.32,0.1274,1.48,0.0046,0.8009,0.0031,0.0
60.0,,2.461,,,,,,,483.07,0.12869999999999998,1.46,0.0035,0.7842,0.0024,0.0
65.0,,2.402,,,,,,,504.43,0.12539999999999998,1.49,0.0041,0.7582,0.0025,0.0
70.0,,2.438,,,,,,,525.95,0.1195,1.46,0.0027,0.8138,0.0027,0.0
75.0,,2.342,,,,,,,503.22,0.11939999999999999,1.43,0.0026,0.8211,0.0021,0.0
80.0,,2.194,,,,,,,440.7,0.12150000000000001,1.43,0.002,0.8357,0.0017,0.0
85.0,,2.265,,,,,,,452.03,0.11880000000000002,1.58,0.0004,0.9679,0.0021,0.0
90.0,,2.4050000000000002,,,,,,,448.59,0.129,1.61,0.0001,0.9866,0.0024,0.0
95.0,,2.642,,,,,,,379.77,0.14830000000000002,1.56,0.0001,0.9939,0.0029,0.0
100.0,,3.024,,,,,,,429.13,0.16399999999999998,1.67,0.0,1.0494,0.0032,0.0
105.0,,3.5580000000000003,,,,,,,410.81,0.18300000000000002,1.8,0.0005,0.9414,0.0023,0.0
110.0,,4.23,,,,,,,391.25,0.187,1.8,0.0026,0.7567,0.0019,0.0
115.0,,4.6930000000000005,,,,,,,431.49,0.17070000000000002,1.73,0.0035,0.7082,0.0024,0.0
120.0,,4.478000000000001,,,,,,,459.5,0.1519,1.68,0.0041,0.7476,0.0025,0.0
125.0,,3.886,,,,,,,548.89,0.1334,1.76,0.0024,0.8766,0.0025,0.0
130.0,,3.3339999999999996,,,,,,,580.88,0.12050000000000001,1.83,0.0018,0.9165,0.0034,0.0
135.0,,3.128,,,,,,,586.42,0.11900000000000001,1.81,0.003,0.8639,0.0024,0.0
140.0,,3.0330000000000004,,,,,,,562.72,0.1121,1.86,0.0031,0.8484,0.002,0.0
145.0,,2.9530000000000003,,,,,,,653.63,0.0985,2.0,0.0018,0.9222,0.0024,0.0
150.0,,2.825,,,,,,,632.91,0.0968,1.88,0.0037,0.8021,0.0021,0.0
155.0,,2.614,,,,,,,587.71,0.0885,1.86,0.006,0.7064,0.0016,0.0
160.0,,2.4,,,,,,,686.2,0.0683,2.09,0.0035,0.8198,0.0016,0.0001
165.0,,2.0740000000000003,,,,,,,659.81,0.0593,2.08,0.0042,0.812,0.0017,0.0
170.0,,1.7990000000000002,,,,,,,662.04,0.0496,2.26,0.0021,0.8918,0.0024,0.0
175.0,,1.5590000000000002,,,,,,,794.44,0.0394,2.34,0.0021,0.9145,0.0029,0.0
180.0,,1.3719999999999999,,,,,,,682.27,0.038700000000000005,2.24,0.0036,0.8038,0.0035,0.0
185.0,,1.2140000000000002,,,,,,,607.13,0.0317,2.41,0.0051,0.7713,0.0034,0.0
190.0,,1.028,,,,,,,821.02,0.0172,3.83,0.0,1.1765,0.0078,0.0
195.0,,0.877,,,,,,,430.56,0.0095,6.19,0.0,1.959,0.0122,0.0003
200.0,,0.743,,,,,,,433.91,0.0115,4.57,0.0,1.182,0.0132,0.0002
205.0,,0.633,,,,,,,91.33,0.0182,2.75,0.0106,0.5823,0.0096,0.0
210.0,,0.578,,,,,,,102.09,0.0199,3.31,0.0153,0.3706,0.0105,0.0
215.0,,0.49700000000000005,,,,,,,35.44,0.0102,4.35,0.0146,0.6957,0.0228,0.0001
220.0,,0.445,,,,,,,0.0,0.009300000000000001,4.63,0.0261,0.632,0.0185,0.0003
225.0,,0.41700000000000004,,,,,,,0.0,0.015500000000000002,3.68,0.0224,0.474,0.009,0.0
230.0,,0.41200000000000003,,,,,,,0.0,0.0111,3.68,0.0392,0.5012,0.0108,0.0
235.0,,0.37700000000000006,,,,,,,0.0,0.0091,4.52,0.0309,0.6756,0.013,0.0
240.0,,0.37200000000000005,,,,,,,0.0,0.0128,3.24,0.0565,0.2702,0.0091,0.0005
245.0,,0.391,,,,,,,44.74,0.0139,3.07,0.0463,0.3517,0.0081,0.0004
250.0,,0.38799999999999996,,,,,,,0.0,0.0086,4.99,0.0274,0.7753,0.0105,0.0005
255.0,,0.39799999999999996,,,,,,,0.0,0.009300000000000001,4.76,0.0454,0.6016,0.0095,0.0005
260.0,,0.40399999999999997,,,,,,,0.0,0.0101,4.42,0.0384,0.6306,0.0083,0.0002
265.0,,0.40299999999999997,,,,,,,0.0,0.0128,3.59,0.0443,0.456,0.0063,0.0
270.0,,0.43100000000000005,,,,,,,0.0,0.0149,3.19,0.0441,0.3869,0.0049,0.0
275.0,,0.454,,,,,,,0.0,0.010700000000000001,4.67,0.0582,0.4165,0.0067,0.0
280.0,,0.48,,,,,,,0.0,0.0095,5.44,0.058,0.4616,0.0072,0.0
285.0,,0.523,,,,,,,94.64,0.0138,3.69,0.0393,0.4676,0.0049,0.0
290.0,,0.527,,,,,,,58.51,0.0173,2.88,0.0337,0.3625,0.0039,0.0004
295.0,,0.49700000000000005,,,,,,,0.0,0.014199999999999999,3.45,0.0572,0.1151,0.0045,0.0003
300.0,,0.479,,,,,,,165.97,0.0084,5.8,0.0687,0.272,0.0077,0.0003
305.0,,0.478,,,,,,,189.28,0.0094,5.11,0.054,0.3587,0.0067,0.0
310.0,,0.462,,,,,,,0.0,0.010700000000000001,4.59,0.0676,0.0285,0.0061,0.0
315.0,,0.47100000000000003,,,,,,,0.0,0.011899999999999999,4.16,0.0475,0.239,0.0054,0.0
320.0,,0.47700000000000004,,,,,,,0.0,0.0089,5.47,0.056,0.3929,0.0072,0.0
