Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,273.3,,,,,,,,,,,,,
5.0,273.3,,,,,,,,,,,,,
10.0,273.212,,,,,,,,,,,,,
15.0,273.3,,,,,,,,,,,,,
20.0,273.38800000000003,,,,,,,,,,,,,
25.0,273.3,,,,,,,,,,,,,
30.0,273.212,,,,,,,,,,,,,
35.0,273.124,,,,,,,,,,,,,
40.0,273.3,,,,,,,,,,,,,
45.0,273.124,,,,,,,,,,,,,
50.0,273.3,,,,,,,,,,,,,
55.0,273.212,,,,,,,,,,,,,
60.0,273.124,,,,,,,,,,,,,
65.0,273.124,,,,,,,,,,,,,
70.0,273.124,,,,,,,,,,,,,
75.0,273.036,,,,,,,,,,,,,
80.0,273.036,,,,,,,,,,,,,
85.0,273.036,,,,,,,,,,,,,
90.0,273.124,,,,,,,,,,,,,
95.0,273.124,,,,,,,,,,,,,
100.0,273.036,,,,,,,,,,,,,
105.0,273.124,,,,,,,,,,,,,
110.0,273.036,,,,,,,,,,,,,
115.0,272.94800000000004,,,,,,,,,,,,,
120.0,273.124,,,,,,,,,,,,,
125.0,273.124,,,,,,,,,,,,,
130.0,273.036,,,,,,,,,,,,,
135.0,272.94800000000004,,,,,,,,,,,,,
140.0,273.036,,,,,,,,,,,,,
145.0,272.94800000000004,,,,,,,,,,,,,
150.0,273.036,,,,,,,,,,,,,
155.0,272.94800000000004,,,,,,,,,,,,,
160.0,272.684,,,,,,,,,,,,,
165.0,272.86,,,,,,,,,,,,,
170.0,272.772,,,,,,,,,,,,,
175.0,272.684,,,,,,,,,,,,,
180.0,272.596,,,,,,,,,,,,,
185.0,272.596,,,,,,,,,,,,,
190.0,272.50800000000004,,,,,,,,,,,,,
195.0,272.50800000000004,,,,,,,,,,,,,
200.0,272.332,,,,,,,,,,,,,
205.0,272.50800000000004,,,,,,,,,,,,,
210.0,272.332,,,,,,,,,,,,,
215.0,272.244,,,,,,,,,,,,,
220.0,272.156,,,,,,,,,,,,,
225.0,271.98,0.01232,,,,,,,173.0,1.52,0.0043,1.6743,0.023,
230.0,271.98,0.13552,,,,,,,179.0,2.21,0.0026,1.1528,0.0071,
235.0,271.628,0.7981600000000001,,,,,,,184.0,1.92,0.003,0.8493,0.004,
240.0,271.1,1.4520000000000002,,,,,,,190.0,1.5,0.0024,0.6377,0.0029,
245.0,270.748,1.6632,,,,,,,195.0,1.4,0.0042,0.6414,0.0025,
250.0,270.308,1.66408,,,,,,,200.0,1.34,0.0043,0.6392,0.0022,
255.0,269.956,1.55232,,,,,,,206.0,1.42,0.0067,0.6863,0.002,
260.0,269.516,1.45728,,,,,,,216.0,1.48,0.0075,0.7417,0.0021,
265.0,269.252,1.42208,,,,,,,203.0,1.53,0.0087,0.6873,0.0021,
270.0,268.988,1.35608,,,,,,,194.0,1.69,0.0098,0.7905,0.0021,
275.0,268.636,1.30768,,,,,,,191.0,1.44,0.009,0.6732,0.002,
280.0,268.372,1.26544,,,,,,,203.0,1.35,0.0087,0.6363,0.0015,
285.0,268.02000000000004,1.21968,,,,,,,202.0,1.45,0.0083,0.6532,0.0018,
290.0,267.668,1.1598400000000002,,,,,,,201.0,1.5,0.0091,0.7621,0.0018,
295.0,267.492,1.12552,,,,,,,194.0,1.64,0.009,0.7322,0.0021,
300.0,267.31600000000003,1.1,,,,,,,192.0,1.63,0.0094,0.8002,0.0021,
305.0,266.964,1.05688,,,,,,,192.0,1.48,0.0075,0.6785,0.0018,
310.0,266.788,1.03224,,,,,,,188.0,1.52,0.008,0.6806,0.002,
315.0,266.524,0.97856,,,,,,,179.0,1.44,0.0075,0.6694,0.0018,
320.0,266.348,0.93456,,,,,,,174.0,1.42,0.0075,0.5796,0.0017,
325.0,265.99600000000004,0.91256,,,,,,,175.0,1.44,0.0066,0.7169,0.0016,
330.0,265.82,0.8844000000000001,,,,,,,180.0,1.57,0.0072,0.7028,0.0018,
335.0,265.644,0.8536,,,,,,,179.0,1.7,0.0077,0.7829,0.0021,
340.0,265.556,0.81664,,,,,,,172.0,1.69,0.0081,0.7223,0.0021,
345.0,265.29200000000003,0.78408,,,,,,,171.0,1.76,0.0079,0.7894,0.0027,
350.0,265.204,0.76208,,,,,,,161.0,1.86,0.0086,0.7445,0.003,
355.0,265.028,0.7383200000000001,,,,,,,146.0,2.2,0.0091,1.0289,0.0033,
360.0,264.94,0.7172000000000001,,,,,,,134.0,1.69,0.0072,0.7132,0.0029,
365.0,264.764,0.7216,,,,,,,125.0,1.43,0.0063,0.6478,0.0023,
370.0,264.5,0.70664,,,,,,,127.0,1.54,0.0065,0.5743,0.0023,
375.0,264.324,0.6908000000000001,,,,,,,115.0,2.14,0.0093,0.7609,0.0036,
380.0,264.324,0.6802400000000001,,,,,,,,,,,,
385.0,264.324,0.6468,,,,,,,89.0,2.34,0.0106,0.897,0.004,
390.0,264.06,0.64856,,,,,,,82.0,1.82,0.0087,0.6621,0.0035,
395.0,263.884,0.64592,,,,,,,73.0,1.67,0.008,0.6782,0.0033,
400.0,263.796,0.6344799999999999,,,,,,,61.0,1.96,0.0097,0.7241,0.0043,
405.0,263.708,0.6265600000000001,,,,,,,55.0,1.99,0.0095,0.7349,0.0043,
410.0,263.62,0.6283200000000001,,,,,,,51.0,1.56,0.0075,0.6298,0.004,
415.0,263.444,0.6283200000000001,,,,,,,51.0,1.73,0.0091,0.5496,0.0036,
420.0,263.26800000000003,0.60544,,,,,,,46.0,1.82,0.0099,0.6669,0.0043,
425.0,263.18,0.5887200000000001,,,,,,,46.0,1.64,0.0097,0.6832,0.0042,
430.0,263.092,0.58344,,,,,,,47.0,1.59,0.0095,0.4493,0.0048,
435.0,262.82800000000003,0.58784,,,,,,,51.0,1.67,0.0113,0.634,0.0047,
440.0,262.74,0.5940000000000001,,,,,,,48.0,2.12,0.014,0.7235,0.0062,
445.0,262.74,0.57728,,,,,,,44.0,2.22,0.0165,0.5547,0.0068,
450.0,262.564,0.57816,,,,,,,42.0,1.69,0.0128,0.6206,0.0052,
455.0,262.476,0.57024,,,,,,,43.0,1.47,0.0121,0.5396,0.0045,
460.0,262.3,0.56408,,,,,,,41.0,1.96,0.0157,0.6125,0.0061,
465.0,262.212,0.5544,,,,,,,37.0,1.95,0.0167,0.4209,0.0066,
470.0,262.212,0.5464800000000001,,,,,,,35.0,1.69,0.0136,0.368,0.0057,
475.0,261.94800000000004,0.53856,,,,,,,32.0,1.73,0.0145,0.4532,0.0055,
480.0,261.772,0.53944,,,,,,,30.0,1.51,0.0138,0.3307,0.0057,
485.0,261.772,0.53064,,,,,,,28.0,1.63,0.017,0.4638,0.0062,
490.0,261.596,0.52888,,,,,,,29.0,1.66,0.0164,0.2476,0.0059,
495.0,261.50800000000004,0.5359200000000001,,,,,,,30.0,1.71,0.0173,0.426,0.0069,
500.0,261.332,0.5192,,,,,,,,,,,,
505.0,261.332,0.52712,,,,,,,29.0,1.93,0.0223,0.5503,0.0086,
510.0,261.244,0.5192,,,,,,,31.0,1.71,0.0182,0.5369,0.0074,
