Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLR (g/s),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,,0.0,,,,,,,0.0,0.0,14.63,0.0,3.3402,0.0645,0.0
5.0,,0.0,,,,,,,0.0,0.0,14.58,0.0,2.7482,0.0732,0.005
10.0,,0.005,,,,,,,0.0,0.0,14.58,0.0,5.033,0.1691,0.0
15.0,,0.0,,,,,,,187.36,0.0088,1.79,0.001,0.7176,0.0199,0.0006
20.0,,0.008,,,,,,,264.2,0.013700000000000002,1.28,0.0,2.4365,0.0435,0.0
25.0,,0.0,,,,,,,40.66,0.0401,1.2,0.0,1.6037,0.0522,0.0002
30.0,,0.044000000000000004,,,,,,,113.02,0.0848,2.06,0.0004,0.702,0.0247,0.0001
35.0,,1.374,,,,,,,706.73,0.105,1.64,0.0041,0.5353,0.0175,0.0
40.0,,2.108,,,,,,,1146.66,0.1051,1.59,0.0037,0.5824,0.0149,0.0
45.0,,1.951,,,,,,,1114.08,0.1079,1.55,0.0074,0.6064,0.0171,0.0
50.0,,1.9440000000000002,,,,,,,1109.11,0.11130000000000001,1.54,0.0078,0.574,0.0162,0.0
55.0,,1.965,,,,,,,1076.08,0.1124,1.55,0.0115,0.5576,0.013,0.0
60.0,,2.0540000000000003,,,,,,,1218.94,0.1073,1.55,0.0124,0.547,0.0177,0.0
65.0,,2.016,,,,,,,1268.94,0.1014,1.59,0.0135,0.5962,0.0147,0.0
70.0,,1.926,,,,,,,1144.21,0.1009,1.54,0.0116,0.6528,0.0159,0.0
75.0,,1.831,,,,,,,954.26,0.1067,1.6,0.011,0.6469,0.0107,0.0
80.0,,1.8840000000000001,,,,,,,934.6,0.1152,1.55,0.0111,0.6135,0.0162,0.0
85.0,,2.076,,,,,,,956.01,0.12090000000000001,1.59,0.0112,0.6024,0.0129,0.0
90.0,,2.202,,,,,,,993.28,0.12210000000000001,1.57,0.0117,0.5758,0.0122,0.0
95.0,,2.237,,,,,,,974.29,0.1243,1.58,0.012,0.5489,0.008,0.0
100.0,,2.228,,,,,,,915.22,0.1276,1.5,0.011,0.5688,0.0072,0.0
105.0,,2.197,,,,,,,928.68,0.1233,1.64,0.0097,0.6187,0.0072,0.0
110.0,,2.211,,,,,,,851.23,0.1243,1.66,0.0093,0.6262,0.0069,0.0
115.0,,2.333,,,,,,,780.29,0.1355,1.57,0.0086,0.618,0.0074,0.0
120.0,,2.416,,,,,,,836.19,0.1374,1.62,0.0093,0.5802,0.0087,0.0
