Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLR (g/s),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,,,,,,,,,,0.0,,,,,0.0033
5.0,,,,,,,,,,0.0,,,,,
10.0,,,,,,,,,383.0,-0.0259,2.82,0.009,4.4191,,0.0145
15.0,,0.214,,,,,,,456.0,0.1077,6.14,0.0029,4.5438,,0.0099
20.0,,1.852,,,,,,,530.0,0.1348,2.79,0.0119,1.7353,,0.0105
25.0,,3.258,,,,,,,603.0,0.1413,2.17,0.0092,1.2875,,0.0095
30.0,,4.025,,,,,,,677.0,0.1565,1.9,0.0184,1.0374,,0.0074
35.0,,4.367,,,,,,,750.0,0.1631,1.77,0.0165,1.1527,,0.0083
40.0,,4.606000000000001,,,,,,,757.0,0.19,1.77,0.0241,1.301,,0.0112
45.0,,4.713,,,,,,,753.0,0.2049,2.14,0.0198,1.4358,,0.0088
50.0,,5.408,,,,,,,743.0,0.2232,2.22,0.0251,1.4053,,0.007
55.0,,6.665,,,,,,,732.0,0.2549,2.36,0.0221,1.4882,,0.0085
60.0,,7.522,,,,,,,710.0,0.2731,2.59,0.0252,1.4452,,0.0083
65.0,,8.851,,,,,,,683.0,0.3121,2.36,0.0226,1.388,,0.0074
70.0,,9.981,,,,,,,658.0,0.3213,2.46,0.0258,1.3773,,0.0074
75.0,,10.572,,,,,,,641.0,0.3378,,0.0232,1.2281,,0.0071
80.0,,11.566,,,,,,,632.0,0.3446,2.49,0.0285,1.163,,0.0059
85.0,,12.681,,,,,,,642.0,0.34,2.38,0.0277,1.1519,,0.007
90.0,,12.988,,,,,,,700.0,0.3166,2.29,0.0329,0.8999,,0.0057
95.0,,13.223,,,,,,,811.0,0.2713,2.45,0.036,1.032,,0.0066
100.0,,13.863,,,,,,,1060.0,0.2098,2.17,,0.7897,,0.0085
105.0,,12.439000000000002,,,,,,,1438.0,0.1299,2.02,0.0467,0.6477,,0.0096
110.0,,11.158,,,,,,,1938.0,0.0581,1.93,0.0633,0.4554,,0.0183
115.0,,8.941,,,,,,,1890.0,0.017,1.67,0.111,0.4229,,0.0081
120.0,,5.692,,,,,,,,0.0141999999999999,0.91,0.2373,0.6332,,
125.0,,2.075,,,,,,,,0.006,1.22,,,,
130.0,,0.632,,,,,,,,-0.0023,,,,,
135.0,,0.289,,,,,,,,-0.0083,,,,,
140.0,,0.203,,,,,,,,-0.0141999999999999,,,,,
145.0,,0.158,,,,,,,,-0.0131,,,,,
150.0,,0.124,,,,,,,,-0.0103,,,,,
155.0,,0.102,,,,,,,,-0.0081999999999999,,,,,
160.0,,0.096,,,,,,,,-0.0104,,,,,
165.0,,0.083,,,,,,,,-0.0081999999999999,,,,,
170.0,,0.064,,,,,,,,-0.0137,,,,,
175.0,,0.055,,,,,,,,-0.0006,,,,,
180.0,,0.049,,,,,,,,0.0162,,,,,
185.0,,0.046,,,,,,,,-0.0006,,,,,
190.0,,0.045,,,,,,,,0.0158,,,,,
195.0,,0.037,,,,,,,,-0.0099,,,,,
200.0,,0.037,,,,,,,,-0.0144,,,,,
205.0,,0.026,,,,,,,,-0.0154,,,,,
210.0,,0.027,,,,,,,,-0.0268,,,,,
215.0,,0.026,,,,,,,,-0.022,,0.0054,0.0959,,0.0044
220.0,,0.031,,,,,,,3.0,-0.0283,,,,,
225.0,,0.03,,,,,,,,-0.0083,,,,,
