Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
210.0,124.31,,0.0229,,,,,,821.9,90.45,1.367,0.012,0.0,0.0,0.0002
215.0,124.11,,0.0229,,,,,,829.0,86.05,1.391,0.012,0.0,0.0,0.0
220.0,123.86,,0.023,,,,,,812.4,84.67,1.419,0.012,0.0,0.0,0.0
225.0,123.67,,0.023,,,,,,763.6,81.36,1.381,0.012,0.00176,0.0,0.0
230.0,123.43,,0.023,,,,,,801.6,82.53,1.41,0.012,0.01353,0.0,0.0
235.0,123.23,,0.0232,,,,,,743.5,80.71,1.417,0.013,0.0,0.0,0.0
240.0,123.05,,0.023,,,,,,739.0,77.7,1.381,0.013,0.0,0.0,0.0
245.0,122.81,,0.0231,,,,,,743.9,75.14,1.435,0.015,0.0,0.0,0.0
250.0,122.71,,0.0232,,,,,,660.9,72.28,1.4,0.015,0.00175,0.0,0.0
255.0,122.46,,0.0233,,,,,,585.8,70.86,1.431,0.016,0.02231,0.0,0.0
260.0,122.34,,0.0252,,,,,,589.0,67.73,1.472,0.017,0.00202,0.0,0.0
270.0,122.04,,0.0232,,,,,,458.4,62.66,1.333,0.016,0.0,0.0,0.0001
275.0,121.84,,0.0233,,,,,,443.6,59.95,1.42,0.018,0.0,0.0,0.0
280.0,121.71,,0.0232,,,,,,420.3,57.57,1.551,0.02,0.00245,0.0,0.0
285.0,121.59,,0.0234,,,,,,355.5,56.0,1.443,0.02,0.0,0.0,0.0
290.0,121.45,,0.0234,,,,,,346.9,53.54,1.37,0.02,0.03333,0.0,0.0
295.0,121.33,,0.0233,,,,,,307.7,51.51,1.416,0.022,0.0,0.0,0.0001
300.0,121.2,,0.0234,,,,,,273.2,49.22,1.418,0.022,0.0073,0.0,0.0002
305.0,121.09,,0.0235,,,,,,243.7,48.03,1.285,0.021,0.0,0.0,0.0003
310.0,120.95,,0.0235,,,,,,235.5,46.84,1.239,0.022,0.0,0.0,0.0
315.0,120.84,,0.0233,,,,,,245.7,44.24,1.305,0.026,0.0,0.0,0.0005
320.0,120.72,,0.0237,,,,,,221.5,42.04,1.34,0.028,0.0,0.0,0.0006
325.0,120.63,,0.0235,,,,,,168.1,40.4,1.287,0.028,0.0,0.0,0.0
330.0,120.51,,0.0237,,,,,,131.2,38.39,1.298,0.031,0.0,0.0,0.0
335.0,120.4,,0.0237,,,,,,133.3,38.48,1.532,0.036,0.0,0.0,0.0
340.0,120.34,,0.0237,,,,,,109.3,37.62,1.357,0.032,0.0,0.0,0.0
345.0,120.21,,0.0236,,,,,,92.3,37.08,1.21,0.03,0.0,0.0,0.0005
350.0,120.12,,0.0236,,,,,,99.2,36.23,1.113,0.033,0.00063,0.0,0.0
355.0,120.0,,0.0238,,,,,,84.5,34.74,0.954,0.036,0.0,0.0,0.0
360.0,119.95,,0.0237,,,,,,42.8,27.92,0.781,0.031,0.0,0.0,0.0
365.0,119.8,,0.0238,,,,,,33.3,27.83,0.751,0.031,0.0,0.0,0.0
370.0,119.72,,0.0237,,,,,,33.1,27.31,0.305,0.035,0.0,0.0,0.0002
375.0,119.6,,0.0238,,,,,,42.5,27.88,0.598,0.045,0.0,0.0,0.0
380.0,119.53,,0.0238,,,,,,48.3,26.07,0.956,0.046,0.0,0.0,0.0
