Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLRPUA (g/s-m2),HRRPUA (kW/m2)
0.0,,,,,,,,,,0.0
3.0,,,,,,,,,,425.3981
6.0,,,,,,,,,8.310925165082377,684.9316
9.0,,,,,,,,,8.200510056061368,768.8339
12.0,,,,,,,,,10.641511665856688,746.6755
15.0,,,,,,,,,14.65383941249338,744.0824
18.0,,,,,,,,,18.21041710807987,747.7434
21.0,,,,,,,,,21.41985041439256,762.9408
24.0,,,,,,,,,23.702431486387997,757.7217
27.0,,,,,,,,,26.02527649895121,764.2895
30.0,,,,,,,,,27.58229274212537,761.3954
33.0,,,,,,,,,29.56145692840517,791.239
36.0,,,,,,,,,30.401338358761397,808.2135
39.0,,,,,,,,,31.21753188908474,823.5341
42.0,,,,,,,,,31.43204998727961,815.4291
45.0,,,,,,,,,32.00413113795868,810.3414
48.0,,,,,,,,,32.659809949692566,817.9976
51.0,,,,,,,,,33.22959907436025,838.6021
54.0,,,,,,,,,33.18387167776372,844.2707
57.0,,,,,,,,,33.372084609728,848.6421
60.0,,,,,,,,,34.06029564063876,878.1187
63.0,,,,,,,,,33.86685664952746,886.5598
66.0,,,,,,,,,33.79928112649172,878.2777
69.0,,,,,,,,,34.32942321543283,881.7684
72.0,,,,,,,,,34.904800470351866,896.4565
75.0,,,,,,,,,35.021923963583795,896.3161
78.0,,,,,,,,,35.71647331968839,909.1664
81.0,,,,,,,,,35.56140567840459,891.4142
84.0,,,,,,,,,36.235472704806014,885.6022
87.0,,,,,,,,,37.05251240247844,899.987
90.0,,,,,,,,,37.428776896109305,916.0244
93.0,,,,,,,,,37.37955933406492,916.2814
96.0,,,,,,,,,37.11261106108204,894.3063
99.0,,,,,,,,,37.64288968572031,892.3247
102.0,,,,,,,,,38.27704738370761,918.5611
105.0,,,,,,,,,38.16760667391622,940.6483
108.0,,,,,,,,,36.393125835876326,878.9413
111.0,,,,,,,,,37.90864801093202,893.2718
114.0,,,,,,,,,38.19758668962698,924.9813
117.0,,,,,,,,,37.62551024532191,930.968
120.0,,,,,,,,,37.1074529888085,911.4815
123.0,,,,,,,,,37.83962391415432,925.6518
126.0,,,,,,,,,37.831990030426624,935.0252
129.0,,,,,,,,,37.65119342431108,928.9566
132.0,,,,,,,,,37.8536024516884,925.1534
135.0,,,,,,,,,38.13826207849686,927.2098
138.0,,,,,,,,,38.61785781401924,945.2802
141.0,,,,,,,,,38.829036515265166,967.9807
144.0,,,,,,,,,38.53211445795078,971.568
147.0,,,,,,,,,38.14673099850373,953.4928
150.0,,,,,,,,,38.60548265505634,957.6283
153.0,,,,,,,,,38.33298713265009,948.5421
156.0,,,,,,,,,38.32874589047242,939.6752
159.0,,,,,,,,,38.932567410285216,960.0265
162.0,,,,,,,,,38.47195078251136,955.5163
165.0,,,,,,,,,38.6977149989296,958.0432
168.0,,,,,,,,,39.26085966251234,982.5462
171.0,,,,,,,,,39.13857398979451,993.2783
174.0,,,,,,,,,39.051946721311474,990.9822
177.0,,,,,,,,,39.372538407752266,996.6725
180.0,,,,,,,,,39.02280244662472,978.0324
183.0,,,,,,,,,39.33117064690125,970.5399
186.0,,,,,,,,,39.51963003370732,970.776
189.0,,,,,,,,,39.34562987095168,963.7594
192.0,,,,,,,,,39.71604056505383,978.6787
195.0,,,,,,,,,38.77386214700304,952.604
198.0,,,,,,,,,38.93881622516556,940.7618
201.0,,,,,,,,,39.30373003976562,951.8145
204.0,,,,,,,,,39.247585504886,963.9207
207.0,,,,,,,,,39.83312306457162,1007.1845
210.0,,,,,,,,,39.26358450915641,1020.1386
213.0,,,,,,,,,38.783581166245234,1003.1063
216.0,,,,,,,,,38.86351915714874,982.6874
219.0,,,,,,,,,39.69721990425579,994.2526
222.0,,,,,,,,,40.03337107207043,1011.299
225.0,,,,,,,,,39.84956551000614,1006.5801
228.0,,,,,,,,,40.3242841959868,1013.0307
231.0,,,,,,,,,40.31953378459566,1006.6578
234.0,,,,,,,,,40.27525063808065,986.2402
237.0,,,,,,,,,41.22239663803226,1000.5294
240.0,,,,,,,,,41.62438046602779,1023.7558
243.0,,,,,,,,,41.63959278832456,1037.6878
246.0,,,,,,,,,41.447640680305966,1032.8006
249.0,,,,,,,,,41.65376375380984,1030.4558
252.0,,,,,,,,,42.01273226692519,1040.0672
255.0,,,,,,,,,42.10308439606595,1050.5309
258.0,,,,,,,,,41.72299795484621,1040.4464
261.0,,,,,,,,,41.90086385862226,1039.4473
264.0,,,,,,,,,42.02710770763692,1046.0379
267.0,,,,,,,,,41.85935998847115,1045.6803
270.0,,,,,,,,,42.09201066836511,1057.3934
273.0,,,,,,,,,42.06344233250601,1066.0012
276.0,,,,,,,,,41.80078412444712,1056.5817
279.0,,,,,,,,,42.04304519245379,1051.4377
282.0,,,,,,,,,42.30384287899148,1048.3273
285.0,,,,,,,,,43.30354998318682,1081.74
288.0,,,,,,,,,42.690356565636414,1069.7563
291.0,,,,,,,,,43.44016437607057,1080.3482
294.0,,,,,,,,,43.6102720489857,1085.4117
297.0,,,,,,,,,45.107940068466384,1154.2761
300.0,,,,,,,,,43.83111950830519,1146.0216
303.0,,,,,,,,,43.97723519880923,1134.5511
306.0,,,,,,,,,43.95241654801456,1111.2929
309.0,,,,,,,,,44.15218945487042,1086.9386
312.0,,,,,,,,,45.1203363197341,1096.8844
315.0,,,,,,,,,45.1658714960214,1094.351
318.0,,,,,,,,,46.57470605454456,1145.5701
321.0,,,,,,,,,46.73594534529591,1192.3695
324.0,,,,,,,,,45.837943975182704,1183.5678
327.0,,,,,,,,,46.57999585215227,1212.8313
330.0,,,,,,,,,46.50761212301072,1253.7057
