Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,166.88,,0.0292,,,,,,0.0,5.88,0.0,0.0,1e-05,1e-05,0.0
5.0,166.85,,0.0292,,,,,,0.0,1.6,0.0,0.0,0.0,1e-05,0.0
10.0,166.89,,0.0289,,,,,,0.0,0.53,0.0,0.0,0.0,1e-05,0.0
15.0,166.89,,0.0291,,,,,,336.2,0.0,0.203,0.001,0.0,0.31967,0.0468
20.0,166.87,,0.0292,,,,,,188.1,-0.54,0.2,0.001,0.0,0.19557,0.0407
25.0,166.85,,0.0291,,,,,,101.1,-0.53,0.095,0.0,0.0,0.16977,0.0517
30.0,166.81,,0.0291,,,,,,111.4,-1.06,0.095,0.0,0.0,0.21335,0.0284
35.0,166.78,,0.0291,,,,,,144.4,-0.53,0.088,0.003,0.0,0.17397,0.0399
40.0,166.72,,0.0291,,,,,,151.5,-0.53,0.106,0.002,0.18092,0.13189,0.022
45.0,166.61,,0.0291,,,,,,203.9,-1.06,0.116,0.003,0.76956,0.12539,0.0127
50.0,166.47,,0.0292,,,,,,181.9,-0.53,0.5,0.001,0.91935,0.1026,0.0063
55.0,166.19,,0.0287,,,,,,0.0,4.21,0.747,0.012,0.59804,0.04693,0.0067
60.0,165.58,,0.0277,,,,,,358.7,55.14,0.618,0.007,0.35391,0.07935,0.0083
65.0,164.3,,0.0276,,,,,,738.8,152.48,0.573,0.046,0.28523,0.17143,0.0103
70.0,162.86,,0.0271,,,,,,952.1,211.37,0.535,0.049,0.28659,0.16859,0.0129
75.0,161.66,,0.0272,,,,,,1062.4,216.62,0.545,0.104,0.32827,0.15953,0.0168
80.0,160.62,,0.0272,,,,,,1027.7,191.16,0.549,0.114,0.33575,0.16908,0.0197
85.0,159.66,,0.0273,,,,,,1014.7,173.88,0.545,0.144,0.35394,0.14424,0.0227
90.0,158.75,,0.0274,,,,,,962.1,165.79,0.552,0.149,0.36098,0.1569,0.0241
95.0,157.87,,0.0274,,,,,,996.2,153.4,0.554,0.15,0.3619,0.1402,0.0247
100.0,156.99,,0.0275,,,,,,953.1,153.23,0.558,0.15,0.3674,0.13823,0.0254
105.0,156.1,,0.0273,,,,,,954.3,150.07,0.561,0.15,0.37497,0.14154,0.0253
110.0,155.22,,0.0273,,,,,,987.1,150.08,0.578,0.15,0.37389,0.12959,0.0254
115.0,154.35,,0.0274,,,,,,972.4,151.95,0.602,0.152,0.36451,0.12744,0.0256
120.0,153.46,,0.0272,,,,,,984.0,158.25,0.6,0.155,0.3666,0.13242,0.0266
125.0,152.63,,0.0272,,,,,,947.6,157.84,0.603,0.155,0.35324,0.12843,0.0275
130.0,151.79,,0.0272,,,,,,946.6,151.98,0.62,0.158,0.36225,0.11334,0.0274
135.0,150.98,,0.0271,,,,,,942.6,151.0,0.628,0.16,0.3608,0.13246,0.0283
140.0,150.19,,0.0274,,,,,,945.6,149.51,0.647,0.168,0.37125,0.12613,0.0293
145.0,149.43,,0.0273,,,,,,993.5,146.87,0.651,0.16,0.37812,0.12509,0.0294
150.0,148.71,,0.0273,,,,,,959.6,142.85,0.664,0.166,0.39011,0.14053,0.0291
155.0,148.01,,0.0273,,,,,,948.4,139.09,0.677,0.155,0.40162,0.13941,0.0284
160.0,147.34,,0.0272,,,,,,898.6,137.49,0.693,0.158,0.40533,0.13212,0.0291
165.0,146.68,,0.0272,,,,,,928.8,136.22,0.751,0.15,0.39926,0.12202,0.0272
170.0,146.02,,0.0273,,,,,,983.3,139.45,0.779,0.154,0.41223,0.11783,0.0264
175.0,145.39,,0.0275,,,,,,1003.1,146.0,0.802,0.143,0.4289,0.12409,0.0254
