Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,,-2.84,
5.0,100.0,,0.54,
10.0,200.0,,-0.8,
15.0,300.0,,0.26,
20.0,400.0,,0.74,
25.0,500.0,,0.41,
30.0,600.0,,0.26,
35.0,700.0,,-0.51,
40.0,800.0,,-0.63,
45.0,900.0,,-0.15,
50.0,1000.0,,0.19,
55.0,1100.0,,0.33,
60.0,1200.0,,0.79,
65.0,1300.0,,1.18,
70.0,1400.0,,0.67,
75.0,1500.0,,0.14,
80.0,1600.0,,-0.45,
85.0,1700.0,,-0.3,
90.0,1800.0,,0.11,
95.0,1900.0,,0.71,
100.0,2000.0,,0.25,
105.0,2100.0,,-0.07,
110.0,2200.0,,0.3,
115.0,2300.0,,-0.18,
120.0,2400.0,,0.21,
125.0,2500.0,,0.88,
130.0,2600.0,,1.0,
135.0,2700.0,,0.38,
140.0,2800.0,,0.07,
145.0,2900.0,,-0.05,
150.0,3000.0,,0.22,
155.0,3100.0,,0.94,
160.0,3200.0,,0.64,
165.0,3300.0,,0.48,
170.0,3400.0,,0.58,
175.0,3500.0,,0.7,
180.0,3600.0,,0.46,
185.0,3700.0,,1.05,
190.0,3800.0,,1.19,
195.0,3900.0,,1.18,
200.0,4000.0,,1.59,
205.0,4100.0,,1.26,
210.0,4200.0,,1.25,
215.0,4300.0,,0.72,
220.0,4400.0,,0.36,
225.0,4500.0,,1.57,
230.0,4600.0,,2.68,
235.0,4700.0,4.4,3.52,0.02
240.0,4800.0,8.7,3.44,0.07
245.0,4900.0,45.8,4.42,0.29
250.0,5000.0,89.7,5.44,0.74
255.0,5100.0,124.6,7.25,1.37
260.0,5200.0,144.2,7.78,2.09
265.0,5300.0,159.8,7.13,2.89
270.0,5400.0,171.7,7.88,3.74
275.0,5500.0,172.5,7.26,4.61
280.0,5600.0,170.6,7.88,5.46
285.0,5700.0,171.9,7.97,6.32
290.0,5800.0,170.0,7.22,7.17
295.0,5900.0,167.8,7.45,8.01
300.0,6000.0,169.3,7.58,8.86
305.0,6100.0,164.2,7.18,9.68
310.0,6200.0,161.5,7.12,10.48
315.0,6300.0,154.9,6.91,11.26
320.0,6400.0,146.3,6.62,11.99
325.0,6500.0,144.4,7.09,12.71
330.0,6600.0,141.9,6.45,13.42
335.0,6700.0,135.0,5.94,14.1
340.0,6800.0,131.5,6.51,14.75
345.0,6900.0,125.2,5.23,15.38
350.0,7000.0,122.7,5.24,15.99
355.0,7100.0,114.8,4.58,16.57
360.0,7200.0,107.7,4.71,17.11
365.0,7300.0,101.2,5.6,17.61
370.0,7400.0,98.2,4.63,18.1
375.0,7500.0,95.3,4.37,18.58
380.0,7600.0,90.5,4.71,19.03
385.0,7700.0,84.5,5.25,19.45
390.0,7800.0,82.4,5.49,19.87
395.0,7900.0,81.2,4.87,20.27
400.0,8000.0,81.0,3.08,20.68
405.0,8100.0,78.9,3.68,21.07
410.0,8200.0,76.9,3.93,21.46
415.0,8300.0,74.4,3.58,21.83
420.0,8400.0,73.5,4.01,22.19
425.0,8500.0,70.3,3.49,22.55
430.0,8600.0,65.6,3.47,22.87
435.0,8700.0,67.6,4.59,23.21
440.0,8800.0,62.0,4.19,23.52
445.0,8900.0,60.4,3.73,23.82
450.0,9000.0,59.4,3.4,24.12
455.0,9100.0,53.7,2.62,24.39
460.0,9200.0,55.5,2.44,24.67
465.0,9300.0,55.0,2.16,24.94
470.0,9400.0,56.2,2.31,25.22
475.0,9500.0,53.4,3.51,25.49
480.0,9600.0,50.6,3.77,25.74
485.0,9700.0,53.1,2.68,26.01
490.0,9800.0,52.9,2.52,26.27
495.0,9900.0,51.9,2.32,26.53
500.0,10000.0,50.3,3.24,26.78
505.0,10100.0,50.7,3.78,27.04
510.0,10200.0,48.7,2.56,27.28
515.0,10300.0,48.1,2.62,27.52
520.0,10400.0,46.7,1.76,27.76
525.0,10500.0,45.5,2.09,27.98
530.0,10600.0,47.5,2.59,28.22
