Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,,0.06,
5.0,100.0,,-1.89,
10.0,200.0,,-0.05,
15.0,300.0,,-0.25,
20.0,400.0,,-0.08,
25.0,500.0,,-0.83,
30.0,600.0,,0.0,
35.0,700.0,,0.02,
40.0,800.0,,-0.73,
45.0,900.0,,-0.82,
50.0,1000.0,,-0.69,
55.0,1100.0,,0.46,
60.0,1200.0,,0.1,
65.0,1300.0,,0.32,
70.0,1400.0,,0.06,
75.0,1500.0,,1.14,
80.0,1600.0,,1.47,
85.0,1700.0,,-0.04,
90.0,1800.0,,-0.68,
95.0,1900.0,,-0.82,
100.0,2000.0,,-0.3,
105.0,2100.0,,0.55,
110.0,2200.0,,0.07,
115.0,2300.0,,-0.63,
120.0,2400.0,,-0.45,
125.0,2500.0,,0.14,
130.0,2600.0,,1.23,
135.0,2700.0,,0.57,
140.0,2800.0,,0.84,
145.0,2900.0,,0.9,
150.0,3000.0,,-0.19,
155.0,3100.0,,0.24,
160.0,3200.0,,-0.44,
165.0,3300.0,,-0.58,
170.0,3400.0,,-0.15,
175.0,3500.0,,-1.32,
180.0,3600.0,,-0.71,
185.0,3700.0,,0.82,
190.0,3800.0,,1.09,
195.0,3900.0,,1.41,
200.0,4000.0,,0.3,
205.0,4100.0,,-0.26,
210.0,4200.0,,-0.21,
215.0,4300.0,,-0.12,
220.0,4400.0,,0.58,
225.0,4500.0,,1.53,
230.0,4600.0,,1.17,
235.0,4700.0,,0.77,
240.0,4800.0,,-0.04,
245.0,4900.0,,-0.17,
250.0,5000.0,,0.46,
255.0,5100.0,,0.09,
260.0,5200.0,,0.98,
265.0,5300.0,,0.26,
270.0,5400.0,,0.81,
275.0,5500.0,,0.85,
280.0,5600.0,,0.31,
285.0,5700.0,,1.87,
290.0,5800.0,,1.06,
295.0,5900.0,,1.17,
300.0,6000.0,,1.07,
305.0,6100.0,,-0.33,
310.0,6200.0,,0.38,
315.0,6300.0,,1.01,
320.0,6400.0,,1.3,
325.0,6500.0,,2.07,
330.0,6600.0,,1.28,
335.0,6700.0,,1.35,
340.0,6800.0,,1.27,
345.0,6900.0,,0.39,
350.0,7000.0,,0.42,
355.0,7100.0,,0.94,
360.0,7200.0,,2.62,
365.0,7300.0,,2.04,
370.0,7400.0,,0.64,
375.0,7500.0,,0.09,
380.0,7600.0,,-0.26,
385.0,7700.0,,0.16,
390.0,7800.0,,1.41,
395.0,7900.0,,1.89,
400.0,8000.0,,2.94,
405.0,8100.0,,2.25,
410.0,8200.0,,0.45,
415.0,8300.0,,0.14,
420.0,8400.0,,0.03,
425.0,8500.0,,0.64,
430.0,8600.0,,0.96,
435.0,8700.0,,1.93,
440.0,8800.0,,2.6,
445.0,8900.0,,2.54,
450.0,9000.0,,1.91,
455.0,9100.0,,1.02,
460.0,9200.0,,0.17,
465.0,9300.0,,-0.1,
470.0,9400.0,,1.2,
475.0,9500.0,,1.4,
480.0,9600.0,,1.57,
485.0,9700.0,,1.43,
490.0,9800.0,,0.56,
495.0,9900.0,,0.58,
500.0,10000.0,,0.26,
505.0,10100.0,,0.11,
510.0,10200.0,,1.82,
515.0,10300.0,,2.29,
520.0,10400.0,,2.15,
525.0,10500.0,,0.78,
530.0,10600.0,,0.16,
535.0,10700.0,,1.6,
540.0,10800.0,,1.36,
545.0,10900.0,,0.96,
550.0,11000.0,,0.72,
555.0,11100.0,,0.36,
560.0,11200.0,,1.22,
565.0,11300.0,,1.67,
570.0,11400.0,,0.76,
575.0,11500.0,,1.08,
580.0,11600.0,,0.85,
585.0,11700.0,,0.74,
590.0,11800.0,,1.55,
595.0,11900.0,,1.18,
600.0,12000.0,,1.88,
605.0,12100.0,,1.68,
610.0,12200.0,,2.11,
615.0,12300.0,,2.04,
620.0,12400.0,,0.84,
625.0,12500.0,,1.22,
630.0,12600.0,,1.76,
635.0,12700.0,,2.57,
640.0,12800.0,,1.99,
645.0,12900.0,,0.2,
650.0,13000.0,,-0.24,
655.0,13100.0,,0.24,
660.0,13200.0,,1.75,
665.0,13300.0,,2.37,
670.0,13400.0,,1.34,
675.0,13500.0,,1.02,
680.0,13600.0,,1.5,
685.0,13700.0,,2.73,
690.0,13800.0,4.6,3.37,0.02
695.0,13900.0,19.7,3.83,0.12
700.0,14000.0,43.7,3.69,0.34
705.0,14100.0,77.0,5.13,0.72
710.0,14200.0,91.7,5.18,1.18
715.0,14300.0,89.1,5.16,1.63
720.0,14400.0,81.1,5.54,2.03
725.0,14500.0,73.4,6.24,2.4
730.0,14600.0,71.9,7.01,2.76
735.0,14700.0,69.7,5.97,3.11
740.0,14800.0,68.6,5.15,3.45
745.0,14900.0,62.7,3.14,3.77
750.0,15000.0,57.1,3.11,4.05
755.0,15100.0,54.9,4.18,4.33
760.0,15200.0,52.9,4.27,4.59
765.0,15300.0,52.1,4.05,4.85
770.0,15400.0,49.4,3.02,5.1
775.0,15500.0,47.0,2.68,5.33
780.0,15600.0,44.4,3.57,5.55
785.0,15700.0,42.8,3.7,5.77
790.0,15800.0,21.5,3.69,5.88
795.0,15900.0,4.7,3.39,5.9
800.0,16000.0,2.1,2.83,5.91
805.0,16100.0,1.8,1.73,5.92
810.0,16200.0,1.2,1.84,5.92
815.0,16300.0,1.0,1.66,5.93
820.0,16400.0,0.4,2.79,5.93
825.0,16500.0,0.4,2.93,5.93
830.0,16600.0,0.8,1.82,5.94
835.0,16700.0,0.2,1.72,5.94
840.0,16800.0,1.1,0.35,5.94
845.0,16900.0,1.4,0.56,5.95
850.0,17000.0,0.7,0.78,5.95
855.0,17100.0,0.9,1.68,5.96
860.0,17200.0,0.8,1.68,5.96
865.0,17300.0,2.1,1.2,5.97
870.0,17400.0,1.8,1.4,5.98
875.0,17500.0,1.7,1.88,5.99
880.0,17600.0,0.8,2.68,5.99
885.0,17700.0,1.0,1.7,6.0
890.0,17800.0,0.9,0.3,6.0
895.0,17900.0,1.1,0.47,6.01
900.0,18000.0,0.7,0.54,6.01
905.0,18100.0,1.0,1.42,6.02
910.0,18200.0,0.5,1.38,6.02
915.0,18300.0,1.5,0.89,6.03
920.0,18400.0,1.0,1.62,6.03
925.0,18500.0,0.0,1.53,6.03
930.0,18600.0,0.7,1.72,6.04
935.0,18700.0,0.5,1.22,6.04
940.0,18800.0,0.3,1.11,6.04
945.0,18900.0,1.4,0.99,6.05
950.0,19000.0,1.4,1.05,6.05
955.0,19100.0,0.7,0.72,6.06
960.0,19200.0,0.1,1.84,6.06
965.0,19300.0,1.3,3.33,6.06
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
