Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
260.0,6500.0,112.1,5.35,7.69
265.0,6625.0,112.0,6.9,8.25
270.0,6750.0,109.8,5.59,8.8
275.0,6875.0,107.7,5.26,9.34
280.0,7000.0,104.9,5.8,9.87
285.0,7125.0,104.6,5.14,10.39
290.0,7250.0,103.5,6.72,10.91
295.0,7375.0,104.1,4.65,11.43
300.0,7500.0,99.7,3.66,11.93
305.0,7625.0,98.2,4.0,12.42
310.0,7750.0,96.3,3.8,12.9
315.0,7875.0,93.3,4.37,13.36
320.0,8000.0,90.3,3.96,13.82
325.0,8125.0,88.8,5.21,14.26
330.0,8250.0,87.6,5.66,14.7
335.0,8375.0,84.3,4.86,15.12
340.0,8500.0,83.6,4.47,15.54
345.0,8625.0,80.7,2.88,15.94
350.0,8750.0,80.6,3.43,16.34
355.0,8875.0,79.4,4.99,16.74
360.0,9000.0,80.1,4.06,17.14
365.0,9125.0,84.6,4.47,17.56
370.0,9250.0,86.2,3.42,18.0
375.0,9375.0,84.0,3.65,18.42
380.0,9500.0,81.5,4.27,18.82
385.0,9625.0,79.6,4.26,19.22
390.0,9750.0,77.3,5.15,19.61
395.0,9875.0,73.5,3.07,19.98
400.0,10000.0,72.6,3.69,20.34
405.0,10125.0,72.9,3.78,20.7
410.0,10250.0,71.2,3.82,21.06
415.0,10375.0,69.4,4.22,21.41
420.0,10500.0,67.6,3.19,21.74
425.0,10625.0,67.9,2.54,22.08
430.0,10750.0,65.9,2.73,22.41
435.0,10875.0,63.0,3.15,22.73
440.0,11000.0,60.6,1.84,23.03
445.0,11125.0,60.4,2.99,23.33
450.0,11250.0,56.9,4.37,23.62
455.0,11375.0,55.8,5.41,23.9
460.0,11500.0,57.5,4.98,24.18
465.0,11625.0,55.8,2.97,24.46
470.0,11750.0,53.9,2.35,24.73
475.0,11875.0,53.9,2.4,25.0
480.0,12000.0,53.0,3.7,25.27
485.0,12125.0,52.5,3.2,25.53
490.0,12250.0,48.7,3.27,25.77
495.0,12375.0,50.9,1.9,26.03
500.0,12500.0,50.9,2.02,26.28
505.0,12625.0,48.0,2.51,26.52
510.0,12750.0,47.4,3.14,26.76
515.0,12875.0,47.8,2.98,27.0
520.0,13000.0,47.4,2.05,27.23
525.0,13125.0,47.6,2.3,27.47
530.0,13250.0,46.3,2.38,27.7
535.0,13375.0,45.7,3.65,27.93
540.0,13500.0,42.3,2.58,28.14
545.0,13625.0,42.3,3.1,28.36
550.0,13750.0,45.8,2.54,28.58
555.0,13875.0,43.1,2.37,28.8
560.0,14000.0,42.9,3.02,29.01
565.0,14125.0,41.8,2.86,29.22
570.0,14250.0,41.6,3.55,29.43
575.0,14375.0,36.7,2.87,29.62
580.0,14500.0,37.4,2.25,29.8
585.0,14625.0,37.9,3.19,29.99
590.0,14750.0,37.8,2.81,30.18
595.0,14875.0,35.7,3.1,30.36
600.0,15000.0,39.5,1.63,30.56
605.0,15125.0,36.6,1.78,30.74
610.0,15250.0,38.9,3.35,30.93
615.0,15375.0,39.2,3.85,31.13
620.0,15500.0,38.5,4.21,31.32
625.0,15625.0,38.4,3.36,31.51
630.0,15750.0,40.1,2.52,31.71
635.0,15875.0,37.9,1.62,31.9
640.0,16000.0,39.2,3.32,32.1
645.0,16125.0,42.5,2.32,32.31
650.0,16250.0,44.6,2.37,32.54
655.0,16375.0,45.4,2.37,32.76
660.0,16500.0,48.0,1.38,33.0
665.0,16625.0,45.8,2.93,33.23
670.0,16750.0,46.4,4.58,33.46
675.0,16875.0,49.5,3.66,33.71
680.0,17000.0,51.4,3.79,33.97
685.0,17125.0,51.5,3.37,34.23
690.0,17250.0,52.2,2.42,34.49
695.0,17375.0,52.3,3.97,34.75
700.0,17500.0,53.6,3.11,35.02
705.0,17625.0,52.6,3.02,35.28
710.0,17750.0,53.0,2.88,35.54
715.0,17875.0,53.5,1.38,35.81
720.0,18000.0,53.7,1.48,36.08
725.0,18125.0,52.8,1.58,36.34
730.0,18250.0,52.8,2.0,36.61
735.0,18375.0,52.7,2.96,36.87
740.0,18500.0,53.2,3.69,37.14
745.0,18625.0,53.0,4.79,37.4
750.0,18750.0,53.8,4.86,37.67
755.0,18875.0,55.2,4.53,37.95
760.0,19000.0,53.8,2.23,38.22
765.0,19125.0,55.9,1.88,38.5
770.0,19250.0,55.3,1.63,38.77
775.0,19375.0,54.9,2.57,39.05
780.0,19500.0,54.9,4.25,39.32
785.0,19625.0,55.9,4.4,39.6
790.0,19750.0,55.2,3.94,39.88
795.0,19875.0,57.2,2.82,40.16
800.0,20000.0,57.3,2.9,40.45
805.0,20125.0,58.3,1.35,40.74
810.0,20250.0,56.0,1.51,41.02
815.0,20375.0,57.6,0.97,41.31
820.0,20500.0,59.4,2.49,41.61
825.0,20625.0,58.9,4.54,41.9
830.0,20750.0,58.0,3.33,42.19
835.0,20875.0,58.8,2.73,42.48
840.0,21000.0,60.4,2.19,42.79
845.0,21125.0,59.3,3.44,43.08
850.0,21250.0,58.6,3.6,43.38
855.0,21375.0,57.7,3.21,43.66
860.0,21500.0,59.3,2.68,43.96
865.0,21625.0,59.0,2.98,44.26
870.0,21750.0,57.8,3.12,44.55
875.0,21875.0,58.9,2.57,44.84
880.0,22000.0,59.5,3.82,45.14
885.0,22125.0,59.8,3.09,45.44
890.0,22250.0,59.3,3.42,45.73
895.0,22375.0,58.6,2.12,46.03
900.0,22500.0,61.2,1.52,46.33
905.0,22625.0,61.0,3.78,46.64
910.0,22750.0,60.1,3.25,46.94
915.0,22875.0,59.4,3.93,47.23
920.0,23000.0,60.9,2.91,47.54
925.0,23125.0,60.1,3.26,47.84
930.0,23250.0,60.4,3.57,48.14
935.0,23375.0,62.2,2.9,48.45
940.0,23500.0,62.7,4.13,48.77
945.0,23625.0,64.1,4.09,49.09
950.0,23750.0,62.7,4.3,49.4
955.0,23875.0,63.2,2.86,49.72
960.0,24000.0,63.2,3.21,50.03
965.0,24125.0,63.4,2.96,50.35
970.0,24250.0,64.4,3.83,50.67
975.0,24375.0,63.8,4.03,50.99
980.0,24500.0,64.4,3.23,51.31
985.0,24625.0,65.0,4.44,51.64
990.0,24750.0,65.9,3.63,51.97
995.0,24875.0,65.8,3.51,52.3
1000.0,25000.0,65.2,3.58,52.62
1005.0,25125.0,66.0,3.52,52.95
1010.0,25250.0,66.7,3.05,53.29
1015.0,25375.0,66.4,3.06,53.62
1020.0,25500.0,66.0,2.9,53.95
1025.0,25625.0,65.2,2.85,54.27
1030.0,25750.0,65.4,2.56,54.6
1035.0,25875.0,65.8,2.04,54.93
1040.0,26000.0,65.3,2.14,55.26
1045.0,26125.0,66.3,2.48,55.59
1050.0,26250.0,67.2,2.8,55.92
1055.0,26375.0,65.9,3.6,56.25
1060.0,26500.0,65.7,4.84,56.58
1065.0,26625.0,67.9,4.95,56.92
1070.0,26750.0,65.8,5.12,57.25
1075.0,26875.0,70.0,2.94,57.6
1080.0,27000.0,70.7,3.05,57.95
1085.0,27125.0,69.6,3.75,58.3
1090.0,27250.0,68.8,3.06,58.64
1095.0,27375.0,70.5,4.0,59.0
1100.0,27500.0,69.2,3.64,59.34
1105.0,27625.0,69.8,3.94,59.69
1110.0,27750.0,68.3,5.09,60.03
1115.0,27875.0,69.2,3.07,60.38
1120.0,28000.0,68.0,2.29,60.72
1125.0,28125.0,67.5,1.2,61.06
1130.0,28250.0,67.3,1.14,61.39
1135.0,28375.0,66.5,3.89,61.73
1140.0,28500.0,66.1,4.14,62.06
1145.0,28625.0,67.8,4.56,62.4
1150.0,28750.0,68.3,4.18,62.74
1155.0,28875.0,67.3,3.53,63.07
1160.0,29000.0,67.9,2.8,63.41
1165.0,29125.0,66.6,2.61,63.75
1170.0,29250.0,65.8,1.61,64.07
1175.0,29375.0,67.8,2.26,64.41
1180.0,29500.0,65.8,3.78,64.74
1185.0,29625.0,66.0,2.5,65.07
1190.0,29750.0,66.3,2.85,65.4
1195.0,29875.0,67.6,3.83,65.74
1200.0,30000.0,67.1,3.65,66.08
1205.0,30125.0,67.5,3.56,66.42
1210.0,30250.0,67.1,3.2,66.75
1215.0,30375.0,68.0,3.26,67.09
1220.0,30500.0,67.6,4.41,67.43
1225.0,30625.0,65.8,3.63,67.76
1230.0,30750.0,65.4,3.68,68.08
1235.0,30875.0,67.3,3.66,68.42
1240.0,31000.0,66.5,3.73,68.75
